일자,KOSDAQ지수,거래량,거래대금,시가총액,외국인_시가총액,외국인_비중
20001106,804.6,246734500,1382794,43005978,3130003,7.278
20001107,796.3,276220390,1405710,42532097,3104687,7.3
20001108,793.1,238408720,1323757,42337065,3095404,7.311
20001109,801.1,211885590,1227867,42768996,3058563,7.151
20001110,808.3,246805700,1422359,43129668,3120817,7.236
20001113,780.7,243222160,1270622,41721197,2989668,7.166
20001114,800.9,287888330,1551583,42818222,3132551,7.316
20001115,816.4,368410560,2107867,43656046,3167894,7.256
20001116,808.6,293792140,1573882,43328338,3146905,7.263
20001117,806.8,285665060,1491474,43284696,3129270,7.23
20001120,801.7,281172570,1487848,43052845,3093175,7.185
20001121,787,312741940,1655678,42377221,3007337,7.097
20001122,771.3,299858260,1434966,41557218,2948857,7.096
20001123,728.3,289960770,1295095,39409804,2803187,7.113
20001124,735,263934680,1181529,39757051,2791300,7.021
20001127,759.4,276681390,1207459,41040993,2853147,6.952
20001128,725,270718820,1229277,39310257,2681176,6.821
20001129,684.5,261752750,1116260,37172464,2486368,6.689
20001130,672.6,308268010,1269736,36508433,2458440,6.734
20001201,678.1,341135010,1387942,36763955,2495802,6.789
20001204,663.8,327319150,1318426,36080714,2415754,6.695
20001205,669.6,334474280,1356947,36425568,2438889,6.696
20001206,675.4,402425620,1723231,36723700,2510138,6.835
20001207,677.2,299579250,1250417,36929553,2541184,6.881
20001208,684.1,310016320,1267689,37294872,2538866,6.808
20001211,711.1,289224200,1280895,38715571,2680369,6.923
20001212,697.7,304826500,1334196,38135598,2640167,6.923
20001213,707.5,293979740,1313410,38460107,2701446,7.024
20001214,708.5,307579020,1169413,38552041,2700196,7.004
20001215,679.4,270882670,1147411,37131333,2571210,6.925
20001218,665.7,222526540,952074,36537281,2479806,6.787
20001219,634,283782870,1101972,34564714,2356321,6.817
20001220,589.8,235713160,819106,32251395,2192936,6.8
20001221,560.6,218150930,722210,30793666,2114453,6.867
20001222,526.7,203476600,669997,29041843,1975456,6.802
20001226,525.8,180588170,550913,29015847,1974492,6.805
20010102,557,201214950,689003,30514604,2088687,6.845
20010103,569,284994090,1010438,31284996,2133916,6.821
20010104,615.1,233125180,948946,33685023,2347437,6.969
20010105,625.2,367229620,1391124,34178121,2465678,7.214
20010108,650,358615170,1439983,35502843,2578436,7.263
20010109,678.2,457143510,1799807,37034212,2665813,7.198
20010110,639.6,697320760,3008605,35022432,2562923,7.318
20010111,675.1,477200660,1985095,37142528,2712172,7.302
20010112,713.6,502828980,2126559,39188069,2957665,7.547
20010115,765.2,518930210,2271901,41933816,3239571,7.725
20010116,777.1,630292520,3479285,42645791,3357833,7.874
20010117,750.1,572086330,3271507,41344561,3201745,7.744
20010118,745.6,504646740,2833367,41376644,3212390,7.764
20010119,772.1,535853440,3005126,42790518,3448625,8.059
20010122,833.2,483998310,2583840,46081313,3753279,8.145
20010126,800.4,499793070,3080399,44290036,3696379,8.346
20010129,813.8,500964110,2791895,45152315,3663672,8.114
20010130,827.6,605491100,3346822,45943089,3702877,8.06
20010131,843.6,718875400,4026436,46746517,3816118,8.163
20010201,827,555464730,3689042,45953644,3763642,8.19
20010202,826.6,458178910,2801819,45914329,3747590,8.162
20010205,779.7,441361450,2326405,43453659,3495303,8.044
20010206,797.2,494424330,2655060,44131395,3592198,8.14
20010207,778,426885170,2523916,43100058,3506386,8.135
20010208,798,401548340,2347372,44193574,3577978,8.096
20010209,807.3,393409540,2301225,44710558,3585306,8.019
20010212,831.1,469615730,2696641,46017155,3665290,7.965
20010213,840.8,560315600,3297786,46597819,3661363,7.857
20010214,853.1,548166160,2958769,47275421,3664291,7.751
20010215,873.8,640430180,3941778,48374825,3782184,7.818
20010216,863.2,622219560,4002701,47825505,3912034,8.18
20010219,872.9,537446390,2956379,48345900,3880099,8.026
20010220,876.5,644275430,3304725,48514880,3845985,7.927
20010221,852.5,609052510,2677563,47249098,3713108,7.859
20010222,801.8,530446370,2658342,44564471,3488521,7.828
20010223,805.7,423758150,2035925,44814102,3499171,7.808
20010226,812.5,391375510,1897212,45247472,3517096,7.773
20010227,781.2,437820910,2038874,43456544,3408271,7.843
20010228,767.6,325449110,1540929,42735042,3327830,7.787
20010302,719.9,329388990,1528884,40154258,3111822,7.75
20010305,743.2,391885550,1935978,41453452,3214761,7.755
20010306,735.2,413298460,2281937,40848349,3181341,7.788
20010307,753.5,346684330,1814985,41846628,3277100,7.831
20010308,780,428494590,2323609,43272865,3346964,7.735
20010309,765.6,341008360,1821930,42497199,3281668,7.722
20010312,723.3,301671250,1584427,40276088,3114688,7.733
20010313,685.7,364983650,1812531,38219189,2956588,7.736
20010314,720.4,350617800,1775318,40084215,3102469,7.74
20010315,712.4,395765650,1913510,39651265,3017624,7.61
20010316,713.8,322962090,1622284,39730618,3052062,7.682
20010319,713.3,332842380,1587529,39688880,3024710,7.621
20010320,713.5,358662340,1707211,39691627,3031796,7.638
20010321,712.7,310873270,1586878,39641098,3042546,7.675
20010322,706.4,295679040,1470276,39308956,3004911,7.644
20010323,706.1,366473980,1471262,39294414,3013144,7.668
20010326,727.7,335055030,1450233,40448037,3115108,7.702
20010327,718.6,343509150,1481897,39955997,3146932,7.876
20010328,705.8,379189070,1545768,39281819,3124439,7.954
20010329,691.4,320115420,1183295,38569637,3047592,7.902
20010330,684.3,292828210,1183959,38192137,3015348,7.895
20010402,682.9,257970880,1303124,38368013,3016468,7.862
20010403,662.4,289320090,1179900,37237171,3018391,8.106
20010404,643.4,255877990,1026145,36241330,2957945,8.162
20010406,665.1,256744690,1197776,37449989,3092657,8.258
20010409,648.1,254175130,915764,36615733,3048090,8.325
20010410,645.6,291047780,1044076,36568638,2985005,8.163
20010411,671.8,342756560,1267694,38039748,3128949,8.225
20010412,683.2,344186080,1522480,38665370,3183976,8.235
20010413,686.2,368322830,1331305,38805966,3168323,8.165
20010416,680.7,304226650,1175113,38517594,3115161,8.088
20010417,683.1,308798270,1205629,38696559,3125025,8.076
20010418,721.9,446716930,1945576,40833921,3317021,8.123
20010419,749,447303840,2194992,42298121,3538078,8.365
20010420,735,420636780,2365476,41558187,3507918,8.441
20010423,758.8,442670500,2558904,42857509,3634042,8.479
20010424,757.2,445258460,2924215,42753893,3657563,8.555
20010425,769.7,421348810,2369096,43425130,3739071,8.61
20010426,763.4,423546670,2502640,43135898,3727961,8.642
20010427,753.2,304871460,1536566,42610618,3654741,8.577
20010430,789.7,366695240,1923785,44588279,3861079,8.659
20010502,810,484219140,2572072,45831145,3991356,8.709
20010503,799.9,418623390,2938267,45332674,3937142,8.685
20010504,804.8,438510580,2922220,45584550,3914907,8.588
20010507,828.4,489939870,3295818,46867782,3974898,8.481
20010508,822.7,506283010,3282912,46613923,3935875,8.444
20010509,795.9,444126720,2954995,45174130,3815262,8.446
20010510,814.1,408821720,2610050,46308430,3896750,8.415
20010511,817.2,452013660,2660978,46505347,3950049,8.494
20010514,829.3,472437400,2503319,47170108,4038284,8.561
20010515,814.8,504176580,2621985,46398422,3948180,8.509
20010516,801.2,425951530,2345678,45662590,3892320,8.524
20010517,833.2,517707840,2754696,47527082,4085161,8.595
20010518,830.3,402633500,2417252,47382045,4164457,8.789
20010521,838.1,429940740,2244037,47874805,4156248,8.681
20010522,837.8,510071640,2616586,48140142,4131444,8.582
20010523,828.6,469338830,2178217,47714375,4089419,8.571
20010524,830.1,465523710,2108497,47939536,4059584,8.468
20010525,834.3,523850070,2198223,48284202,4073764,8.437
20010528,832.2,456140160,1984996,48225990,4046297,8.39
20010529,838.1,516495170,2459093,48839097,4106963,8.409
20010531,813.5,435280900,1910710,47440973,3949735,8.326
20010601,801.1,432339940,1993079,46754485,3880617,8.3
20010604,803.7,355923160,1650240,46890172,3865093,8.243
20010605,789.2,413555720,1955318,46080295,3814515,8.278
20010607,781.4,409805060,1639051,45653978,3765925,8.249
20010608,807.7,420716190,2285878,47130300,3920576,8.319
20010611,795.2,344469510,1667472,46505346,3849549,8.278
20010612,801.2,408851170,1968394,46936959,3864828,8.234
20010613,816.8,406849450,1800545,47797420,3992733,8.353
20010614,821.3,402752920,1702855,48160608,4040863,8.39
20010615,824.9,381490640,1635679,48353277,4027470,8.329
20010618,817.6,356549950,1528310,47933997,3956437,8.254
20010619,809.3,388534510,1717577,47371162,3896332,8.225
20010620,788.3,340116470,1672020,46147740,3826458,8.292
20010621,788.2,291690150,1450882,46312695,3817266,8.242
20010622,786,334728950,1521757,46196392,3816902,8.262
20010625,776.8,300024330,1337615,45701788,3793535,8.301
20010626,745.3,314326980,1335453,44006549,3652082,8.299
20010627,746,290094640,1479276,44038501,3635148,8.254
20010628,747.2,281816760,1267479,44157645,3648370,8.262
20010629,768.7,293918080,1400405,45359918,3784613,8.344
20010702,775.6,289290770,1248990,45727019,3839574,8.397
20010703,776.5,304579720,1340119,45840430,3845935,8.39
20010704,774.9,306541700,1235520,45735837,3827791,8.369
20010705,767.2,320103170,1243533,45323298,3762691,8.302
20010706,740.8,289794160,1192944,43832915,3634285,8.291
20010709,701.2,286823980,1164755,41566279,3481350,8.375
20010710,706.7,302152810,1161796,42107434,3471912,8.245
20010711,680.7,349991370,1387485,40617865,3414935,8.407
20010712,721.6,369384850,1572177,42981342,3636451,8.461
20010713,695.8,406618340,1703255,41495124,3536639,8.523
20010716,701.7,292652810,1139026,41822855,3590280,8.584
20010718,680.3,300426130,1105865,40635175,3493648,8.598
20010719,683.8,285140870,1254096,40834368,3558672,8.715
20010720,670.8,267930110,1240927,40209788,3473820,8.639
20010723,641.4,261556580,1051064,38545044,3335489,8.653
20010724,645.3,337276320,1437229,38843090,3328769,8.57
20010725,641,371681120,1340311,38583689,3308653,8.575
20010726,652.4,353658080,1261927,39345132,3350361,8.515
20010727,674.6,352359240,1206460,40631950,3452844,8.498
20010730,669.8,322369660,1071692,40363180,3442221,8.528
20010731,680.9,387344320,1299042,41244967,3485022,8.45
20010801,704.4,442717640,1780919,42606403,3607166,8.466
20010802,707.2,413576240,1470693,42957229,3653199,8.504
20010803,705.8,357430390,1274985,42921124,3654786,8.515
20010806,718,309392630,1235816,43746204,3769958,8.618
20010807,714.9,366721110,1327050,43674949,3753248,8.594
20010808,707.7,343331010,1256333,43274476,3715234,8.585
20010809,689.2,310222680,1109385,42296929,3607916,8.53
20010810,692.1,292055680,1038186,42472313,3596488,8.468
20010813,689.7,312639760,1161092,42329977,3589036,8.479
20010814,697.6,318766650,1236907,42413566,3639251,8.58
20010816,690.4,241923440,928824,41958690,3617278,8.621
20010817,691.4,271226960,1035752,42035772,3623053,8.619
20010820,679.7,260959270,857817,41361216,3574371,8.642
20010821,682.2,244955190,871810,41585209,3575373,8.598
20010822,686.6,259623530,957004,41879434,3626324,8.659
20010823,679.4,240078750,983935,41495333,3605988,8.69
20010824,677.8,246238780,915620,41400883,3595367,8.684
20010827,681.3,234324500,961201,41675085,3637018,8.727
20010828,674.4,221673690,863552,41446623,3577478,8.632
20010829,653.2,215602620,928204,40223810,3470001,8.627
20010830,648.3,207373600,800947,39929366,3448159,8.636
20010831,618.4,211865430,769692,38162940,3341153,8.755
20010903,615.2,198976020,795888,37984785,3322619,8.747
20010904,627.4,258750340,928624,38833410,3262675,8.402
20010905,617.6,224568710,730265,38294281,3213882,8.393
20010906,627.6,242201150,951193,38943089,3240231,8.32
20010907,631.4,256720840,1108590,39195927,3259169,8.315
20010910,626.2,224383260,1001865,38929059,3194660,8.206
20010911,618,252319850,1074046,38395924,3111533,8.104
20010912,546.4,126096450,758717,34131192,2710797,7.942
20010913,541.9,387581780,1380981,34187686,2693518,7.879
20010914,502.1,350140660,1123419,31864900,2512700,7.885
20010917,460.5,211287130,626870,29370248,2353223,8.012
20010918,494.8,353795000,1208856,31480813,2547436,8.092
20010919,504.6,369764400,1341030,32107221,2596368,8.087
20010920,493.6,307209390,963550,31482764,2606397,8.279
20010921,489.7,293234480,1034254,31168152,2606825,8.364
20010924,500,307641090,1100232,31819486,2787793,8.761
20010925,486.2,354769560,1084388,30942337,2710748,8.761
20010926,489.1,277649700,858881,31112707,2717911,8.736
20010927,496.5,335800810,994366,31623356,2756782,8.718
20010928,516.4,358726170,1268245,32829693,2882417,8.78
20011004,550.8,318951270,1093093,34987172,3084659,8.817
20011005,540.7,371010330,1304124,34368191,3037919,8.839
20011008,535.5,306435200,1072921,34014211,3027776,8.902
20011009,560.2,417352030,1495268,35593488,3163593,8.888
20011010,564.5,492093000,1567585,35845284,3212243,8.961
20011011,583.9,488814790,1600276,37219376,3379924,9.081
20011012,590.2,549540410,1982324,37692492,3481788,9.237
20011015,595.7,413970440,1424428,38009554,3499218,9.206
20011016,608.2,451588630,1928317,38820011,3547614,9.139
20011017,619.1,441203230,1938693,39576300,3629693,9.171
20011018,612.8,440059310,1929685,39249290,3603600,9.181
20011019,620.6,368415620,1478830,39764127,3644195,9.165
20011022,633.6,418895790,1556794,40614768,3707174,9.128
20011023,629.9,570265250,1916702,40458926,3727405,9.213
20011024,640.9,479752360,2004488,41130685,3909093,9.504
20011025,636.6,371329000,1553987,43643824,3924432,8.992
20011026,641,348187670,1353066,44251394,4011392,9.065
20011029,640.6,344294040,1429970,44629708,4037177,9.046
20011030,617.1,372601920,1646780,43259337,3892687,8.998
20011031,625.5,360554540,1381943,43708005,3938839,9.012
20011101,636.4,444295750,1776885,44497090,3978111,8.94
20011102,639.3,465400960,1726301,44500461,4000993,8.991
20011105,653.6,413910620,1558812,45524166,4059897,8.918
20011106,659.7,495641560,1873902,45901533,4123554,8.983
20011107,656.6,403172020,1525590,45786134,4118307,8.995
20011108,666.1,370471810,1477805,46470501,4196309,9.03
20011109,671.9,401057810,1417955,46713076,4266441,9.133
20011112,683.9,429733260,1578291,47437990,4318738,9.104
20011113,680.1,468980340,1732800,47208661,4295352,9.099
20011114,692,507033730,1906493,47986721,4379318,9.126
20011115,683.3,552186050,1936724,47744310,4394505,9.204
20011116,685,424966410,1420841,47877971,4421990,9.236
20011119,691.5,426824780,1761028,48273279,4491019,9.303
20011120,686.8,456265550,1759848,48000449,4529518,9.436
20011121,690.3,443177910,1582674,48090125,4619117,9.605
20011122,696.6,443688270,1525600,48551684,4673178,9.625
20011123,706.2,430412630,1767541,49220122,4784659,9.721
20011126,722.8,416664850,1794071,50202784,4965791,9.891
20011127,722.8,466659230,2044546,50090897,5038618,10.059
20011128,679.9,384087060,1608687,47169077,4710606,9.987
20011129,689.9,316586460,1392033,48053890,4744863,9.874
20011130,705.2,355549390,1447467,49072365,4867130,9.918
20011203,710.3,295782550,1274072,49671288,4919168,9.903
20011204,707.6,367285390,1512146,49644352,4884335,9.839
20011205,720.4,404428560,1758620,50401714,5048375,10.016
20011206,718.9,452242510,1966943,50315379,5094598,10.125
20011207,728.2,429981720,1991103,50929539,5139168,10.091
20011210,727,415925710,1976403,50861764,5107264,10.041
20011211,723.8,420972740,1866500,50709183,5047253,9.953
20011212,747.9,443975510,2123752,52345639,5337819,10.197
20011213,753,455605130,2085661,52966656,5446002,10.282
20011214,739.4,359614260,1557346,52098166,5291115,10.156
20011217,715.1,363211780,1475396,50445646,5063400,10.037
20011218,693.5,416065830,1570391,49694147,4961668,9.984
20011219,675.9,394399340,1428989,48410992,4837640,9.993
20011220,698.4,335556890,1212500,50237946,5108224,10.168
20011221,684.3,331802730,1166198,49224602,5028355,10.215
20011224,684.3,259195090,948620,49174667,5067290,10.305
20011226,685.4,268120480,987276,49319522,5073475,10.287
20011227,694.3,266291690,955101,49793094,5119391,10.281
20011228,722.1,287027900,1200968,51818055,5374730,10.372
20020102,744.7,247722760,999310,53418177,5578769,10.444
20020103,744.9,347167470,1363558,53440547,5637455,10.549
20020104,754.5,350110490,1615303,54226263,5739579,10.584
20020107,760.9,308664580,1329655,54709286,5831128,10.658
20020108,753.5,333292470,1478821,54278066,5810870,10.706
20020109,761.5,375061160,1520577,55229603,5877170,10.641
20020110,763.3,397707360,1669859,56061971,5856059,10.446
20020111,750.2,362847930,1417771,55176227,5818198,10.545
20020114,751.1,337059990,1223841,55250877,5832588,10.557
20020115,731.9,344250410,1291326,54224185,5704977,10.521
20020116,729.1,354250540,1468670,54008266,5712448,10.577
20020117,722.9,338091810,1318622,53804818,5614707,10.435
20020118,720.2,312220680,1260192,53598442,5611237,10.469
20020121,729.9,259710350,1014650,54344818,5730580,10.545
20020122,739.3,300212860,1272653,55124146,5876750,10.661
20020123,750.3,304045640,1362636,55941580,6031681,10.782
20020124,750.1,384394550,1694362,56042467,6031274,10.762
20020125,764.7,385486500,1798612,57190290,6243353,10.917
20020128,799.9,462551840,2335367,59896493,6537254,10.914
20020129,790.9,409055450,1995467,59334153,6388036,10.766
20020130,762,349277170,1652320,57437426,6093871,10.61
20020131,773.6,417015000,1743232,58484472,6157692,10.529
20020201,759.8,403729740,1635264,57438077,6040330,10.516
20020204,742.8,340405770,1263464,56033629,5918188,10.562
20020205,743.5,344581070,1260162,56574169,5913637,10.453
20020206,747.4,335914220,1388967,56768199,5964458,10.507
20020207,724.5,312545070,1239997,55263276,5828186,10.546
20020208,728.8,246572370,1027063,55504340,5817380,10.481
20020214,751.9,239485120,1002104,57125048,6065217,10.617
20020215,753,281018790,1161663,57388575,6096825,10.624
20020218,760.5,261862900,1178207,57849335,6209039,10.733
20020219,758.5,288326080,1368665,57767169,6215149,10.759
20020220,756.7,291468610,1269208,57581944,6205139,10.776
20020221,763,327723230,1483829,58382239,6236518,10.682
20020222,770.6,347545440,1548773,58925172,6335191,10.751
20020225,771.1,307879340,1371127,58971073,6334085,10.741
20020226,770,340626510,1457446,58967600,6316453,10.712
20020227,775.4,336799880,1539459,59457390,6370020,10.714
20020228,787.1,329002590,1750093,60482476,6573204,10.868
20020304,830.4,433237000,2441038,63770915,7078297,11.1
20020305,836.2,492056030,2808224,64269424,7159747,11.14
20020306,841.4,478969710,2353415,64715235,7095732,10.965
20020307,837.3,520809860,2611525,64491712,7073672,10.968
20020308,840.9,408989970,1931044,64834211,7101024,10.953
20020311,865.4,465373100,2468308,66724269,7359588,11.03
20020312,866,490686820,2524997,66764825,7393543,11.074
20020313,869.6,488991490,2372251,67019642,7453131,11.121
20020314,874.9,402672240,1951873,67399099,7441883,11.042
20020315,893.5,496626220,2647290,68826557,7697220,11.184
20020318,917.8,549242520,3139076,70697377,7908994,11.187
20020319,925.8,489197500,2798006,71296717,7922454,11.112
20020320,916.6,566588080,2953134,70642563,7764070,10.991
20020321,918.4,473878260,2448158,70739366,7696878,10.881
20020322,943,558029930,3083918,72715738,8079365,11.111
20020325,936.3,505130080,3032121,72271664,7934232,10.978
20020326,925.6,478312750,2558501,71503563,7820010,10.937
20020327,931,488316580,2730178,71948656,7772646,10.803
20020328,918.5,484442910,2903279,71062690,7686182,10.816
20020329,927.3,437524430,2428320,71834722,7883441,10.974
20020401,877,455726680,2416130,68016173,7429054,10.922
20020402,884.2,431880260,2274968,68801860,7465799,10.851
20020403,878.7,439691800,2324662,68470082,7362116,10.752
20020404,882,459858270,2159536,68779057,7408366,10.771
20020408,879.9,385751550,1839785,68611140,7410282,10.8
20020409,862.1,397132230,1937579,67285744,7284451,10.826
20020410,835.4,503034090,1985122,65265946,7126617,10.919
20020411,846.1,429859180,1702037,66278596,7139787,10.772
20020412,842.4,388903400,1636345,66031381,7073109,10.712
20020415,858.2,365916670,1657594,67286943,7217125,10.726
20020416,865.1,376471180,1841946,67806096,7225076,10.655
20020417,874.3,416425390,2133530,68515415,7356936,10.738
20020418,876.8,367257620,1858505,68754286,7457845,10.847
20020419,858.8,366260710,1632736,67391961,7273620,10.793
20020422,824.5,347474090,1668917,64763385,7006568,10.819
20020423,810.2,300854820,1521809,63748564,6872473,10.781
20020424,794.8,313843930,1437183,62563232,6777086,10.832
20020425,757.3,282882000,1234654,59703411,6515523,10.913
20020426,767.8,255697160,1251648,60519226,6510750,10.758
20020429,737,261130030,1111127,58159346,6247931,10.743
20020430,733.4,263060990,1168480,57880180,6184312,10.685
20020502,763.1,275249290,1229839,60150834,6422595,10.677
20020503,764.8,304661660,1250825,60261844,6434283,10.677
20020506,755,260787600,1108913,59582219,6294267,10.564
20020507,748.2,297103760,1288979,59266771,6121768,10.329
20020508,767.8,311275130,1492396,60776942,6341950,10.435
20020509,780.2,302291520,1449292,61769606,6538054,10.585
20020510,769.9,300680010,1256751,61008925,6468074,10.602
20020513,766.3,281885970,1113975,60706645,6372460,10.497
20020514,766.6,364812100,1389051,60689438,6357151,10.475
20020515,783.4,377128540,1525849,61959862,6558102,10.584
20020516,779.9,325284810,1339494,61789704,6530348,10.569
20020517,794.7,343948400,1498423,62956295,6663429,10.584
20020520,793.5,424249470,1679348,62865101,6650591,10.579
20020521,766.5,402361680,1626307,60845017,6405680,10.528
20020522,774.2,358313020,1601833,61452081,6457609,10.508
20020523,755.3,450992150,1576753,60064744,6309964,10.505
20020524,755.7,342654890,1417240,60090925,6351254,10.569
20020527,743.9,322214640,1244271,59150149,6279316,10.616
20020528,740.7,335266050,1147913,58959816,6269745,10.634
20020529,724.7,303681620,1031757,57739751,6164828,10.677
20020530,703.8,286619600,1073202,56209354,5994474,10.665
20020531,697.8,266763960,1198241,55737108,5979256,10.728
20020603,698,255496600,958254,55740519,6012293,10.786
20020604,698.8,270543920,962272,55899855,6059975,10.841
20020605,710.5,247162230,975220,56798087,6175971,10.874
20020607,697.2,214930450,825966,55737515,6089174,10.925
20020610,712.5,210961170,787672,56918619,6241884,10.966
20020611,713.6,236883000,829659,57025258,6280622,11.014
20020612,724,243570230,870070,57814018,6390158,11.053
20020614,715.5,209138210,829238,57205665,6247761,10.922
20020617,704.6,188596540,736636,56307058,6086098,10.809
20020618,701.8,230419540,999692,56244067,6029968,10.721
20020619,662.6,238282250,838079,53154359,5704564,10.732
20020620,657.7,193067390,718979,52798422,5645598,10.693
20020621,658.1,198181770,650166,52882921,5697030,10.773
20020624,639.1,208446090,684816,51377050,5584904,10.87
20020625,618.8,206764830,700363,49973421,5470033,10.946
20020626,566.3,185517220,605330,45841757,5032466,10.978
20020627,572.3,252069760,763493,46312218,5085778,10.982
20020628,608.5,268651430,848203,49145510,5400422,10.989
20020702,610.5,242243150,735598,49281102,5417135,10.992
20020703,621.5,264367160,888968,50186185,5463138,10.886
20020704,637.1,294443360,1032673,51391044,5653327,11.001
20020705,649.8,366129420,1135048,52414747,5770179,11.009
20020708,652.9,369032980,1241813,52639532,5840570,11.095
20020709,669.1,361837200,1247531,53934027,5977743,11.083
20020710,674.5,435771280,1410245,54367400,6011629,11.057
20020711,656.2,452565820,1376525,52933701,5818320,10.992
20020712,668.2,367470120,1118994,53862921,5916029,10.983
20020715,657.4,403420960,1153493,53006915,5800232,10.942
20020716,642.2,336821730,1007871,51970617,5656207,10.883
20020718,644.7,289145920,928052,51976439,5687371,10.942
20020719,631.4,294512510,819745,51000455,5640289,11.059
20020722,592.8,289908030,782257,47980595,5304693,11.056
20020723,616.1,328541260,1012194,49866261,5509502,11.049
20020724,595.4,276934480,844649,48213014,5326261,11.047
20020725,602.3,266177910,839348,48735115,5372574,11.024
20020726,583.3,281557610,784706,47255139,5148979,10.896
20020729,575.4,238659850,759851,46608657,4987645,10.701
20020730,591.6,287636140,916732,47941781,5121058,10.682
20020731,586.2,236019490,709917,47501322,5068030,10.669
20020801,584.2,257641940,772813,47346283,5060372,10.688
20020802,576,204399470,645338,46696258,4936068,10.571
20020805,552.4,188324630,576685,44821325,4644458,10.362
20020806,544.3,263502350,811883,44185047,4536727,10.268
20020807,553.4,313949960,925884,44909367,4602049,10.247
20020808,564.7,247440710,724924,45914943,4733556,10.309
20020809,562.3,312007120,835480,45720013,4724221,10.333
20020812,566.9,277093590,731033,46081000,4729641,10.264
20020813,579.1,349207070,923093,47065685,4833417,10.27
20020814,579.4,356880770,1074281,47090254,4846145,10.291
20020816,582,327701090,1040178,47308834,4893026,10.343
20020819,583.4,275110510,870293,47359144,4912334,10.373
20020820,591.5,320702820,1039625,48009920,4972923,10.358
20020821,595.4,290528110,906619,48327875,5011600,10.37
20020822,600.1,350043420,1167310,48782997,5055651,10.364
20020823,598.5,314522880,1132818,48665250,5053942,10.385
20020826,594,225152190,774861,48296445,5003832,10.361
20020827,591.8,254990180,827608,48147586,4982635,10.349
20020828,586.5,280885230,897563,47725368,4967827,10.409
20020829,584.4,249000520,757875,47550774,4940717,10.39
20020830,591.1,275833510,871196,48093563,5035607,10.47
20020902,595.4,261552490,766259,48436569,5092848,10.514
20020903,590.1,274927220,840292,48023321,5044088,10.503
20020904,581,274237840,776613,47300523,4959733,10.486
20020905,580.6,280690550,813171,47317064,4936335,10.432
20020906,562.2,258449340,748325,45867274,4731395,10.315
20020909,536.6,281935350,793124,43827768,4523426,10.321
20020910,542.4,272852130,728385,44278323,4586879,10.359
20020911,549,287047590,741570,44786721,4670983,10.429
20020912,552.7,265061420,670899,45058367,4713437,10.461
20020913,542.8,210924500,595735,44252654,4595713,10.385
20020916,534.5,210511460,551412,43501911,4487105,10.315
20020917,552.2,238327280,684014,44969056,4664367,10.372
20020918,537.8,207966400,581999,43814678,4555047,10.396
20020919,536.8,165335630,500155,43733742,4523426,10.343
20020923,518.3,187506290,474135,42250445,4356748,10.312
20020924,504.1,242488390,619738,41121207,4191301,10.193
20020925,487.9,231045590,611447,39795975,4013015,10.084
20020926,486.3,219992290,574931,39696212,4008918,10.099
20020927,485.2,195470390,471794,39602674,4036734,10.193
20020930,467.1,181450990,401507,38159626,3895633,10.209
20021001,475.3,193588100,454242,38475555,4002940,10.404
20021002,475.1,206133320,499942,38580744,4010930,10.396
20021004,480.2,163525350,409544,38978602,4104084,10.529
20021007,468,161279420,377919,38005414,4011214,10.554
20021008,470.8,221221040,531085,38231493,4006123,10.479
20021009,458.3,226177880,548671,37233296,3849941,10.34
20021010,437.4,208823900,546938,35578023,3616510,10.165
20021011,436.7,220483790,632519,35520236,3584332,10.091
20021014,458.5,256203540,705742,37274962,3782149,10.147
20021015,473.7,350676580,1007642,38506333,3943723,10.242
20021016,474.8,295838000,853593,38631097,3999068,10.352
20021017,484.3,323507210,937730,39416380,4074437,10.337
20021018,502.1,404151590,1164094,40846778,4208849,10.304
20021021,486.6,269337420,837177,39617654,4063502,10.257
20021022,476.4,279862230,971322,38689528,3912468,10.112
20021023,487.5,302796360,849439,39608765,3997287,10.092
20021024,479.2,294284020,802581,38917403,3891496,9.999
20021025,478.6,258696430,663682,38876244,3886107,9.996
20021028,493.7,311250990,819767,40083665,4029221,10.052
20021029,492,293334330,826868,40259137,4044579,10.046
20021030,482.8,293576240,792930,39571267,3953833,9.992
20021031,480.5,270693400,778981,39378085,3933543,9.989
20021101,476.4,263373830,697537,39033002,3885927,9.955
20021104,481.8,238627760,627311,39450076,3937595,9.981
20021105,480.1,312923080,858754,39796583,3963392,9.959
20021106,489.5,319430640,953912,40599189,4092982,10.081
20021107,486.6,302318010,992475,40435133,4078589,10.087
20021108,483.9,263221160,936837,40326063,4080214,10.118
20021111,474.6,246691530,828453,39581947,4008070,10.126
20021112,471.6,271272970,788153,39337471,3977042,10.11
20021113,470.3,322688710,845824,39200691,4002324,10.21
20021114,470.5,278625060,777825,39162236,4030515,10.292
20021115,480.1,276172060,862475,39969393,4135420,10.346
20021118,477.8,274474280,803402,39851334,4108594,10.31
20021119,478.9,273213380,750487,39970394,4108931,10.28
20021120,480.1,270215980,947528,40134589,4110968,10.243
20021121,480.7,254932400,896085,40168203,4135234,10.295
20021122,484.6,289007380,967906,40515770,4225822,10.43
20021125,491.5,252188410,772223,41090933,4316302,10.504
20021126,493.2,284146470,869626,41221839,4322093,10.485
20021127,503.8,342430710,979937,42055108,4409845,10.486
20021128,510.6,349550360,1051732,42599833,4497020,10.556
20021129,519,319550680,962813,43310752,4599298,10.619
