일자,KOSDAQ지수,거래량,거래대금,시가총액,외국인_시가총액,외국인_비중
20060814,549.86,391847000,1177243,57869623,7222458,12.481
20060816,548.07,431289000,1328715,60691817,8596341,14.164
20060817,551.81,437440000,1500569,61201970,8635271,14.109
20060818,551.91,403082000,1339968,61284124,8596489,14.027
20060821,550.87,377869000,1309418,61230712,8534302,13.938
20060822,554.09,492187000,1500449,61912281,8626945,13.934
20060823,554.23,429571000,1467243,61983629,8687185,14.015
20060824,551.76,387558000,1217373,61706300,8637814,13.998
20060825,556.41,389188000,1366439,62237373,8705152,13.987
20060828,556.28,367516000,1250062,62250790,8676628,13.938
20060829,560.8,417327000,1509910,62815299,8741145,13.916
20060830,565.1,401926000,1379724,63300574,8768809,13.853
20060831,572.83,428608000,1474077,64169497,8874109,13.829
20060901,577.73,401983000,1423422,64884808,8937992,13.775
20060904,586.77,425462000,1531325,65913106,9155257,13.89
20060905,592.83,503695000,1610542,66597446,9283384,13.94
20060906,592.5,506648000,1577045,66563715,9263664,13.917
20060907,591.64,506512000,1516476,66501972,9214822,13.856
20060908,597.68,491440000,1361900,67335970,9353048,13.89
20060911,591.96,496150000,1278396,66709898,9220564,13.822
20060912,588.64,519478000,1345767,66502374,9197002,13.83
20060913,592.45,527009000,1404419,66937823,9327824,13.935
20060914,600.95,522403000,1492367,67899688,9584928,14.116
20060915,606.22,515112000,1554951,68500304,9609907,14.029
20060918,613.39,579670000,1663274,69310915,9677526,13.962
20060919,614.8,568358000,1794497,69511034,9749003,14.025
20060920,613.13,584191000,1840383,69329318,9678931,13.961
20060921,611.97,633015000,2021050,69142681,9664139,13.977
20060922,599.42,596017000,1664631,67774519,9488733,14
20060925,597.29,538744000,1508472,67558496,9426276,13.953
20060926,591.63,603106000,1779591,67039517,9301740,13.875
20060927,595.46,602627000,1850363,67479661,9406034,13.939
20060928,599.91,577041000,1719016,67978343,9545559,14.042
20060929,600.42,546334000,1524774,68092042,9552492,14.029
20061002,596.99,446866000,1342686,67701032,9508310,14.045
20061004,587.32,454290000,1379619,66666018,9266497,13.9
20061009,539.1,722453000,1985984,61221340,8874285,14.495
20061010,554.7,554571000,1527599,63040854,9057477,14.368
20061011,555.48,524370000,1409791,63143240,9053088,14.337
20061012,568.25,532324000,1467879,64620149,9186263,14.216
20061013,574.22,563302000,1720927,65358004,9194034,14.067
20061016,582.04,565903000,1612085,66245593,9305161,14.046
20061017,577.03,674598000,1989788,65714458,9293491,14.142
20061018,578.25,566872000,1543174,65912834,9309201,14.124
20061019,577.43,641109000,1750575,65829814,9338323,14.186
20061020,582.65,551513000,1621190,66532104,9371565,14.086
20061023,586.79,537708000,1518865,67282905,9476350,14.084
20061024,585.28,644928000,1940830,67429187,9436642,13.995
20061025,587.43,509641000,1616622,67698390,9439005,13.943
20061026,587.27,485307000,1609927,67690494,9499021,14.033
20061027,586.1,507128000,1504033,67654908,9511920,14.059
20061030,580.1,436876000,1320372,67024476,9375999,13.989
20061031,586.1,474954000,1319171,67735454,9519377,14.054
20061101,594.7,517335000,1501428,68819486,9635025,14
20061102,595.4,488084000,1517862,68847788,9651270,14.018
20061103,598.79,506425000,1547768,69339673,9770392,14.091
20061106,600.06,459367000,1394574,69548461,9791763,14.079
20061107,600.69,540968000,1476705,69707342,9771853,14.018
20061108,596.61,542697000,1463321,69280367,9690937,13.988
20061109,602.8,597131000,1545396,70006732,9888119,14.125
20061110,603.96,644142000,1429187,70192128,9865272,14.055
20061113,604.9,602000000,1494978,70268967,9892471,14.078
20061114,608.09,582603000,1674799,70735618,10040601,14.195
20061115,606.54,669566000,1607874,70540637,9983809,14.153
20061116,609.64,700927000,1655630,71240047,10114656,14.198
20061117,610.93,547537000,1473781,71433769,10147259,14.205
20061120,608.24,580209000,1510181,71159188,10130288,14.236
20061121,607.43,611941000,1678058,71177725,10116125,14.212
20061122,614.87,621364000,1659620,72086087,10251400,14.221
20061123,618.08,737688000,2021533,72490224,10335165,14.257
20061124,616.68,657733000,1929885,72425015,10320742,14.25
20061127,615.78,572623000,1615774,72348554,10263380,14.186
20061128,612.93,667203000,2237387,72067604,10132417,14.06
20061129,617.19,671025000,2275821,72516186,10248802,14.133
20061130,622.17,672950000,2157474,73064091,10349230,14.165
20061201,619.76,616396000,2066062,72819555,10377375,14.251
20061204,618.13,553881000,1701537,72594842,10322408,14.219
20061205,619.87,639330000,1942364,72943343,10378439,14.228
20061206,614.99,569788000,2059137,72436532,10414347,14.377
20061207,614.43,629398000,1953650,72374786,10490221,14.494
20061208,608.39,594396000,1770621,71730491,10414497,14.519
20061211,610.03,534339000,1723061,71927289,10460481,14.543
20061212,597.46,593593000,1957817,70464442,10265126,14.568
20061213,598.35,528139000,1746376,70727986,10303906,14.568
20061214,605.89,503923000,1532309,71605304,10423318,14.557
20061215,612.29,516745000,1728903,72424649,10522951,14.53
20061218,616.59,550645000,1726676,72934032,10656644,14.611
20061219,613.43,604735000,1883224,72823800,10587146,14.538
20061220,614.27,639875000,2176029,72941228,10589648,14.518
20061221,608.69,605338000,2001627,72276694,10460527,14.473
20061222,601.6,696021000,2098437,71493643,10329169,14.448
20061226,590.12,629608000,1944818,70270204,10157830,14.455
20061227,592.18,558476000,1634568,70435969,10246655,14.547
20061228,606.15,562478000,1677306,72137432,10556364,14.634
20070102,608.72,475863000,1687472,72459624,10503912,14.496
20070103,602.69,564037000,1751984,71862736,10305594,14.341
20070104,603.94,604705000,1787603,72058159,10409739,14.446
20070105,602.35,684054000,2062510,71897006,10540490,14.661
20070108,597.83,594135000,1664341,71394620,10425340,14.602
20070109,601.95,673791000,2062252,71926669,10486612,14.58
20070110,596.78,557029000,1838245,71345255,10412597,14.595
20070111,600.94,759853000,2085304,71897899,10561526,14.69
20070112,608.01,694261000,1914918,72748327,10583314,14.548
20070115,608.47,701945000,1850023,72823505,10565266,14.508
20070116,605.5,678158000,1831741,72487701,10510656,14.5
20070117,598.17,819793000,1932735,71731344,10452801,14.572
20070118,597.05,639890000,1800782,71627833,10545145,14.722
20070119,583.62,670262000,1754467,70051022,10361949,14.792
20070122,577.12,673480000,1724160,69303867,10174612,14.681
20070123,571.04,635284000,1677239,68600128,10160984,14.812
20070124,580.27,604290000,1587882,69734422,10405664,14.922
20070125,583.58,628412000,1728454,70179549,10493150,14.952
20070126,583.15,569790000,1456060,70179713,10579446,15.075
20070129,582.48,604972000,1499794,70089565,10606248,15.132
20070130,581.04,598900000,1627328,70038501,10515848,15.014
20070131,576.37,610130000,1608268,69495910,10350539,14.894
20070201,582.46,617723000,1757699,70238745,10577176,15.059
20070202,591.72,607996000,1797204,71371267,10743735,15.053
20070205,594.61,534135000,1773437,71722498,10823312,15.091
20070206,596.22,604042000,1727453,71624723,10754198,15.015
20070207,600.56,618588000,1881558,72337400,10904015,15.074
20070208,601.82,600954000,1851189,72469988,10898955,15.039
20070209,601.89,561425000,1858610,72555881,10942653,15.082
20070212,599.19,519357000,1567832,72266748,10916767,15.106
20070213,596.71,599899000,1810039,72036318,10877376,15.1
20070214,602.78,594649000,1872568,72673336,11130483,15.316
20070215,604.17,598103000,1922767,72862774,11275382,15.475
20070216,605.07,533619000,1701544,73003238,11316986,15.502
20070220,607.48,529249000,1593380,73354699,11371844,15.503
20070221,608.16,590640000,1863566,73682782,11412525,15.489
20070222,610.41,624463000,2001920,73967217,11466330,15.502
20070223,610.83,598249000,1829366,74139502,11607459,15.656
20070226,613.01,672874000,1815827,74445013,11802463,15.854
20070227,611.52,687373000,1895577,74286920,11842378,15.941
20070228,600.93,636854000,1835864,73045618,11499497,15.743
20070302,606.99,733980000,1737115,73874295,11524099,15.6
20070305,594.03,720223000,1948109,72357840,11151401,15.411
20070306,601.96,713194000,2139592,73335237,11316907,15.432
20070307,606.19,699802000,2019040,73820009,11464166,15.53
20070308,611.69,656677000,2059001,74504780,11596773,15.565
20070309,613.41,673875000,2051950,74761687,11625435,15.55
20070312,619.62,761159000,2006957,75559791,11838858,15.668
20070313,620.41,849592000,2074944,75812385,11943279,15.754
20070314,613.31,746194000,1854340,74960602,11744458,15.668
20070315,624.7,764826000,2106476,76366870,11999012,15.712
20070316,631.39,770431000,2205414,77318948,12141268,15.703
20070319,643.89,797744000,2225121,78917092,12344372,15.642
20070320,645.37,966395000,2458890,79141776,12410879,15.682
20070321,643.82,800083000,2270696,78924423,12426770,15.745
20070322,645.77,732639000,2180204,79157731,12534429,15.835
20070323,640.89,691705000,2088470,78505504,12406202,15.803
20070326,640.88,663954000,1789561,78510847,12369451,15.755
20070327,641.2,748694000,2039086,78580095,12352615,15.72
20070328,636.82,725190000,2025028,78050359,12377276,15.858
20070329,645.37,697432000,1824019,79132306,12540539,15.848
20070330,648.99,750190000,1981315,79600024,12630066,15.867
20070402,651.78,714041000,1855324,79952368,12718738,15.908
20070403,655.22,722611000,2019167,80462201,12719630,15.808
20070404,660.81,846967000,2186014,81205677,12947252,15.944
20070405,663.98,901934000,2438449,81623399,12954543,15.871
20070406,666,803979000,2168761,82110372,12958362,15.782
20070409,670.54,850007000,2281483,82677372,12998984,15.723
20070410,674.41,861732000,2561913,83188298,13066028,15.707
20070411,676.7,897132000,2580266,83591752,13092244,15.662
20070412,681.19,861551000,2513005,84152827,13093795,15.56
20070413,685.22,893229000,2624534,84690967,13166067,15.546
20070416,697.09,851100000,2589124,86223755,13443292,15.591
20070417,690.16,868563000,2542145,85465860,13520151,15.819
20070418,689.95,840873000,2504389,85466673,13551715,15.856
20070419,682.85,725894000,2261918,84658419,13364419,15.786
20070420,691.56,799679000,2161339,85809654,13560122,15.803
20070423,692.01,784623000,2266506,85929969,13521560,15.736
20070424,691.6,757660000,2269859,85882266,13505881,15.726
20070425,683.66,763101000,2265639,84990605,13311980,15.663
20070426,681.93,656339000,2122191,84852874,13391183,15.782
20070427,675.52,631272000,1979826,84126163,13330930,15.846
20070430,675.88,540757000,1632219,84115800,13366366,15.89
20070502,682.07,566470000,1747849,84913624,13452775,15.843
20070503,686.53,607298000,1857334,85412055,13456887,15.755
20070504,693.44,569874000,1817314,86272627,13583054,15.744
20070507,702.76,574509000,1846756,87506140,13839676,15.816
20070508,698.25,560339000,1878963,86999615,13719393,15.769
20070509,701.5,546718000,1915302,87371070,13785280,15.778
20070510,704.44,606221000,2129447,87767654,13958757,15.904
20070511,707.97,558519000,1835416,88277839,14047858,15.913
20070514,703.83,554175000,1779795,87787245,14037234,15.99
20070515,697.53,603093000,1804726,87067953,13984656,16.062
20070516,701.4,567463000,1640707,87593119,14007861,15.992
20070517,710.67,638613000,1831154,88833981,14180393,15.963
20070518,711.08,590104000,1678021,88993651,14161810,15.913
20070521,709.23,614897000,1664978,88808436,14124476,15.904
20070522,710.86,708719000,2006891,89553040,14280844,15.947
20070523,716.83,611765000,1922355,90464808,14411929,15.931
20070525,719.54,597533000,1721250,90751308,14287175,15.743
20070528,729.16,591099000,1782649,92020188,14468793,15.723
20070529,734.82,654264000,2093830,93283680,14639397,15.693
20070530,735.6,632502000,2174470,93079834,14720343,15.815
20070531,747.87,654453000,2109285,94710681,15224796,16.075
20070601,742.61,600166000,2482066,94243070,15385993,16.326
20070604,745.49,526922000,2146339,94591695,15389468,16.269
20070605,750.08,549916000,2215402,95454202,15478951,16.216
20070607,761.84,585450000,2325386,96977237,15561591,16.047
20070608,760.63,582382000,2358919,96879592,15476100,15.975
20070611,758.69,651740000,2517514,96733750,15284333,15.8
20070612,763.05,647676000,2121109,97285420,15391522,15.821
20070613,765.53,548609000,2210359,97639217,15465968,15.84
20070614,783.02,629668000,2469485,99911330,15993455,16.008
20070615,800.61,745813000,3000081,102187779,16479807,16.127
20070618,818.11,801176000,3234711,104450918,16792165,16.077
20070619,819.97,856554000,3216603,104906128,16730940,15.948
20070620,797.27,811952000,3251626,102161192,16193496,15.851
20070621,810.36,744303000,2762756,103878275,16279375,15.672
20070622,809.58,747582000,3205004,103904497,16238931,15.629
20070625,796.8,653279000,2491310,102265346,15948176,15.595
20070626,780.31,711662000,2653779,100377502,15772746,15.713
20070627,761.03,549731000,2038971,97950068,15429021,15.752
20070628,778.5,490398000,1830196,100343849,15923829,15.869
20070629,778.69,438259000,1844715,100383687,16008594,15.947
20070702,784.61,384106000,1593331,101552400,16174814,15.928
20070703,796.71,512896000,2217005,103106456,16465579,15.969
20070704,804.02,514496000,2275309,104374076,16794127,16.09
20070705,802.87,486093000,2262164,104231448,16791546,16.11
20070706,811.06,456181000,2278449,105508382,17006306,16.118
20070709,813.59,506890000,2369602,105871837,16988224,16.046
20070710,814.85,467290000,2025024,106106948,16891878,15.92
20070711,820.02,474039000,1935147,106741319,16999301,15.926
20070712,828.22,509805000,2431236,107803105,17181107,15.937
20070713,825.4,561699000,2523161,107543267,17065588,15.869
20070716,819.91,502723000,2036300,106844230,16921136,15.837
20070718,818.92,558053000,2213906,106849042,17005469,15.915
20070719,819.32,554743000,2124445,106931731,17020844,15.917
20070720,825.33,546270000,2115949,107884519,17086634,15.838
20070723,818.79,593194000,2131417,107104654,16866446,15.748
20070724,813.47,642435000,2254402,106486068,16735947,15.717
20070725,819.6,589984000,2041080,107376386,16962519,15.797
20070726,817.28,566549000,2059260,107244966,16959403,15.814
20070727,792.06,530053000,1991416,104201870,16381882,15.721
20070730,794.19,450350000,1705693,104706655,16186783,15.459
20070731,811.52,539469000,1916688,107028688,16708565,15.611
20070801,789.46,552660000,1902368,104143295,16254406,15.608
20070802,786.52,598165000,1920453,103819530,16092002,15.5
20070803,798.86,527009000,1660508,105292744,16365619,15.543
20070806,795.85,438554000,1559468,104929197,16354955,15.587
20070807,800.83,575813000,2035608,105679011,16512873,15.625
20070808,807.96,595250000,2104110,106627520,16852318,15.805
20070809,812.69,643659000,2239107,107237304,16931213,15.789
20070810,788.41,670137000,2224198,104036307,16250900,15.62
20070813,786.2,556513000,1739067,103765782,16188877,15.601
20070814,766.92,646124000,2122988,101222004,15801044,15.61
20070816,689.07,774936000,2238919,91051262,14374192,15.787
20070817,673.48,646573000,2151587,89142854,13737556,15.411
20070820,721.59,567357000,1879740,95657722,14712728,15.381
20070821,727.88,577273000,1864859,96540569,14890886,15.424
20070822,741.43,826413000,2539810,98386951,15252425,15.502
20070823,756.27,768211000,2567493,100379670,15734558,15.675
20070824,754.16,682356000,2171948,100246855,15573802,15.535
20070827,760.63,596743000,1933819,101291452,15733069,15.532
20070828,760.43,705554000,2155303,101308317,15795200,15.591
20070829,758.64,607990000,2022946,101186176,15851521,15.666
20070830,765.6,558442000,1879338,102182287,15938405,15.598
20070831,775.13,618557000,1887812,103548093,16201027,15.646
20070903,778.89,596975000,1874008,104227639,16376373,15.712
20070904,775.76,726569000,2334173,103860624,16333463,15.726
20070905,773.54,681436000,2190625,103629327,16359425,15.786
20070906,776.9,542590000,1694780,104025087,16328947,15.697
20070907,775.85,705591000,1986170,103803835,16270165,15.674
20070910,760.72,602755000,1796424,101906201,15911559,15.614
20070911,767.32,703503000,2185510,102772077,16042265,15.61
20070912,757.83,816501000,2270387,101650417,15974083,15.715
20070913,767.39,751047000,2031420,102910261,16260313,15.8
20070914,783.27,735119000,2290948,105194658,16743630,15.917
20070917,784.75,676549000,2171765,104621716,16560579,15.829
20070918,775.45,869140000,2596450,103390785,16527357,15.985
20070919,784.67,862305000,2564780,104627461,17142463,16.384
20070920,781.96,756422000,2367694,104208629,17191442,16.497
20070921,788.41,621138000,2070628,105039516,17413378,16.578
20070927,792.13,533785000,1930943,105563030,17457781,16.538
20070928,794.56,556305000,1999030,106006693,17522406,16.53
20071001,803.12,573161000,2051993,107598412,17648184,16.402
20071002,810.32,657128000,2560084,108616650,18091494,16.656
20071004,814.72,636291000,2467153,109248523,18362801,16.808
20071005,813.51,685673000,2544691,109275823,18434176,16.869
20071008,816.47,651631000,2767472,109778389,18827537,17.15
20071009,812.8,648556000,2564177,109347080,18597900,17.008
20071010,818.26,645108000,2473646,110127233,18735825,17.013
20071011,817.28,694089000,2601422,110129292,18803456,17.074
20071012,806.69,611227000,2204354,108819297,18639948,17.129
20071015,813.93,570828000,2567534,109722565,19097103,17.405
20071016,792.73,621503000,2597566,107093035,18893868,17.642
20071017,780.22,587575000,2248977,105495394,18478510,17.516
20071018,792.2,430642000,1845538,107167968,18873750,17.611
20071019,786.93,497207000,1808285,107399348,18695860,17.408
20071022,768.9,472458000,1944368,104902274,18197311,17.347
20071023,789,502030000,2373843,107741058,18895819,17.538
20071024,781.79,596220000,2535511,106799688,18944925,17.739
20071025,793.7,471684000,2268858,108601154,19662071,18.105
20071026,799.06,485965000,2014496,109385587,19792949,18.095
20071029,807.31,456532000,1920212,110475090,20061733,18.16
20071030,804.99,430798000,1895657,110198563,19938946,18.094
20071031,810.07,539900000,1982184,110790936,20010702,18.062
20071101,809.5,498875000,1833147,110707704,20040931,18.103
20071102,797.66,459146000,1905715,109185323,19608947,17.959
20071105,794.65,411627000,1748193,108785619,19493770,17.919
20071106,800.92,470613000,2092604,109770197,19701348,17.948
20071107,794.08,512764000,2272948,108809659,19709262,18.114
20071108,779.65,497546000,2231319,106887124,19190297,17.954
20071109,779.04,473420000,2113159,106508977,18941814,17.784
20071112,754.73,425546000,1782776,103267342,18195880,17.62
20071113,756.59,465568000,1769785,103628524,18332324,17.69
20071114,764.15,414859000,1634511,104938954,18668473,17.79
20071115,751.27,449015000,1665305,103167838,17992674,17.44
20071116,755.29,379356000,1447715,103848645,18188382,17.514
20071119,750.79,354474000,1307062,103198511,17780149,17.229
20071120,739.47,415649000,1644027,101983159,17399301,17.061
20071121,727.33,436429000,1553087,100327893,17413467,17.357
20071122,722.04,401362000,1482853,99560538,17409097,17.486
20071123,700.68,479946000,1841224,97801155,17035019,17.418
20071126,721.41,422595000,1358067,100729508,17832214,17.703
20071127,725.55,491136000,1883806,101449960,18353223,18.091
20071128,723.54,462007000,1675350,101198036,18319156,18.102
20071129,734.92,481814000,1793623,102826078,18677490,18.164
20071130,741.84,460673000,1788856,103817883,18647865,17.962
20071203,736.93,479389000,1682493,103127786,18181995,17.631
20071204,747.53,542658000,1866576,104630089,18708756,17.881
20071205,749.95,575767000,2401700,105396753,18704794,17.747
20071206,751.57,613975000,2147283,105660151,18643621,17.645
20071207,747.65,624437000,2285850,105328448,18502199,17.566
20071210,739.19,586075000,1626378,104133418,18371727,17.642
20071211,734.33,616513000,1723093,103602769,18263748,17.629
20071212,729.52,640360000,2720881,102960962,18165478,17.643
20071213,733.68,534815000,1605170,103629665,18437937,17.792
20071214,725.53,632387000,1715002,102360805,17869084,17.457
20071217,702.49,480324000,1747291,99212661,17102795,17.239
20071218,709.47,503047000,1642380,100375815,17394950,17.33
20071220,700.69,455592000,1752135,99297533,17261376,17.383
20071221,697.46,430278000,1444218,98903668,17237910,17.429
20071224,698.73,433650000,1517153,99100721,17321216,17.478
20071226,692.02,429922000,1541742,98201166,16939607,17.25
20071227,699.65,436357000,1482102,99124378,17353800,17.507
20071228,704.23,383214000,1279721,99875792,17307136,17.329
20080102,707.12,381238000,1288158,100295699,17421292,17.37
20080103,714,470345000,1695373,101355043,17825299,17.587
20080104,719.25,448163000,1795208,102164958,17979034,17.598
20080107,711.77,436462000,1698072,101129113,17804992,17.606
20080108,709.31,510581000,1597739,100805478,17756479,17.615
20080109,712.71,473763000,1701832,101372567,18062934,17.818
20080110,713.36,470656000,1722940,101602509,18108610,17.823
20080111,699.24,451043000,1663537,99723314,17650378,17.699
20080114,688.59,430806000,1375594,98224230,17440204,17.756
20080115,673.25,467169000,1530679,96115828,16872105,17.554
20080116,651.36,447651000,1428688,93028523,16097321,17.304
20080117,651.91,440366000,1401344,93119554,15871049,17.044
20080118,666.32,477171000,1356073,95292286,16490126,17.305
20080121,651.87,482616000,1426854,93286337,16090572,17.249
20080122,614.8,622762000,1853869,87995770,15241185,17.32
20080123,619.98,493160000,1556165,88796047,15399608,17.343
20080124,638.98,529095000,1525911,91539569,15890183,17.359
20080125,653.78,549676000,1650301,93841296,16347131,17.42
20080128,634.52,519670000,1562834,91084888,15648955,17.181
20080129,632.67,587365000,1802649,90836361,15614763,17.19
20080130,603.11,604322000,1578591,86698064,14583827,16.821
20080131,608.84,469963000,1315429,87561038,14863831,16.975
20080201,612.57,515212000,1236661,88102361,14930487,16.947
20080204,638.38,444355000,1342557,91896588,16086375,17.505
20080205,642.35,443597000,1209669,92509246,16074271,17.376
20080211,629.94,421577000,1052400,90753872,15502643,17.082
20080212,636.29,481673000,1197349,91791950,15592247,16.987
20080213,635.89,576227000,1386614,91727357,15483276,16.88
20080214,649.53,539617000,1412102,93723846,15945576,17.013
20080215,651.57,437420000,1311264,94051749,15972830,16.983
20080218,654.71,504744000,1446525,94512448,15990131,16.919
20080219,660.75,588663000,1682196,95392729,16104371,16.882
20080220,652.76,520212000,1760205,94277039,15901947,16.867
20080221,654.41,547684000,1735970,94764664,16003982,16.888
20080222,653.12,489300000,1481471,94611934,16019812,16.932
20080225,653.83,477933000,1397793,94722229,16117187,17.015
20080226,656.43,541547000,1721135,95101028,16358345,17.201
20080227,655.05,527511000,1533652,94906185,16230162,17.101
20080228,659.28,506247000,1406119,95534549,16247739,17.007
20080229,655.94,468260000,1277453,95074222,15991063,16.82
20080303,644.51,477603000,1265293,93459250,15494033,16.578
20080304,645.39,501558000,1440487,93601003,15452325,16.509
20080305,645.43,497004000,1391986,93686172,15494666,16.539
20080306,652.55,464613000,1314689,94715848,15825728,16.709
20080307,643.75,483148000,1246118,93466461,15505752,16.59
20080310,622.6,493202000,1270311,90423550,14991394,16.579
20080311,627.14,442749000,1190176,91091012,15017648,16.486
20080312,631.29,501584000,1376343,91753538,15165802,16.529
20080313,621.81,505118000,1173684,90373052,15014967,16.614
20080314,617.71,447837000,1126186,89792253,14927808,16.625
20080317,600.68,368371000,985323,87426563,14506776,16.593
20080318,600.1,414503000,1116167,87342837,14314847,16.389
20080319,612.13,418006000,1156203,89105617,14722902,16.523
20080320,609.32,372369000,1018273,88709353,14493978,16.339
20080321,615.93,458124000,1098585,89677507,14699854,16.392
20080324,619.6,382623000,1047811,90207975,14731210,16.33
20080325,628.22,515445000,1429826,91499487,15261310,16.679
20080326,628.38,519279000,1421298,91594711,15305631,16.71
20080327,629.61,491657000,1326015,91782509,15406767,16.786
20080328,636.67,600543000,2508424,91631659,14562423,15.892
20080331,644.45,460506000,1316513,92779748,14823569,15.977
20080401,643.46,500675000,1780968,92629827,14830470,16.01
20080402,647.92,563183000,1849148,93413745,15095889,16.16
20080403,649.26,486400000,1661778,93621477,15030171,16.054
20080404,648.49,501313000,1549900,93591919,14947457,15.971
20080407,654.1,526447000,1614705,94356667,15181077,16.089
20080408,651.83,584152000,1593998,94112005,15110513,16.056
20080410,652.68,494047000,1379383,94231748,15205598,16.136
20080411,651.87,546154000,1600612,94127424,15181147,16.128
20080414,641.03,473106000,1357851,92567867,14950473,16.151
20080415,641.87,476329000,1275027,92812537,14952621,16.111
20080416,641.71,492289000,1356677,92798247,14809820,15.959
20080417,641.6,503829000,1436350,92788809,14801927,15.952
20080418,643.75,558554000,1465201,93128623,14907088,16.007
20080421,650.06,505774000,1328656,91662193,14368878,15.676
20080422,650.58,507986000,1412697,91758983,14443628,15.741
20080423,650.68,527614000,1371857,91812405,14356114,15.636
20080424,648.79,497000000,1270628,91605082,14404279,15.724
20080425,654.7,404826000,1169586,92507007,14649824,15.836
20080428,647.6,418975000,1231579,91554011,14461963,15.796
20080429,644.4,454521000,1313282,91110009,14373586,15.776
20080430,647.02,396642000,1334064,91445497,14425103,15.775
20080502,655.8,409666000,1276334,92798042,14799498,15.948
20080506,652.91,376566000,1185202,92396955,14461662,15.652
20080507,645.62,515046000,1693913,91577395,13907689,15.187
20080508,649.29,396800000,1370911,92111416,13990276,15.188
20080509,653.29,417598000,1314757,92643520,14215896,15.345
20080513,655.44,421392000,1345835,93039059,14225566,15.29
20080514,652.14,457221000,1485551,92597174,14130221,15.26
20080515,653.54,460265000,1385459,92975902,14134629,15.202
20080516,652.56,514368000,1415043,92917743,14172572,15.253
20080519,652.65,485083000,1314402,92968440,14363419,15.45
20080520,650.1,445190000,1376294,92793100,14273786,15.382
20080521,645.48,437844000,1281327,92188027,14167924,15.369
20080522,647.15,400581000,1320731,92418158,14166070,15.328
20080523,649,403859000,1288788,92797073,14297079,15.407
20080526,641.1,379956000,1121049,91877047,14105997,15.353
20080527,644.38,414550000,1252902,92355621,14238758,15.417
20080528,640.96,437712000,1366352,91919952,14102663,15.342
20080529,646.8,444414000,1445998,92681103,14156690,15.275
20080530,652.15,460770000,1378658,93545102,14300744,15.288
20080602,651.11,397089000,1248853,93403173,14191395,15.194
20080603,643.67,588840000,1452297,92428953,13976812,15.122
20080604,645.85,479913000,1401804,92842000,13918531,14.992
20080605,644.09,466107000,1282811,92650797,13803323,14.898
20080609,637,429584000,1241443,91689383,13569231,14.799
20080610,626.01,523705000,1542582,90173489,13277698,14.725
20080611,628.67,553850000,1593610,90574100,13250621,14.63
20080612,624.2,550088000,1527334,89946411,13054791,14.514
20080613,622.15,551383000,1456068,89769583,13163145,14.663
20080616,621.02,516160000,1252382,89635856,13194508,14.72
20080617,612.41,538571000,1307648,88399058,12837682,14.522
20080618,614.83,529763000,1285719,88737525,12874005,14.508
20080619,610.99,479526000,1268104,88370893,12734073,14.41
20080620,609.16,464996000,1161676,88150319,12637135,14.336
20080623,605.71,465777000,1210863,87729807,12474784,14.22
20080624,600.36,508931000,1407010,86986311,12307585,14.149
20080625,601.72,510642000,1185786,87234216,12333816,14.139
20080626,602.74,493613000,1292255,87406734,12435621,14.227
20080627,594.63,525982000,1434498,86478750,12290553,14.212
20080630,590.19,463113000,1248817,85870509,12325117,14.353
20080701,580.77,586164000,1461027,84701459,12129718,14.321
20080702,556.79,640655000,1574699,81300361,11746274,14.448
20080703,546.49,548215000,1351275,79810619,11476589,14.38
20080704,538.3,427074000,1178254,78654425,11016067,14.006
20080707,534.17,430256000,1046008,78090015,10961341,14.037
20080708,515.92,561047000,1352560,75424551,10652908,14.124
20080709,522.29,462829000,1142562,76362050,10976591,14.374
20080710,531.61,507555000,1059609,77819788,11199169,14.391
20080711,542.96,578876000,1200184,79555754,11303030,14.208
20080715,523.02,562183000,1221621,76642798,10574427,13.797
20080716,520.84,558327000,1243874,76331185,10530376,13.796
20080717,527.81,589071000,1239649,77509509,10763118,13.886
20080718,522.53,639935000,1199226,76794053,10583630,13.782
20080721,531.25,518419000,1146545,78100197,10764965,13.784
20080722,529.73,617991000,1242805,77891916,10750464,13.802
20080723,536.23,630609000,1449005,78923209,10848947,13.746
20080724,546.65,641287000,1436879,80477189,11254958,13.985
20080725,543.26,636098000,1327787,80014764,11223476,14.027
20080728,544.05,596697000,1147470,80141239,11071342,13.815
20080729,535.36,715283000,1437201,78879344,10924336,13.849
20080730,538.53,621591000,1281680,79374629,11023472,13.888
20080731,539.44,614923000,1230504,79586569,11115571,13.967
20080801,535.76,450505000,1026104,79340962,11118790,14.014
20080804,526.49,490589000,962721,77983368,10933195,14.02
20080805,519.1,540149000,1088397,76906155,10759951,13.991
20080806,525.75,504817000,1093554,77943473,10975871,14.082
20080807,527.15,552625000,1197951,78143165,11087132,14.188
20080808,525.54,497810000,1078757,77985557,10771338,13.812
20080811,527.12,425082000,901091,78241218,10834642,13.848
20080812,526.46,532827000,1124692,78207321,10928391,13.974
20080813,521.72,509790000,1059138,77537399,10691722,13.789
20080814,522.81,472518000,1044346,77713300,10716270,13.789
20080818,517.04,411263000,976175,76861743,10500058,13.661
20080819,507.81,519293000,1148359,75490171,10233273,13.556
20080820,504.88,489628000,1151135,75199192,10114348,13.45
20080821,495.15,486415000,1105991,73765617,9957084,13.498
20080822,483.47,469034000,1028016,72006988,9801724,13.612
20080825,484.37,379504000,876347,72148533,9991517,13.849
