# 인도네시아 자카르타 종합지수 · 야후 파이낸스 chart API ^JKSE · 종가 · 받은 날 2026-09-15 · scripts/precursor_sources.py
# ⚠ 장중에 받으면 마지막 행이 그날 진행 중 값이다. 하루 지나 다시 받으면 확정된다.
date,close
2006-01-24,1207.22
2006-01-25,1230.12
2006-01-26,1226.65
2006-01-27,1229.71
2006-01-30,1232.32
2006-02-01,1240.69
2006-02-02,1243.39
2006-02-03,1244.13
2006-02-06,1245.65
2006-02-07,1259.36
2006-02-08,1238.17
2006-02-09,1246.64
2006-02-10,1253.10
2006-02-13,1252.40
2006-02-14,1230.38
2006-02-15,1236.94
2006-02-16,1237.87
2006-02-17,1243.47
2006-02-20,1247.41
2006-02-21,1236.09
2006-02-22,1231.25
2006-02-23,1224.16
2006-02-24,1216.14
2006-02-27,1235.42
2006-02-28,1230.66
2006-03-01,1239.27
2006-03-02,1249.68
2006-03-03,1261.27
2006-03-06,1262.69
2006-03-07,1246.25
2006-03-08,1233.60
2006-03-09,1239.58
2006-03-10,1247.42
2006-03-13,1243.66
2006-03-14,1245.38
2006-03-15,1244.44
2006-03-16,1273.80
2006-03-17,1305.18
2006-03-20,1330.11
2006-03-21,1327.14
2006-03-22,1302.33
2006-03-23,1305.62
2006-03-24,1311.37
2006-03-27,1311.95
2006-03-28,1325.22
2006-03-29,1322.97
2006-04-03,1329.31
2006-04-04,1326.45
2006-04-05,1344.60
2006-04-06,1355.01
2006-04-07,1363.30
2006-04-11,1360.13
2006-04-12,1372.39
2006-04-13,1382.12
2006-04-17,1386.79
2006-04-18,1417.38
2006-04-19,1453.23
2006-04-20,1464.53
2006-04-21,1459.29
2006-04-24,1442.86
2006-04-25,1458.78
2006-04-26,1481.72
2006-04-27,1474.61
2006-04-28,1464.41
2006-05-01,1476.45
2006-05-02,1475.89
2006-05-03,1499.07
2006-05-04,1484.33
2006-05-05,1483.06
2006-05-08,1507.93
2006-05-09,1532.62
2006-05-10,1539.40
2006-05-11,1553.06
2006-05-12,1525.78
2006-05-15,1429.54
2006-05-16,1427.81
2006-05-17,1462.16
2006-05-18,1400.85
2006-05-19,1392.99
2006-05-22,1309.05
2006-05-23,1326.26
2006-05-24,1323.15
2006-05-29,1333.88
2006-05-30,1366.17
2006-05-31,1330.00
2006-06-01,1321.56
2006-06-02,1347.69
2006-06-05,1349.04
2006-06-06,1316.94
2006-06-07,1287.18
2006-06-08,1241.33
2006-06-09,1274.75
2006-06-12,1273.11
2006-06-13,1236.57
2006-06-14,1234.20
2006-06-15,1241.65
2006-06-16,1309.53
2006-06-19,1295.05
2006-06-20,1294.97
2006-06-21,1293.29
2006-06-22,1303.45
2006-06-23,1290.16
2006-06-26,1283.85
2006-06-27,1285.63
2006-06-28,1272.05
2006-06-29,1274.74
2006-06-30,1310.26
2006-07-03,1327.76
2006-07-04,1337.87
2006-07-05,1338.32
2006-07-06,1340.02
2006-07-07,1347.91
2006-07-10,1339.83
2006-07-11,1343.94
2006-07-12,1345.87
2006-07-13,1334.03
2006-07-14,1303.58
2006-07-17,1283.95
2006-07-18,1286.05
2006-07-19,1280.50
2006-07-20,1315.59
2006-07-21,1314.58
2006-07-24,1303.15
2006-07-25,1307.78
2006-07-26,1312.83
2006-07-27,1330.59
2006-07-28,1337.41
2006-07-31,1351.65
2006-08-01,1371.69
2006-08-02,1394.36
2006-08-03,1379.71
2006-08-04,1389.35
2006-08-07,1403.49
2006-08-08,1396.08
2006-08-09,1413.10
2006-08-10,1384.86
2006-08-11,1402.19
2006-08-14,1415.22
2006-08-15,1424.24
2006-08-16,1437.77
2006-08-22,1435.03
2006-08-23,1438.63
2006-08-24,1429.48
2006-08-25,1416.93
2006-08-28,1418.00
2006-08-29,1432.93
2006-08-30,1425.22
2006-08-31,1431.26
2006-09-01,1444.49
2006-09-04,1469.56
2006-09-05,1468.24
2006-09-06,1472.56
2006-09-07,1470.47
2006-09-08,1466.58
2006-09-11,1447.25
2006-09-12,1435.21
2006-09-13,1451.08
2006-09-14,1461.29
2006-09-15,1465.70
2006-09-18,1474.26
2006-09-19,1485.35
2006-09-20,1479.31
2006-09-21,1507.36
2006-09-22,1510.82
2006-09-25,1506.76
2006-09-26,1500.10
2006-09-27,1523.06
2006-09-28,1533.80
2006-09-29,1534.61
2006-10-02,1528.91
2006-10-03,1537.71
2006-10-04,1537.08
2006-10-05,1544.98
2006-10-06,1549.63
2006-10-09,1543.42
2006-10-10,1554.92
2006-10-11,1553.12
2006-10-12,1549.54
2006-10-13,1572.20
2006-10-16,1561.79
2006-10-17,1566.82
2006-10-18,1564.55
2006-10-19,1568.59
2006-10-20,1572.85
2006-10-30,1580.19
2006-10-31,1582.63
2006-11-01,1589.87
2006-11-02,1607.70
2006-11-03,1612.92
2006-11-06,1640.85
2006-11-07,1654.15
2006-11-08,1646.07
2006-11-09,1660.26
2006-11-10,1664.84
2006-11-13,1639.27
2006-11-14,1672.07
2006-11-15,1670.11
2006-11-16,1668.82
2006-11-17,1672.11
2006-11-20,1684.01
2006-11-21,1681.34
2006-11-22,1705.44
2006-11-23,1704.13
2006-11-24,1717.73
2006-11-27,1728.93
2006-11-28,1691.08
2006-11-29,1713.40
2006-11-30,1718.96
2006-12-01,1734.75
2006-12-04,1731.23
2006-12-05,1776.76
2006-12-06,1784.43
2006-12-07,1782.12
2006-12-08,1775.29
2006-12-11,1759.67
2006-12-12,1754.58
2006-12-13,1753.80
2006-12-14,1767.80
2006-12-15,1792.16
2006-12-18,1787.62
2006-12-19,1736.67
2006-12-20,1766.80
2006-12-21,1789.09
2006-12-22,1785.76
2006-12-26,1783.98
2006-12-27,1803.26
2006-12-28,1805.52
2007-01-02,1836.52
2007-01-03,1834.71
2007-01-04,1824.10
2007-01-05,1832.55
2007-01-08,1813.39
2007-01-09,1780.88
2007-01-10,1710.37
2007-01-11,1703.84
2007-01-12,1678.04
2007-01-15,1730.47
2007-01-16,1754.29
2007-01-17,1758.48
2007-01-18,1777.71
2007-01-19,1795.56
2007-01-22,1817.41
2007-01-23,1808.57
2007-01-24,1805.69
2007-01-25,1773.96
2007-01-26,1759.21
2007-01-29,1764.99
2007-01-30,1765.52
2007-01-31,1757.26
2007-02-01,1771.33
2007-02-02,1780.38
2007-02-05,1768.54
2007-02-06,1761.29
2007-02-07,1764.91
2007-02-08,1751.32
2007-02-09,1740.32
2007-02-12,1734.46
2007-02-13,1727.36
2007-02-14,1750.99
2007-02-15,1790.41
2007-02-16,1794.36
2007-02-19,1799.29
2007-02-20,1806.48
2007-02-21,1816.57
2007-02-22,1808.44
2007-02-23,1791.55
2007-02-26,1783.95
2007-02-27,1764.01
2007-02-28,1740.97
2007-03-01,1759.49
2007-03-02,1760.02
2007-03-05,1698.82
2007-03-06,1732.44
2007-03-07,1743.19
2007-03-08,1771.56
2007-03-09,1764.58
2007-03-12,1794.52
2007-03-13,1797.40
2007-03-14,1762.28
2007-03-15,1776.36
2007-03-16,1777.89
2007-03-20,1775.42
2007-03-21,1779.24
2007-03-22,1809.07
2007-03-23,1805.96
2007-03-26,1813.72
2007-03-27,1819.66
2007-03-28,1800.39
2007-03-29,1817.72
2007-03-30,1830.92
2007-04-02,1849.38
2007-04-03,1894.58
2007-04-04,1922.05
2007-04-05,1895.61
2007-04-09,1913.73
2007-04-10,1925.47
2007-04-11,1931.04
2007-04-12,1930.40
2007-04-13,1941.15
2007-04-16,1963.82
2007-04-17,1965.44
2007-04-18,1959.68
2007-04-19,1918.35
2007-04-20,1968.73
2007-04-23,1986.73
2007-04-24,1981.57
2007-04-25,1986.67
2007-04-26,2016.03
2007-04-27,2019.68
2007-04-30,1999.17
2007-05-01,2001.18
2007-05-02,2008.56
2007-05-03,2025.64
2007-05-04,2033.37
2007-05-07,2037.04
2007-05-08,2022.79
2007-05-09,2037.98
2007-05-10,2047.03
2007-05-11,2022.30
2007-05-14,2044.21
2007-05-15,2037.78
2007-05-16,2063.76
2007-05-21,2071.27
2007-05-22,2078.75
2007-05-23,2104.25
2007-05-24,2078.60
2007-05-25,2060.43
2007-05-28,2076.76
2007-05-29,2058.74
2007-05-30,2055.40
2007-05-31,2084.32
2007-06-04,2111.75
2007-06-05,2093.11
2007-06-06,2102.44
2007-06-07,2093.81
2007-06-08,2054.45
2007-06-11,2084.03
2007-06-12,2108.58
2007-06-13,2088.60
2007-06-14,2108.41
2007-06-15,2120.64
2007-06-18,2126.49
2007-06-19,2142.19
2007-06-20,2161.07
2007-06-21,2152.34
2007-06-22,2152.32
2007-06-25,2152.20
2007-06-26,2153.54
2007-06-27,2125.34
2007-06-28,2112.85
2007-06-29,2139.28
2007-07-02,2167.82
2007-07-03,2189.12
2007-07-04,2196.10
2007-07-05,2220.93
2007-07-06,2227.05
2007-07-09,2271.34
2007-07-10,2282.38
2007-07-11,2273.42
2007-07-12,2284.92
2007-07-13,2301.60
2007-07-16,2286.22
2007-07-17,2301.34
2007-07-18,2294.59
2007-07-19,2333.68
2007-07-20,2366.40
2007-07-23,2380.21
2007-07-24,2401.14
2007-07-25,2394.56
2007-07-26,2365.26
2007-07-27,2298.41
2007-07-30,2301.55
2007-07-31,2348.67
2007-08-01,2256.31
2007-08-02,2270.85
2007-08-03,2269.79
2007-08-06,2189.11
2007-08-07,2174.07
2007-08-08,2262.64
2007-08-09,2241.40
2007-08-10,2207.40
2007-08-13,2211.46
2007-08-14,2168.64
2007-08-15,2029.08
2007-08-16,1908.64
2007-08-20,2041.58
2007-08-21,1993.01
2007-08-22,2062.99
2007-08-23,2117.66
2007-08-24,2143.11
2007-08-27,2175.35
2007-08-28,2159.61
2007-08-29,2134.88
2007-08-30,2150.72
2007-08-31,2194.34
2007-09-03,2213.57
2007-09-04,2215.12
2007-09-05,2214.62
2007-09-06,2220.78
2007-09-07,2239.90
2007-09-10,2209.64
2007-09-11,2211.41
2007-09-12,2209.93
2007-09-13,2222.75
2007-09-14,2225.61
2007-09-17,2223.22
2007-09-18,2239.86
2007-09-19,2313.34
2007-09-20,2304.63
2007-09-21,2335.49
2007-09-24,2353.63
2007-09-25,2330.36
2007-09-26,2361.01
2007-09-27,2378.83
2007-09-28,2359.21
2007-10-01,2399.46
2007-10-02,2464.94
2007-10-03,2451.59
2007-10-04,2473.16
2007-10-05,2500.58
2007-10-08,2523.70
2007-10-09,2546.61
2007-10-10,2591.48
2007-10-11,2638.21
2007-10-17,2641.59
2007-10-18,2616.74
2007-10-19,2563.75
2007-10-22,2453.21
2007-10-23,2553.80
2007-10-24,2524.98
2007-10-25,2596.66
2007-10-26,2624.43
2007-10-29,2667.53
2007-10-30,2662.92
2007-10-31,2643.49
2007-11-01,2704.66
2007-11-02,2710.62
2007-11-05,2652.48
2007-11-06,2681.90
2007-11-07,2713.98
2007-11-08,2678.22
2007-11-09,2707.67
2007-11-12,2671.90
2007-11-13,2654.21
2007-11-14,2691.87
2007-11-15,2705.82
2007-11-16,2668.70
2007-11-19,2646.81
2007-11-20,2624.86
2007-11-21,2563.62
2007-11-22,2569.51
2007-11-23,2584.35
2007-11-26,2648.04
2007-11-27,2627.95
2007-11-28,2671.90
2007-11-29,2699.82
2007-11-30,2688.33
2007-12-03,2726.93
2007-12-04,2752.94
2007-12-05,2768.06
2007-12-06,2795.40
2007-12-07,2778.95
2007-12-10,2790.26
2007-12-11,2810.96
2007-12-12,2795.84
2007-12-13,2755.73
2007-12-14,2740.06
2007-12-17,2664.92
2007-12-18,2646.23
2007-12-19,2657.98
2007-12-26,2714.55
2007-12-27,2739.70
2007-12-28,2745.83
2008-01-02,2731.51
2008-01-03,2715.06
2008-01-04,2765.19
2008-01-07,2776.41
2008-01-08,2785.62
2008-01-09,2830.26
2008-01-14,2810.37
2008-01-15,2730.03
2008-01-16,2592.31
2008-01-17,2649.28
2008-01-18,2611.13
2008-01-21,2485.88
2008-01-22,2294.52
2008-01-23,2476.28
2008-01-24,2516.70
2008-01-25,2620.49
2008-01-28,2582.05
2008-01-29,2607.84
2008-01-30,2610.36
2008-01-31,2627.25
2008-02-01,2646.82
2008-02-04,2701.63
2008-02-05,2704.25
2008-02-06,2639.09
2008-02-11,2589.38
2008-02-12,2592.07
2008-02-13,2610.78
2008-02-14,2675.65
2008-02-15,2688.19
2008-02-18,2684.70
2008-02-19,2711.87
2008-02-20,2689.26
2008-02-21,2734.21
2008-02-22,2741.18
2008-02-25,2751.86
2008-02-26,2738.87
2008-02-27,2740.14
2008-02-28,2756.31
2008-02-29,2721.94
2008-03-03,2652.31
2008-03-04,2634.75
2008-03-05,2639.65
2008-03-06,2656.46
2008-03-10,2527.87
2008-03-11,2523.53
2008-03-12,2556.24
2008-03-13,2440.59
2008-03-14,2383.42
2008-03-17,2312.32
2008-03-18,2339.79
2008-03-19,2323.57
2008-03-24,2339.29
2008-03-25,2419.62
2008-03-26,2440.64
2008-03-27,2451.35
2008-03-28,2477.59
2008-03-31,2447.30
2008-04-01,2393.25
2008-04-02,2342.19
2008-04-03,2237.97
2008-04-04,2277.08
2008-04-07,2286.80
2008-04-08,2249.77
2008-04-09,2180.09
2008-04-10,2235.93
2008-04-11,2303.93
2008-04-14,2272.48
2008-04-15,2294.26
2008-04-16,2337.92
2008-04-17,2341.78
2008-04-18,2349.27
2008-04-21,2335.89
2008-04-22,2289.10
2008-04-23,2314.30
2008-04-24,2269.98
2008-04-25,2240.58
2008-04-28,2254.31
2008-04-29,2303.53
2008-04-30,2304.52
2008-05-05,2387.99
2008-05-06,2371.83
2008-05-07,2382.70
2008-05-08,2376.93
2008-05-09,2375.03
2008-05-12,2378.00
2008-05-13,2418.90
2008-05-14,2449.34
2008-05-15,2449.81
2008-05-16,2468.84
2008-05-21,2494.71
2008-05-22,2503.95
2008-05-23,2465.96
2008-05-26,2419.73
2008-05-27,2397.00
2008-05-28,2433.77
2008-05-29,2446.95
2008-05-30,2444.35
2008-06-02,2427.77
2008-06-03,2403.81
2008-06-04,2362.59
2008-06-05,2399.68
2008-06-06,2402.24
2008-06-09,2410.08
2008-06-10,2373.82
2008-06-11,2374.78
2008-06-12,2409.01
2008-06-13,2398.42
2008-06-16,2398.04
2008-06-17,2377.98
2008-06-18,2364.58
2008-06-19,2373.06
2008-06-20,2371.78
2008-06-23,2362.74
2008-06-24,2365.38
2008-06-25,2341.36
2008-06-26,2350.89
2008-06-27,2332.11
2008-06-30,2349.10
2008-07-01,2378.81
2008-07-02,2378.47
2008-07-03,2286.61
2008-07-04,2314.75
2008-07-07,2303.82
2008-07-08,2278.97
2008-07-09,2286.03
2008-07-10,2276.23
2008-07-11,2276.85
2008-07-14,2259.54
2008-07-15,2214.85
2008-07-16,2218.12
2008-07-17,2167.71
2008-07-18,2141.14
2008-07-21,2195.07
2008-07-22,2212.75
2008-07-23,2225.84
2008-07-24,2257.05
2008-07-25,2245.34
2008-07-28,2275.68
2008-07-29,2278.68
2008-07-31,2304.51
2008-08-01,2248.75
2008-08-04,2227.68
2008-08-05,2185.62
2008-08-06,2187.20
2008-08-07,2199.01
2008-08-08,2195.93
2008-08-11,2133.92
2008-08-12,2057.58
2008-08-13,2063.52
2008-08-14,2106.64
2008-08-15,2085.15
2008-08-19,2042.50
2008-08-20,2069.70
2008-08-21,2088.25
2008-08-22,2120.49
2008-08-25,2127.22
2008-08-26,2107.55
2008-08-27,2131.06
2008-08-28,2144.85
2008-08-29,2165.94
2008-09-01,2164.62
2008-09-02,2159.05
2008-09-03,2116.00
2008-09-04,2075.23
2008-09-05,2022.56
2008-09-08,2038.00
2008-09-09,1958.75
2008-09-10,1885.04
2008-09-11,1870.13
2008-09-12,1804.06
2008-09-15,1719.25
2008-09-16,1735.64
2008-09-17,1769.89
2008-09-18,1787.67
2008-09-19,1891.73
2008-09-22,1897.34
2008-09-23,1873.10
2008-09-24,1883.55
2008-09-25,1870.06
2008-09-26,1846.09
2008-10-06,1648.74
2008-10-07,1619.72
2008-10-08,1451.67
2008-10-13,1461.87
2008-10-14,1555.97
2008-10-15,1520.41
2008-10-16,1463.25
2008-10-17,1399.42
2008-10-20,1426.94
2008-10-21,1440.15
2008-10-22,1379.74
2008-10-23,1337.20
2008-10-24,1244.86
2008-10-27,1166.41
2008-10-28,1111.39
2008-10-29,1113.62
2008-10-30,1173.86
2008-10-31,1256.70
2008-11-03,1352.72
2008-11-04,1369.79
2008-11-05,1366.28
2008-11-06,1307.90
2008-11-07,1338.36
2008-11-10,1340.68
2008-11-11,1336.56
2008-11-12,1326.62
2008-11-13,1259.71
2008-11-14,1264.38
2008-11-17,1236.93
2008-11-18,1189.86
2008-11-19,1180.36
2008-11-20,1154.97
2008-11-21,1146.28
2008-11-24,1141.40
2008-11-25,1154.14
2008-11-26,1193.15
2008-11-27,1202.07
2008-11-28,1241.54
2008-12-01,1223.12
2008-12-02,1191.36
2008-12-03,1192.53
2008-12-04,1205.32
2008-12-05,1202.34
2008-12-09,1266.12
2008-12-10,1315.90
2008-12-11,1316.69
2008-12-12,1262.97
2008-12-15,1359.28
2008-12-16,1342.84
2008-12-17,1363.98
2008-12-18,1351.76
2008-12-19,1348.29
2008-12-22,1345.31
2008-12-23,1343.72
2008-12-24,1336.61
2008-12-30,1355.41
2009-01-05,1437.34
2009-01-06,1435.54
2009-01-07,1421.47
2009-01-08,1402.66
2009-01-09,1416.67
2009-01-12,1406.55
2009-01-13,1399.73
2009-01-14,1386.91
2009-01-15,1343.49
2009-01-16,1363.88
2009-01-19,1350.69
2009-01-20,1344.15
2009-01-21,1321.45
2009-01-22,1327.32
2009-01-23,1315.58
2009-01-27,1336.63
2009-01-28,1321.45
2009-01-29,1324.65
2009-01-30,1332.67
2009-02-02,1310.64
2009-02-03,1304.33
2009-02-04,1320.36
2009-02-05,1328.07
2009-02-06,1350.64
2009-02-09,1342.23
2009-02-10,1332.13
2009-02-11,1324.82
2009-02-12,1325.42
2009-02-13,1338.74
2009-02-16,1342.00
2009-02-17,1318.04
2009-02-18,1330.61
2009-02-19,1323.70
2009-02-20,1296.94
2009-02-23,1312.44
2009-02-24,1295.87
2009-02-25,1300.11
2009-02-26,1290.32
2009-02-27,1285.48
2009-03-02,1256.11
2009-03-03,1264.82
2009-03-04,1289.38
2009-03-05,1288.07
2009-03-06,1286.69
2009-03-10,1300.21
2009-03-11,1314.52
2009-03-12,1310.41
2009-03-13,1327.44
2009-03-16,1324.85
2009-03-17,1312.09
2009-03-18,1322.84
2009-03-19,1341.60
2009-03-20,1360.89
2009-03-23,1406.65
2009-03-24,1436.12
2009-03-25,1419.97
2009-03-27,1462.74
2009-03-30,1419.09
2009-03-31,1434.07
2009-04-01,1461.75
2009-04-02,1499.73
2009-04-03,1500.36
2009-04-06,1516.64
2009-04-07,1490.86
2009-04-08,1465.75
2009-04-13,1540.40
2009-04-14,1570.26
2009-04-15,1593.66
2009-04-16,1625.09
2009-04-17,1634.79
2009-04-20,1661.84
2009-04-22,1615.23
2009-04-23,1592.70
2009-04-24,1591.34
2009-04-27,1576.08
2009-04-28,1595.92
2009-04-29,1644.19
2009-04-30,1722.77
2009-05-01,1729.58
2009-05-04,1788.15
2009-05-05,1772.07
2009-05-06,1798.34
2009-05-07,1828.85
2009-05-08,1862.53
2009-05-11,1830.74
2009-05-12,1842.02
2009-05-13,1851.33
2009-05-14,1785.00
2009-05-15,1750.91
2009-05-18,1803.57
2009-05-19,1886.02
2009-05-20,1885.72
2009-05-22,1881.71
2009-05-25,1890.97
2009-05-26,1857.59
2009-05-27,1892.84
2009-05-28,1902.88
2009-05-29,1916.83
2009-06-01,1998.58
2009-06-02,1998.64
2009-06-03,2010.91
2009-06-04,2032.72
2009-06-05,2078.93
2009-06-08,2056.65
2009-06-09,2093.29
2009-06-10,2108.81
2009-06-11,2089.58
2009-06-12,2090.94
2009-06-15,2069.88
2009-06-16,2030.37
2009-06-17,2024.96
2009-06-18,1950.99
2009-06-19,1990.47
2009-06-22,1975.03
2009-06-23,1914.39
2009-06-24,1995.67
2009-06-25,2044.17
2009-06-26,2040.19
2009-06-29,2033.72
2009-06-30,2026.78
2009-07-01,2059.88
2009-07-02,2065.75
2009-07-03,2075.30
2009-07-06,2035.01
2009-07-07,2083.25
2009-07-09,2083.97
2009-07-10,2063.09
2009-07-13,2020.14
2009-07-14,2056.58
2009-07-15,2123.28
2009-07-16,2117.95
2009-07-17,2106.35
2009-07-21,2146.55
2009-07-22,2125.61
2009-07-23,2160.72
2009-07-24,2185.65
2009-07-27,2209.10
2009-07-28,2237.10
2009-07-29,2225.81
2009-07-30,2298.14
2009-07-31,2323.24
2009-08-03,2338.80
2009-08-04,2360.09
2009-08-05,2317.06
2009-08-06,2359.98
2009-08-07,2349.13
2009-08-10,2389.56
2009-08-11,2399.28
2009-08-12,2347.36
2009-08-13,2396.49
2009-08-14,2386.86
2009-08-18,2336.99
2009-08-19,2277.75
2009-08-20,2328.64
2009-08-21,2333.90
2009-08-24,2375.87
2009-08-25,2380.52
2009-08-26,2380.09
2009-08-27,2356.06
2009-08-28,2377.25
2009-08-31,2341.54
2009-09-01,2326.91
2009-09-02,2285.93
2009-09-03,2322.25
2009-09-04,2322.74
2009-09-07,2340.39
2009-09-08,2371.30
2009-09-09,2383.34
2009-09-10,2411.86
2009-09-11,2415.95
2009-09-14,2382.70
2009-09-15,2420.11
2009-09-16,2439.36
2009-09-17,2456.99
2009-09-24,2468.90
2009-09-25,2444.58
2009-09-28,2397.83
2009-09-29,2443.83
