일자,기관_순매수_원,개인_순매수_원,외국인_순매수_원,기타법인_순매수_원
2022-04-19,336440824134,-343146980753,33137129111,-26430972492
2022-04-20,-161244332080,73776010429,94776108109,-7307786458
2022-04-21,636602403172,-566686584781,-59693763774,-10222054617
2022-04-22,-697498180463,836183776077,-155560556436,16874960822
2022-04-25,-347613247823,1063419203205,-722925542850,7119587468
2022-04-26,269698775751,-60844536971,-246561608955,37707370175
2022-04-27,-241839264287,905195029519,-679722344527,16366579295
2022-04-28,194227800946,-168664925741,-36481001979,10918126774
2022-04-29,493121485629,-493277024438,14353091917,-14197553108
2022-05-02,-180611302917,224675045873,-67494809595,23431066639
2022-05-03,-214020580539,104166125813,119038832237,-9184377511
2022-05-04,-150152729931,100907677648,31392456751,17852595532
2022-05-06,-300134662405,764432362017,-481107687363,16809987751
2022-05-09,-176775318439,338077361294,-195714361000,34412318145
2022-05-10,7534075548,285646280926,-319648192677,26467836203
2022-05-11,-89299441565,345287938492,-288934269950,32945773023
2022-05-12,-157534466044,390867022394,-279728694602,46396138252
2022-05-13,861774175172,-908157515919,64163824783,-17780484036
2022-05-16,-115892143326,65046906793,895092126,49950144407
2022-05-17,540889050532,-308276172549,-54282616428,-178330261555
2022-05-18,-349586753531,25962260611,297328231443,26296261477
2022-05-19,-482840373871,516780329874,-89556537346,55616581343
2022-05-20,836490356916,-1041213656226,194327400749,10395898561
2022-05-23,169737223912,-165260947028,-29989255293,25512978409
2022-05-24,-282071819857,578622522848,-323686200424,27135497433
2022-05-25,511224245924,-358124069825,-166340402014,13240225915
2022-05-26,-154635591022,93043422055,36655795629,24936373338
2022-05-27,554354708900,-744728157185,273896023748,-83522575463
2022-05-30,420357934610,-802108858710,349315061687,32435862413
2022-05-31,-585434565666,-508991020406,1058702415695,35723170377
2022-06-02,-748869787728,792765717194,-86985534703,43089605237
2022-06-03,321975044646,-310351813680,-12612510323,989279357
2022-06-07,-822961013221,992406575278,-204814209455,35368647398
2022-06-08,-55381153384,139240024874,-123026902082,39168030592
2022-06-09,555287540214,372976914078,-934045319978,5780865686
2022-06-10,-281363878901,1106628744420,-848262829992,22997964473
2022-06-13,-218144107412,667899143733,-495505775043,45750738722
2022-06-14,195038915366,37321382118,-278200562017,45840264533
2022-06-15,79728628347,346549678279,-475458466531,49180159905
2022-06-16,-18655058363,-156028810029,155109790903,19574077489
2022-06-17,53063840293,275992322486,-388072525992,59016363213
2022-06-20,444823493304,182906269670,-662757593070,35027830096
2022-06-21,540745707410,-233517593286,-320489755571,13261641447
2022-06-22,-79432132546,375593699679,-320711743726,24550176593
2022-06-23,926411245008,-672566841987,-296070917649,42226514628
2022-06-24,641220039888,-624312048107,-36852597236,19944605455
2022-06-27,-202602047345,-93130376196,265519325090,30213098451
2022-06-28,-88477231771,105893603905,-37591644886,20175272752
2022-06-29,-504606196816,695261609603,-227255682320,36600269533
2022-06-30,-320395889056,520800879075,-233513825228,33108835209
2022-07-01,-5789120252,327354704849,-340409551269,18843966672
2022-07-04,310974492738,-182464043419,-140342216989,11831767670
2022-07-05,250073768140,-398279492994,132999626592,15206098262
2022-07-06,-890816407041,896929309005,-46441001839,40328099875
2022-07-07,312959283901,-470279922013,143052091251,14268546861
2022-07-08,-183153607758,-87383779264,247233541834,23303845188
2022-07-11,-188016886877,192225072862,-18454855037,14246669052
2022-07-12,-238768571282,267715363578,-43999483576,15052691280
2022-07-13,356457770567,-255184177083,-102512341120,1238747636
2022-07-14,-533532116821,103694723734,398799145777,31038247310
2022-07-15,-262866579347,-20191304812,263134605165,19923278994
2022-07-18,-200001889972,-421402414190,627501298300,-6096994138
2022-07-19,-144121251759,91627586788,38449425456,14044239515
2022-07-20,-59488213580,64239661940,-40001914852,35250466492
2022-07-21,-113321469256,-329500679449,439259470004,3562678701
2022-07-22,-303612837309,252548065098,37447550530,13617221681
2022-07-25,192781994606,-280232842763,90088575432,-2637727275
2022-07-26,45928694255,-48178792880,2070218006,179880619
2022-07-27,-55247667536,211949598087,-117205642290,-39496288261
2022-07-28,-60186556535,-328032525455,408899458054,-20680376064
2022-07-29,147828246119,-493248024998,337276463095,8143315784
2022-08-01,-175526594648,41105154898,136179041002,-1757601252
2022-08-02,-595965265221,292351463472,296248370997,7365430752
2022-08-03,-146529410671,-330862890209,475740587308,1651713572
2022-08-04,-226474541907,12003205660,197411761142,17059575105
2022-08-05,43865805494,-415723242524,375548845175,-3691408145
2022-08-08,-296191538582,83242946166,175748138301,37200454115
2022-08-09,137076191099,-176707155114,32948745177,6682218838
2022-08-10,-203170431816,262141944860,-102272984748,43301471704
2022-08-11,461174277846,-601263233883,138608959802,1479996235
2022-08-12,202684250831,-224295095758,-12990461540,34601306467
2022-08-16,-17358819245,-54262417971,49043334861,22577902355
2022-08-17,-199753473035,154721446900,51383520754,-6351494619
2022-08-18,-443976495898,134437680079,303024514077,6514301742
2022-08-19,-624259363945,270770276857,333750321386,19738765702
2022-08-22,-237473904196,130974949377,119234493726,-12735538907
2022-08-23,-130881042878,138741594129,606266538,-8466817789
2022-08-24,-141075236217,-3688806814,150538126632,-5774083601
2022-08-25,119917424716,-179733401475,41882952292,17933024467
2022-08-26,476796019834,-253880497231,240174435678,-463089958281
2022-08-29,-556692375896,599580426268,-58935113711,16047063339
2022-08-30,-135410557728,155935254542,-40336058796,19811361982
2022-08-31,-228807466171,44621916281,744641259770,-560455709880
2022-09-01,-887056414522,1148048893974,-288169360189,27176880737
2022-09-02,-142599327626,294858527586,-173045464480,20786264520
2022-09-05,133654227303,-66126328749,-69301050656,1773152102
2022-09-06,-13240871813,85187816264,-79266309384,7319364933
2022-09-07,-226386286825,685974061888,-488960256252,29372481189
2022-09-08,234143626213,140700332764,-385653223088,10809264111
2022-09-13,715438745305,-1103034527607,396877140959,-9281358657
2022-09-14,-239580169297,389660452732,-163408787813,13328504378
2022-09-15,-144013683987,349664504722,-223113381235,17462560500
2022-09-16,-408188482243,444351746710,-46309767655,10146503188
2022-09-19,-41219333625,27741280209,54611697,13423441719
2022-09-20,283303430483,-225194492633,-58244934871,135997021
2022-09-21,-67284682938,329008758879,-275365798359,13641722418
2022-09-22,-281434242772,312630266804,-58539732724,27343708692
2022-09-23,-251013098868,431297128257,-190483491875,10199462486
2022-09-26,276689959362,-242116550770,-5625566820,-28947841772
2022-09-27,257283828277,-30814991397,-243465162984,16996326104
2022-09-28,-180887992451,323641280294,-142097387704,-655900139
2022-09-29,-2244578672,-224238040426,219689324676,6793294422
2022-09-30,108188287304,-281595024528,164683872077,8722865147
2022-10-04,-17336850482,-204013679801,218198901439,3151628844
2022-10-05,-551070905687,453068161258,78367095683,19635648746
2022-10-06,-74014141484,-185537943546,252398947665,7153137365
2022-10-07,-153821794520,45832894176,100474933630,7513966714
2022-10-11,-309712815747,108595943559,196594384761,4522487427
2022-10-12,-104996698417,-145972709729,237961093321,13008314825
2022-10-13,-299356284399,72025100991,201243933625,26087249783
2022-10-14,363115555006,-622879616547,261829612611,-2065551070
2022-10-17,-317272537864,54531660012,262091751745,649126107
2022-10-18,154635638466,-227882753220,78068056951,-4820942197
2022-10-19,-82377761337,-91144345531,149681224836,23840882032
2022-10-20,-409447470756,399926045253,-23228602845,32750028348
2022-10-21,8884270087,-69528839515,32611400323,28033169105
2022-10-24,321633046119,-482269700172,145259541513,15377112540
2022-10-25,65734800140,-134208060579,73094985364,-4621724925
2022-10-26,-107839472728,-496988527386,600311341124,4516658990
2022-10-27,514525611128,-903795082860,378685173758,10584297974
2022-10-28,251964835018,-67947919606,-192114184577,8097269165
2022-10-31,-27863564902,-205781425726,230291852201,3353138427
2022-11-01,194279024986,-723357356491,492385393777,36692937728
2022-11-02,-338344833473,-181761343547,524088786148,-3982609128
2022-11-03,-584132018264,387538234835,173496919793,23096863636
2022-11-04,101390485151,-145786057921,42045288002,2350284768
2022-11-07,276716876793,-404991777428,111967760075,16307140560
2022-11-08,436099170689,-723862332406,278066097494,9697064223
2022-11-09,346560189292,-776951940550,414667992208,15723759050
2022-11-10,-168713591258,239379828580,-108199287770,37533050448
2022-11-11,991477109376,-1673170302055,700348435612,-18655242933
2022-11-14,-171341824009,19448751274,143156036514,8737036221
2022-11-15,-80052587624,325805579538,-235608245624,-10144746290
2022-11-16,-230431579124,178235552671,88400412467,-36204386014
2022-11-17,-120384220280,487911028235,-382028250257,14501442302
2022-11-18,-77526128545,-150258100197,199528706622,28255522120
2022-11-21,79835685465,66294995278,-164942247847,18811567104
2022-11-22,-3361651877,-24199658294,15746929497,11814380674
2022-11-23,-24469499016,-96725583194,90288141439,30906940771
2022-11-24,65983066949,-217791661772,126296886637,25511708186
2022-11-25,32896515986,-115887825389,313051491814,-230060182411
2022-11-28,-266133367950,353372287576,-122560952733,35322033107
2022-11-29,317249962820,-390916424186,60107569705,13558891661
2022-11-30,-497153704321,-610035407669,1128604042919,-21414930929
2022-12-01,227623724188,-279287972589,32557259031,19106989370
2022-12-02,-509245105753,909540494111,-403398271292,3102882934
2022-12-05,-14931609887,302193878312,-293117555836,5855287411
2022-12-06,-306331364678,381059810572,-96801905132,22073459238
2022-12-07,-982084080,181436158746,-196152895955,15698821289
2022-12-08,226040305823,206383686877,-476144714000,43720721300
2022-12-09,407631000034,-509640155540,99499361711,2509793795
2022-12-12,-43992760699,-39177250,17102994518,26928943431
2022-12-13,44095692411,34875157222,-111780642444,32809792811
2022-12-14,214225502895,-452214173824,231782102504,6206568425
2022-12-15,-437088336457,457837183056,-56186649119,35437802520
2022-12-16,-351477776302,26264030157,292220095129,32993651016
2022-12-19,28181736330,-17650725003,-24134033225,13603021898
2022-12-20,-26769051111,103479900151,-104467040392,27756191352
2022-12-21,183918523359,-89186134053,-103303117895,8570728589
2022-12-22,585241924909,-565978861095,-5702665434,-13560398380
2022-12-23,251369151190,-185000411448,-69634341619,3265601877
2022-12-26,660636246444,-614136282318,-40575203166,-5924760960
2022-12-27,1048896403181,-1133118124574,48276312234,35945409159
2022-12-28,-828611007131,1077390868900,-303407800662,54627938893
2022-12-29,-576299671661,670969619714,-140279847599,45609899546
2023-01-02,-266420384362,222969530228,6601309039,36849545095
2023-01-03,-355786681450,274820113950,91760184681,-10793617181
2023-01-04,-155571962,-295934452202,260666331149,35423693015
2023-01-05,-351706351490,-164544528705,503159709100,13091171095
2023-01-06,243733364898,-564021112602,314059926975,6227820729
2023-01-09,741931555360,-1395182900215,651748412281,1502932574
2023-01-10,296871601813,-298768163729,-2229746295,4126308211
2023-01-11,174550637628,-206389446341,33622070720,-1783262007
2023-01-12,-437128069092,-48896312759,484324426507,1699955344
2023-01-13,212673442493,-777380012351,568166956507,-3460386649
2023-01-16,221760115487,-490635469163,287875008041,-18999654365
2023-01-17,-309599208464,128211145242,177096938359,4291124863
2023-01-18,-216606531678,148970003594,72844202020,-5207673936
2023-01-19,-314781166766,-260222916333,570303687240,4700395859
2023-01-20,9140626016,-246515509445,230833182842,6541700587
2023-01-25,27569236426,-790316852212,764694289172,-1946673386
2023-01-26,247197174161,-1052283311304,811983490377,-6897353234
2023-01-27,223472347820,-1184837159520,969598458710,-8233647010
2023-01-30,-412396266611,461934929411,16391080516,-65929743316
2023-01-31,155986944262,307562092182,-473355370269,9806333825
2023-02-01,-194933587855,-18286350406,198273913826,14946024435
2023-02-02,-277564748210,-354988673975,555099941063,77453481122
2023-02-03,-194097408740,-416284321787,586686231099,23695499428
2023-02-06,-506555519572,790363931834,-310182231439,26373819177
2023-02-07,-278769775728,326749537993,-55328347142,7348584877
2023-02-08,3996254775,-563986837795,579493365644,-19502782624
2023-02-09,-386297647459,214837750517,150225234479,21234662463
2023-02-10,-626916138858,554865761214,51936790066,20113587578
2023-02-13,-411776898792,342548928758,69358354394,-130384360
2023-02-14,301791681951,-385452768648,61184744015,22476342682
2023-02-15,-778198391039,1016278291832,-265748633671,27668732878
2023-02-16,848483656092,-936636245244,63691318850,24461270302
2023-02-17,-383364023719,223142740889,120610149121,39611133709
2023-02-20,172812524741,93390639480,-311962949072,45759784851
2023-02-21,-93937427474,33458232141,20549335163,39929860170
2023-02-22,-686572430166,885619893307,-191202791519,-7844671622
2023-02-23,300357837718,-331742672815,9076158433,22308676664
2023-02-24,-95742736699,359830615948,-298656769406,34568890157
2023-02-27,-419993179569,675724500493,-321694408694,65963087770
2023-02-28,410444315754,-145287291999,-288582881101,23425857346
2023-03-02,-90257918044,-404297460413,534022299467,-39466921010
2023-03-03,33558093728,21997023131,-90070521836,34515404977
2023-03-06,458255627220,-787681090075,323389982256,6035480599
2023-03-07,-134610749647,-216706676546,334799088009,16518338184
2023-03-08,-951379538172,942829095566,64234475542,-55684032936
2023-03-09,579864687878,360806322224,-972051587495,31380577393
2023-03-10,-237125513088,513207782291,-325825928937,49743659734
2023-03-13,307724447013,-328059038704,17922996648,2411595043
2023-03-14,26112457174,564947161297,-638411190268,47351571797
2023-03-15,290854530806,-247750503004,-78134639677,35030611875
2023-03-16,-2098699039,70255197293,-89488413372,21331915118
2023-03-17,81570314872,-174335830466,73512496293,19253019301
2023-03-20,106743918178,90055456323,-207709532505,10910158004
2023-03-21,114019690160,-83908965909,-55337568715,25226844464
2023-03-22,142784431226,-347093031514,203117627539,1190972749
2023-03-23,214887083171,-412223442655,212870664759,-15534305275
2023-03-24,-215337762391,181709657618,128276127713,-94648022940
2023-03-27,69706438069,34375535557,-94794657278,-9287316348
2023-03-28,323063218659,-279640574224,-42754951145,-667693290
2023-03-29,328328550149,-333949553630,24717476574,-19096473093
2023-03-30,-428858957618,-111452342806,263706974434,276604325990
2023-03-31,36938281445,-721671029874,684006549477,726198952
2023-04-03,-341204923210,486214710767,-162417844836,17408057279
2023-04-04,214166396805,80558586599,-310846072759,16121089355
2023-04-05,301207942960,-276283287877,-18579427456,-6345227627
2023-04-06,-498106407994,956127980550,-487858778068,29837205512
2023-04-07,286288782874,-1016411372708,693430648897,36691940937
2023-04-10,-28340333114,-673611948024,729530483173,-27578202035
2023-04-11,294827688169,-491615242803,183486476321,13301078313
2023-04-12,-146689436501,-108822315329,233488642833,22023108997
2023-04-13,497599975864,-180492525944,-346388477469,29281027549
2023-04-14,261436657452,-436377194725,166951231061,7989306212
2023-04-17,-323963823969,337783668966,-13518087397,-301757600
2023-04-18,-710150562071,363454241285,391271160865,-44574840079
2023-04-19,44820129822,-38497031148,-7224746573,901647899
2023-04-20,-75824732930,-87474723875,156730640996,6568815809
2023-04-21,-84067959927,-194902143346,280083532807,-1113429534
2023-04-24,104335931039,-82804898268,-36763630245,15232597474
2023-04-25,58703069,-2256127154,8622928119,-6425504034
2023-04-26,-154962435569,221876593242,-91398463430,24484305757
2023-04-27,-485106853178,186820560800,282605910905,15680381473
2023-04-28,-355056353256,136008158591,300457120499,-81408925834
2023-05-02,228515111851,-554470216078,342133543723,-16178439496
2023-05-03,-263296523446,348478029994,-90570055722,5388549174
2023-05-04,-269388645728,226686907429,40599509979,2102228320
2023-05-08,449450438150,-698089545405,250443761248,-1804653993
2023-05-09,63625781672,-177406584251,115887058991,-2106256412
2023-05-10,-111132074645,5925875335,117133513781,-11927314471
2023-05-11,84778722112,-84921466428,-29090614,171834930
2023-05-12,-106637069805,357669949458,-247854596571,-3178283082
2023-05-15,144902429770,-102938951711,-52579734995,10616256936
2023-05-16,-57492359093,-128120576786,228503259750,-42890323871
2023-05-17,157436270458,-331833951582,164823377602,9574303522
2023-05-18,-81705726857,-446636295600,536053635049,-7711612592
2023-05-19,558189115976,-1100768240002,554870540047,-12291416021
2023-05-22,533043093661,-787876193809,295796051100,-40962950952
2023-05-23,399381343204,-338430303849,-53941365883,-7009673472
2023-05-24,-185400201263,133128553850,46037435480,6234211933
2023-05-25,-614521014094,383223090532,226146904988,5151018574
2023-05-26,-506191680739,-413072600495,910267258232,8997023002
2023-05-30,-112615399766,-542081387082,672503629985,-17806843137
2023-05-31,-287215146264,46669811555,220188491010,20356843699
2023-06-01,-384707685880,358316514967,1282945624,25108225289
2023-06-02,199982032636,-576199866415,379823860761,-3606026982
2023-06-05,452841891047,-434543055997,-22958621572,4659786522
2023-06-07,348797936619,-295047492167,-42718851188,-11031593264
2023-06-08,318582119910,66436288731,-383311390817,-1707017824
2023-06-09,366456119821,-824044829470,476063430296,-18474720647
2023-06-12,-14935582944,345883107545,-339982849850,9035325249
2023-06-13,133805471196,-249134601581,137015632259,-21686501874
2023-06-14,-128394063390,39312105524,112645755649,-23563797783
2023-06-15,-190529589592,237051569542,-62025465767,15503485817
2023-06-16,-214444978810,-208730073636,429119971922,-5944919476
2023-06-19,-77326646037,430090784593,-360295823684,7531685128
2023-06-20,-134811547831,408336483074,-279619771177,6094835934
2023-06-21,-133257020022,620753738787,-196956354432,-290540364333
2023-06-22,214064469718,-105564448123,-109505752551,1005730956
2023-06-23,-444658031475,596228049678,-184363831620,32793813417
2023-06-26,229842776928,-224709366950,12481933361,-17615343339
2023-06-27,16061545534,58702039525,-102789008092,28025423033
2023-06-28,58791986147,301984127389,-392966685131,32190571595
2023-06-29,-179115545809,130634228363,57676595216,-9195277770
2023-06-30,229989771966,-70154039623,-175116682643,15280950300
2023-07-03,771128356761,-750265026104,-14839555452,-6023775205
2023-07-04,-298331876448,294231314142,-58184730327,62285292633
2023-07-05,-614309095615,321347072408,256919376572,36042646635
2023-07-06,-421568707176,551302438833,-166371615680,36637884023
2023-07-07,-765049611338,766216252941,-41420493650,40253852047
2023-07-10,-190079509098,311353952762,-153379993181,32105549517
2023-07-11,166389104339,-428291049415,263320144673,-1418199597
2023-07-12,28439542389,-266962779501,217024802290,21498434822
2023-07-13,507853355084,-718960217754,212103808706,-996946036
2023-07-14,775688802259,-1328958691769,614440947497,-61171057987
2023-07-17,-231308628016,425784692381,-168386479160,-26089585205
2023-07-18,-331511199097,477340085664,-156084804187,10255917620
2023-07-19,-325666229365,366842393347,-47424825239,6248661257
2023-07-20,-316434395652,150395367783,165233451916,805575953
2023-07-21,15353799142,281208711073,-289156201381,-7406308834
2023-07-24,-304634417597,471805487121,-171295019683,4123950159
2023-07-25,-68911122236,1376328343224,-1363064373430,55647152442
2023-07-26,-65982473843,993208478192,-946470642841,19244638492
2023-07-27,435056153149,-507095039012,80309456662,-8270570799
2023-07-28,-456468854074,392137695080,63788756126,542402868
2023-07-31,-92093383623,343954076102,-290734761576,38874069097
2023-08-01,333204109967,-550875834120,191861938672,25809785481
2023-08-02,-686620099345,773449064522,-67562749437,-19266215740
2023-08-03,-665854220187,809582821814,-149176659137,5448057510
2023-08-04,-235244574807,474882734584,-242270702632,2632542855
2023-08-07,-328566486131,28117361354,283022623199,17426501578
2023-08-08,-439720177991,556908631641,-139652595395,22464141745
2023-08-09,-294277028307,-87609785668,364057598680,17829215295
2023-08-10,-90686237355,260033395125,-232401929054,63054771284
2023-08-11,-6224384134,182927318195,-191160234401,14457300340
2023-08-14,-332780412875,427697082308,-118412597128,23495927695
2023-08-16,-358186956533,322451894771,-3300293178,39035354940
2023-08-17,-97830925105,86129805577,2270366877,9430752651
2023-08-18,-284309929296,358349652449,-104698110633,30658387480
2023-08-21,26973521187,-11328806555,-34331991072,18687276440
2023-08-22,-6077773615,50961236597,-15769238210,-29114224772
2023-08-23,-88536052734,80579090587,22958645960,-15001683813
2023-08-24,293567051960,-395331758237,109502511233,-7737804956
2023-08-25,-176228722100,379578449946,-193182784110,-10166943736
2023-08-28,304779448313,-270879973359,-24553071045,-9346403909
2023-08-29,65346051254,47729684771,-161008689180,47932953155
2023-08-30,176514730150,-178047129509,-20881084669,22413484028
2023-08-31,160701417920,11987950890,-213160384695,40471015885
2023-09-01,-218012302145,-176258789391,368611986889,25659104647
2023-09-04,-42666339267,-388234839495,407163121961,23738056801
2023-09-05,-150527124581,-40313808306,161253599514,29587333373
2023-09-06,-305686388273,339897057601,-68939141594,34728472266
2023-09-07,-274955813118,247014659126,-3547667683,31488821675
2023-09-08,108282914037,217047964691,-354209188974,28878310246
2023-09-11,34041627465,-75375405323,22057405978,19276371880
2023-09-12,54390088340,219681682323,-295171900401,21100129738
2023-09-13,54512211179,-189613936421,113190846251,21910878991
2023-09-14,1223251617523,-710969070065,-519651489685,7368942227
2023-09-15,1067975780361,-1127676824264,47363934165,12337109738
2023-09-18,-14299457067,391466624096,-375895772474,-1271394555
2023-09-19,-384564883556,316482460578,2617023146,65465399832
2023-09-20,51278288706,88929912256,-166339311597,26131110635
2023-09-21,-722057124859,768093646561,-66603053773,20566532071
2023-09-22,-97903751745,206952651215,-125284592718,16235693248
2023-09-25,69945937884,46634426296,-133778302994,17197938814
2023-09-26,-472919175931,494094003271,-40150886933,18976059593
2023-09-27,-78821633442,90144103268,-27317664433,15995194607
2023-10-04,-449482679316,832662623422,-417841433695,34661489589
2023-10-05,-6013047177,319014129229,-271088465142,-41912616910
2023-10-06,177110363980,141156108739,-325366074504,7099601785
2023-10-10,589804902730,-382069848545,-208607592031,872537846
2023-10-11,622155912761,-509750847808,-120881479242,8476414289
2023-10-12,262436802231,-191566723436,-61799602476,-9070476319
2023-10-13,-284438802046,422100205737,-157157775541,19496371850
2023-10-16,8681152061,194380589550,-210040773545,6979031934
2023-10-17,-137531661024,-277900327618,427478093890,-12046105248
2023-10-18,-48175001753,-278575414602,343409056396,-16658640041
2023-10-19,-247310836068,388539085296,-132634423972,-8593825256
2023-10-20,-175845869017,111816022306,211863559951,-147833713240
2023-10-23,70542958511,164610670624,-256292991250,21139362115
2023-10-24,36194540381,71508300764,-155202365116,47499523971
2023-10-25,-63128064474,361758146450,-342574755633,43944673657
2023-10-26,110829026885,322672081264,-478927576946,45426468797
2023-10-27,221216432154,101355412983,-379128321978,56556476841
2023-10-30,42380059267,-26020226368,-62610040315,46250207416
2023-10-31,-72068894001,343356211871,-324184328248,52897010378
2023-11-01,463114917225,-378442729113,-126941989996,42269801884
2023-11-02,272657002205,-436485348885,139989044332,23839302348
2023-11-03,163360812451,-304274663245,134843637318,6070213476
2023-11-06,222222955277,-936046859434,704864440468,8959463689
2023-11-07,-382003041930,458951355107,413724144544,-490672457721
2023-11-08,75721794911,-27879979918,-13349084649,-34492730344
2023-11-09,28360146036,-309689389592,278751265250,2577978306
2023-11-10,-103816763545,27141591312,49715946517,26959225716
2023-11-13,-7441845583,-23414232188,13115995390,17740082381
2023-11-14,626912884512,-543862390486,-93798407182,10747913156
2023-11-15,1091553984298,-1615372866409,549532740206,-25713858095
2023-11-16,-62046018546,-392741398704,455977790797,-1190373547
2023-11-17,-241221823693,292964585486,-73047058390,21304296597
2023-11-20,437881282163,-539382971439,96939744263,4561945013
2023-11-21,110170214654,-438296851264,351522548564,-23395911954
2023-11-22,-153080618410,-5788762618,143641162432,15228218596
2023-11-23,-81006427468,-57056342355,119897832324,18164937499
2023-11-24,42590459997,152213631379,-212568319581,17764228205
2023-11-27,251988820138,-140967705152,-107795386399,-3225728587
2023-11-28,573526321359,-482039656852,-94127232091,2640567584
2023-11-29,-138778490295,68607301554,80812887312,-10641698571
2023-11-30,257207149575,-375435240902,122675130424,-4447039097
2023-12-01,-414235181765,566470906591,-177454941894,25219217068
2023-12-04,171080424191,-413362720533,259167513340,-16885216998
2023-12-05,-176899890946,146568657781,29341083635,990149530
2023-12-06,240069110144,-95489605547,-145075988929,496484332
2023-12-07,-204925669405,151552137017,39876671012,13496861376
2023-12-08,437503104035,-660050158808,201286515482,21260539291
2023-12-11,163273493332,-199531209375,4660508804,31597207239
2023-12-12,593241065526,-689245187765,73025598565,22978523674
2023-12-13,94826375478,-2709732722,-131496339299,39379696543
2023-12-14,706143917907,-1348253580367,623418944679,18690717781
2023-12-15,305106297747,-1145610144314,848867382426,-8363535859
2023-12-18,-205246845623,141193912832,61946662572,2106270219
2023-12-19,66909132235,30786437898,-91328069546,-6367500587
2023-12-20,1154891192844,-1595223729405,473207698175,-32875161614
2023-12-21,39700792744,-54512728029,11982511917,2829423368
2023-12-22,238636362045,-205925909736,-36737661236,4027208927
2023-12-26,970166516657,-1052182206981,78228166224,3787524100
2023-12-27,-440070411410,204316826854,226145126521,9608458035
2023-12-28,660296872732,-1357079352701,694837177901,1945302068
2024-01-02,112165205550,-343870377518,226915636760,4789535208
2024-01-03,-1222478424264,1314461036518,-93578403569,1595791315
2024-01-04,-800059154599,669936052754,115091708625,15031393220
2024-01-05,-572825427647,598805550604,-43829693070,17849570113
2024-01-08,-437470262938,253003263113,173391297398,11075702427
2024-01-09,-64558686301,-7540962126,68169386750,3930261677
2024-01-10,-141299103243,353715858313,-21903672357,-190513082713
2024-01-11,-3029767531476,718111913540,2298299221416,13356396520
2024-01-12,-193870914795,401723380956,-214250302246,6397836085
2024-01-15,86828057865,-47417861528,-48325979596,8915783259
2024-01-16,-403792210102,582861615875,-179603934221,534528448
2024-01-17,-11238103470,850890869477,-902306682328,62653916321
2024-01-18,-18940939121,121313653887,-131253470754,28880755988
2024-01-19,-229395421066,-457867142406,701519702331,-14257138859
2024-01-22,-38795780554,-243169693232,295302976070,-13337502284
2024-01-23,205672111169,-359528878687,138294657285,15562110233
2024-01-24,-97730743825,92153564201,72738913664,-67161734040
2024-01-25,197165965802,-248044298107,46659210327,4219121978
2024-01-26,6851623453,-391514685774,377872741120,6790321201
2024-01-29,214902957610,-726325053520,547671000694,-36248904784
2024-01-30,192951091544,-188796172903,-13566313980,9411395339
2024-01-31,-3888069776,-81778777616,86691334888,-1024487496
2024-02-01,228639549443,-1210931240973,1039043341559,-56751650029
2024-02-02,647344242524,-2489627234134,1924659458611,-82376467001
2024-02-05,-724022499868,511242942890,179304082498,33475474480
2024-02-06,-229489180186,-129393317604,332009058978,26873438812
2024-02-07,626086265559,-1128918309992,535962643034,-33130598601
2024-02-08,305031304916,-720215768832,405494724748,9689739168
2024-02-13,490264070845,-1404472374885,948793468727,-34585164687
2024-02-14,-536223253010,409414137574,108756736955,18052378481
2024-02-15,-47730606262,33099552139,-16199985692,30831039815
2024-02-16,270579672398,-841142039294,558199953396,12362413500
2024-02-19,443320515350,-1017461606967,613875353366,-39734261749
2024-02-20,-344454448112,193243168029,108428531888,42782748195
2024-02-21,132277912056,-100486894660,-65205731988,33414714592
2024-02-22,74605598950,-274404659876,165718430268,34080630658
2024-02-23,-55477547986,-115108408883,149373969676,21211987193
2024-02-26,-85936333896,-42307216920,114727513316,13516037500
2024-02-27,-50684826748,167023390228,34747725842,-151086289322
2024-02-28,38503125927,-570760123850,477455900312,54801097611
2024-02-29,-513749738962,319235333946,176022584488,18491820528
2024-03-04,44534227547,-632730043244,767106930412,-178911114715
2024-03-05,-545147144953,398327517630,85517467853,61302159470
2024-03-06,-214058403348,535346508903,-374875367972,53587262417
2024-03-07,-23515318766,263224555423,-325579787711,85870551054
2024-03-08,697787363613,-906542076433,178791369021,29963343799
2024-03-11,-112459455848,180343726784,-105286521450,37402250514
2024-03-12,505483923122,-178127286106,-371913462330,44556825314
2024-03-13,-110253687387,-251718169028,333846762866,28125093549
2024-03-14,186478065769,-838890702063,472248470290,180164166004
2024-03-15,-60970947751,1019313300005,-1032318428515,73976076261
2024-03-18,225409959377,-186491942889,-84700213859,45782197371
2024-03-19,-701297446920,922636363349,-238793432112,17454515683
2024-03-20,586619789090,-1405421398643,851617830335,-32816220782
2024-03-21,1050626755705,-2914370470156,1870646091760,-6902377309
2024-03-22,-162991770212,-530962597999,665921459327,28032908884
2024-03-25,-290780764399,330583694030,-42837283115,3034353484
2024-03-26,482157224972,-1086065881025,620793960209,-16885304156
2024-03-27,144832473660,-353808903183,292020891168,-83044461645
2024-03-28,-244942287809,64653974293,74387714793,105900598723
2024-03-29,-286603572184,-488181307155,782981402909,-8196523570
