일자,기관_순매수_원,개인_순매수_원,외국인_순매수_원,기타법인_순매수_원
2020-05-14,-237226578946,786578039392,-552090653178,2739192732
2020-05-15,242606937006,223427606273,-472068067826,6033524547
2020-05-18,33911282638,30079492180,-93061608234,29070833416
2020-05-19,843178638796,-1186900722259,365835080462,-22112996999
2020-05-20,98142343800,-181872162263,78842868687,4886949776
2020-05-21,-388235061502,290409441158,76417850146,21407770198
2020-05-22,-448465596460,936149677541,-474899327332,-12784753749
2020-05-25,34701699149,95768889265,-141547194472,11076606058
2020-05-26,341681140079,-479912160752,14145533975,124085486698
2020-05-27,-72720682430,321618870256,-215286813521,-33611374305
2020-05-28,222516423273,-284186886014,60396737233,1273725508
2020-05-29,-20124781263,189787229664,-199895157044,30232708643
2020-06-01,325037466260,-445530901961,110156574694,10336861007
2020-06-02,35037735414,-9840607700,-47242724139,22045596425
2020-06-03,1134481952076,-1318196503847,204958942708,-21244390937
2020-06-04,297823889364,-334865987661,45831149415,-8789051118
2020-06-05,405383021872,-319457147553,-68601827945,-17324046374
2020-06-08,-371614214904,378966349931,7629668974,-14981804001
2020-06-09,-399875881523,413187084204,-19168592523,5857389842
2020-06-10,215755738855,-169284682951,-45031934320,-1439121584
2020-06-11,-1184385324203,1271704874846,-116277840605,28958289962
2020-06-12,-286221125269,555869629783,-264805465532,-4843038982
2020-06-15,-761581542088,1237227978389,-474075201480,-1571234821
2020-06-16,480015469832,-594899604464,102913484232,11970650400
2020-06-17,-113671861871,152536319187,-52797054361,13932597045
2020-06-18,-83190463368,294318398319,-162435284552,-48692650399
2020-06-19,-216392258894,164729643254,51089293961,573321679
2020-06-22,-193363924499,430221257026,-253336858963,16479526436
2020-06-23,-281432408867,350375286860,-52820501442,-16122376551
2020-06-24,-390261651635,-7258459430,349953076860,47567034205
2020-06-25,-1045471767908,1301257996361,-276357266303,20571037850
2020-06-26,-164743543196,53307786082,61628609456,49807147658
2020-06-29,-351837187727,575173445882,-228661053830,5324795675
2020-06-30,239755263444,-165191288664,-71786566687,-2777408093
2020-07-01,150777308730,8797460835,-163970894681,4396125116
2020-07-02,216311962565,-213346218143,-11616153709,8650409287
2020-07-03,106768206848,-88357891202,11871145849,-30281461495
2020-07-06,623176899208,-361022041527,-257382687585,-4772170096
2020-07-07,-459366132436,857867310326,-391500096703,-7001081187
2020-07-08,-276769109444,622905832538,-342087479635,-4049243459
2020-07-09,-287872735518,316764393215,10108448975,-39000106672
2020-07-10,-707764620182,1037328317694,-345145721565,15582024053
2020-07-13,200832542328,-290767450390,102302520950,-12367612888
2020-07-14,-395811261608,418617880179,5019822214,-27826440785
2020-07-15,334699048716,-599582470493,268701878119,-3818456342
2020-07-16,-183489846801,300551404732,-133622210857,16560652926
2020-07-17,36522676709,-112084425373,112797901685,-37236153021
2020-07-20,-329214184799,407008944139,-75328827195,-2465932145
2020-07-21,143525445522,-567689025876,444821164297,-20657583943
2020-07-22,-241847438363,260404245931,-1057886255,-17498921313
2020-07-23,-586869770577,776846585462,-203922981035,13946166150
2020-07-24,-367832918615,288087581313,87638725245,-7893387943
2020-07-27,139533249862,-299557295661,158383068012,1640977787
2020-07-28,-221994594444,-1049525454135,1306000058395,-34480009816
2020-07-29,-336758096833,47601041896,293567289829,-4410234892
2020-07-30,-234212266663,6450031427,224714289648,3047945588
2020-07-31,-386083857109,471619381748,-55628037143,-29907487496
2020-08-03,-379533611919,623710512965,-268738491240,24561590194
2020-08-04,-148798651154,184385652051,-58313438914,22726438017
2020-08-05,-366559573837,431506723318,-51623026945,-13324122536
2020-08-06,-80091769801,-85024767656,163846352498,1270184959
2020-08-07,-787043556950,853433435763,-73656136978,7266258165
2020-08-10,-231516300677,352305774375,-127774742337,6985268639
2020-08-11,38636084501,-173712910806,146762103174,-11685276869
2020-08-12,-202547298233,350933116495,-153807824674,5422006412
2020-08-13,187268498785,154253491237,-342102345150,580355128
2020-08-14,-124367569231,596298787649,-461873161338,-10058057080
2020-08-18,476094894097,-527155226970,73323104119,-22262771246
2020-08-19,-202201438096,458350620046,-266533180733,10383998783
2020-08-20,-821380199390,1073877558167,-272760060570,20262701793
2020-08-21,-33421460316,-136202612250,196968089900,-27344017334
2020-08-24,4055849047,-259981169589,197565880875,58359439667
2020-08-25,-123348123837,-70910443232,157011258067,37247309002
2020-08-26,-412518942532,192947161665,190985316726,28586464141
2020-08-27,-472632576265,466361394850,-24514239181,30785420596
2020-08-28,122537180556,115820653261,-224246987234,-14110846583
2020-08-31,-6599001551,1569558400661,-1632635918107,69676518997
2020-09-01,-56606999089,238958352723,-205749326504,23397972870
2020-09-02,-79879863350,334212637947,-256046503785,1713729188
2020-09-03,-135099106197,-95201901026,193875060030,36425947193
2020-09-04,-779810605931,1285426185541,-467758759425,-37856820185
2020-09-07,-297551179416,548283200527,-250798512237,66491126
2020-09-08,-20865928330,35764938244,-29873452170,14974442256
2020-09-09,-429822565646,512931330951,-111620722798,28511957493
2020-09-10,-472127797598,66292571917,381817441964,24017783717
2020-09-11,-310954319404,453333427638,-149822604987,7443496753
2020-09-14,107419203766,-287560944297,142703639573,37438100958
2020-09-15,-200154893304,-76467331182,253219682545,23402541941
2020-09-16,-305106264677,143224132799,179244347398,-17362215520
2020-09-17,-335810774691,458717921215,-124372046133,1464899609
2020-09-18,-15783815191,-140544856131,147325437572,9003233750
2020-09-21,39188313142,41029892805,-78290678764,-1927527183
2020-09-22,-769105401861,991283998907,-14263176305,-207915420741
2020-09-23,-280441773714,325210007216,-57718864950,12950631448
2020-09-24,-157074297365,328908664473,-192246020354,20411653246
2020-09-25,72755992202,19546954304,-89798153915,-2504792591
2020-09-28,150210758338,-105578315538,-58912921821,14280479021
2020-09-29,142443673022,-111424651929,-73554910326,42535889233
2020-10-05,385205690497,-550009337543,173965662928,-9162015882
2020-10-06,19781764917,-204480463577,172556011712,12142686948
2020-10-07,430223933231,-346023285147,-95339328103,11138680019
2020-10-08,-614995544716,-165927808651,760359392161,20563961206
2020-10-12,84452092533,-235997292897,139242371318,12302829046
2020-10-13,-177373276294,-33223745889,213678241081,-3081218898
2020-10-14,-375652821016,412751090394,-34539123749,-2559145629
2020-10-15,-116915990239,328196228522,-18422667088,-192857571195
2020-10-16,-203643669980,489248174810,-171027496754,-114577008076
2020-10-19,296817379492,-342443783404,34398950576,11227453336
2020-10-20,260481077745,-292477647727,43730294447,-11733724465
2020-10-21,142646744307,-128319734838,-24583366363,10256356894
2020-10-22,7595363293,67879728017,-73422050889,-2053040421
2020-10-23,233386006513,-272253774693,38817404912,50363268
2020-10-26,271845359634,-112653406137,-143711095939,-15480857558
2020-10-27,-249652819353,106936366999,104643702362,38072749992
2020-10-28,-176715260176,153207305717,13347363745,10160590714
2020-10-29,-475527196874,981350717091,-537749269048,31925748831
2020-10-30,-443820556939,1414024575940,-978034155491,7830136490
2020-11-02,48734612766,-108561931972,50660209702,9167109504
2020-11-03,469424983730,-647167366424,213841479225,-36099096531
2020-11-04,342734107858,-166101742673,-218035556012,41403190827
2020-11-05,486204864591,-1621833971023,1134855408441,773697991
2020-11-06,-4367232346,-797526815084,790664315607,11229731823
2020-11-09,356432228997,-678873118388,329082410160,-6641520769
2020-11-10,-328333401257,187153143951,156736327670,-15556070364
2020-11-11,401886622258,-1190677088010,816237012136,-27446546384
2020-11-12,-860832130484,353716702951,491220442922,15894984611
2020-11-13,94795065930,-589619311795,521548179721,-26723933856
2020-11-16,-285554919864,-153942627410,461706942983,-22209395709
2020-11-17,-503761448494,153056363654,357451340872,-6746256032
2020-11-18,78042606701,-126780514515,67621827130,-18883919316
2020-11-19,-301610826958,201743164772,106333217015,-6465554829
2020-11-20,-226404142293,121621790277,103861943365,920408651
2020-11-23,-60020677386,-873479729013,983378630247,-49878223848
2020-11-24,-694098261947,-24517388941,726262248091,-7646597203
2020-11-25,-400126336885,506222677117,-36871688150,-69224652082
2020-11-26,-518844803720,256918884354,253934428042,7991491324
2020-11-27,-279370092685,194525536441,78548380853,6296175391
2020-11-30,204838104699,2220567864701,-2427800814440,2394845040
2020-12-01,267621058676,-346068327266,73467863024,4979405566
2020-12-02,-250693212908,-244744102494,517552491493,-22115176091
2020-12-03,-384895965163,177989332279,209735619249,-2828986365
2020-12-04,-410098067169,-343244227773,761041035857,-7698740915
2020-12-07,-923703710729,976772859689,-62917308890,9848159930
2020-12-08,-270134836064,1122804231809,-844954090034,-7715305711
2020-12-09,305810543067,-506190656093,162551608134,37828504892
2020-12-10,444052293581,891250466228,-1363633046746,28330286937
2020-12-11,210054911247,-47653627316,-162677140596,275856665
2020-12-14,-703264130574,1033385039296,-358903304120,28782395398
2020-12-15,-237509716434,607699125959,-373573380469,3383970944
2020-12-16,212684733473,-240291300968,93352122839,-65745555344
2020-12-17,-10699186818,325230471939,-258398295097,-56132990024
2020-12-18,-149740124141,389765116902,-191764566545,-48260426216
2020-12-21,132216431723,-85547699023,-10731438568,-35937294132
2020-12-22,-202876712599,369372343850,-169595643396,3100012145
2020-12-23,301661239065,-385892969496,82921538609,1310191822
2020-12-24,629655107873,-803106779612,119237494352,54214177387
2020-12-28,830307875068,-946020028718,78012525475,37699628175
2020-12-29,-1973366181947,2196938565536,-310625348053,87052964464
2020-12-30,195869627789,-491609496526,245810649079,49929219658
2021-01-04,-1189876714363,1031014166618,89697391137,69165156608
2021-01-05,-536265643081,728387733108,-208220599741,16098509714
2021-01-06,-1369155503764,1729261196142,-397475822573,37370130195
2021-01-07,1033917002121,-1183634539101,113375307173,36342229807
2021-01-08,-1147931424901,-559141825960,1643477097660,63596153201
2021-01-11,-3743203896260,4492145003867,-717613160366,-31327947241
2021-01-12,-1723898682006,2312445113552,-618935309579,30388878033
2021-01-13,-372450411172,169086090692,193496162646,9868157834
2021-01-14,-1428981445508,712730906649,677507176342,38743362517
2021-01-15,-1414745885546,2113924037705,-753622445831,54444293672
2021-01-18,-278880716957,514299140387,-209413497051,-26004926379
2021-01-19,593956459208,-1025418915468,409990175112,21472281148
2021-01-20,-1234485992694,1436793223994,-236817416245,34510184945
2021-01-21,-292666343147,-62476631241,368311395220,-13168420832
2021-01-22,-1364772011847,1608263875827,-268005095088,24513231108
2021-01-25,368785130937,-571150115459,279275314881,-76910330359
2021-01-26,-2252005935511,4205007202593,-1969853301708,16852034626
2021-01-27,-396146276144,1060406027858,-621560961693,-42698790021
2021-01-28,-379393793518,1929360029656,-1567005298418,17039062280
2021-01-29,-254398314533,1697098079221,-1422035460238,-20664304450
2021-02-01,689228606693,-782537450858,131915231727,-38606387562
2021-02-02,-13100366881,-188349055464,196559891400,4889530945
2021-02-03,-573962013188,123852528692,426513866072,23595618424
2021-02-04,-1835747521996,2470362660630,-639391030862,4775892228
2021-02-05,234314736295,-402139854093,189960227174,-22135109376
2021-02-08,280531568170,84664003553,-358438027068,-6757544655
2021-02-09,156805214817,48694619086,-222315609299,16815775396
2021-02-10,-916572696792,130200433759,751967459592,34404803441
2021-02-15,-419278004341,-352595606579,731687603285,40186007635
2021-02-16,-668485462163,422611805138,241595114779,4278542246
2021-02-17,-1346492136688,1810674551375,-481497454540,17315039853
2021-02-18,-613029340414,1467674968982,-857095273285,2449644717
2021-02-19,-65551663392,374174750480,-298106234374,-10516852714
2021-02-22,-460116021311,749700342509,-315518932669,25934611471
2021-02-23,338730955952,77308501258,-295508148093,-120531309117
2021-02-24,-82456864723,561382007781,636617887644,-1115543030702
2021-02-25,974912775121,-1936090234334,970125508977,-8948049764
2021-02-26,-1030067522830,3778505730591,-2817359020990,68920813229
2021-03-02,437087116744,-624895295758,208144451955,-20336272941
2021-03-03,689628178815,-663074214930,-11935771157,-14618192728
2021-03-04,-1283990096176,2199223999589,-929266719843,14032816430
2021-03-05,-804347702052,1193063571870,-373404055717,-15311814101
2021-03-08,-377690185388,525313341590,-125758253099,-21864903103
2021-03-09,291955755541,363104120996,-530511669094,-124548207443
2021-03-10,-889148150452,400601043613,480322107530,8224999309
2021-03-11,-591738966707,-1110986244704,1706879707474,-4154496063
2021-03-12,183344925045,-599714024158,407001538565,9367560548
2021-03-15,-300233103264,510493405890,-213260834910,3000532284
2021-03-16,249118780375,-233972619893,-26158133439,11011972957
2021-03-17,-533899688739,1048292862204,-523994273941,9601100476
2021-03-18,134414574483,-617439526888,482312354138,712598267
2021-03-19,-1001755231858,1602943867602,-580565300465,-20623335279
2021-03-22,-33884483569,583085179071,-546454598858,-2746096644
2021-03-23,-540902078718,1017010724649,-476878322696,769676765
2021-03-24,-433543096135,896286471638,-478041565158,15298189655
2021-03-25,-127272789588,172482983354,-82663623892,37453430126
2021-03-26,138944897568,-419534275234,295657344791,-15067967125
2021-03-29,-703117803303,659233753938,49621458702,-5737409337
2021-03-30,253920572772,-604820114938,346716611341,4182930825
2021-03-31,-348844407696,643522573374,-293793905699,-884259979
2021-04-01,-161660852645,-415474481220,574756082222,2379251643
2021-04-02,371463579042,-948754787862,563416669238,13874539582
2021-04-05,-381209381715,212854400002,170579094464,-2224112751
2021-04-06,-513328684602,-37849150779,581684221922,-30506386541
2021-04-07,-326710873264,-21869968117,324188794995,24392046386
2021-04-08,-482071218749,364076696409,107895900604,10098621736
2021-04-09,-576175666356,718992542634,-152497594313,9680718035
2021-04-12,-386212529333,687791458629,-324709885245,23130955949
2021-04-13,8724256396,-464782523913,442708925736,13349341781
2021-04-14,178011104839,-300303701445,105005786771,17286809835
2021-04-15,-504470970841,284932838857,263172915288,-43634783304
2021-04-16,-467440237462,470056762377,276518561920,-279135086835
2021-04-19,-131351507556,395475673419,-320081602428,55957436565
2021-04-20,46335219771,-390154163355,328141840451,15677103133
2021-04-21,-1283700548400,2711561538674,-1428563884279,702894005
2021-04-22,-232937706105,352708080918,-153174967002,33404592189
2021-04-23,-212266136923,226751787463,-24045605651,9559955111
2021-04-26,-46151244464,-338538293306,392211831100,-7522293330
2021-04-27,-106431302767,448446538004,-166689446402,-175325788835
2021-04-28,-434709664381,1057180936572,-592916547871,-29554724320
2021-04-29,-11465163873,34829414979,-19160491631,-4203759475
2021-04-30,-193431015610,787590371550,-562753992437,-31405363503
2021-05-03,-139150575005,587727725171,-440361181844,-8215968322
2021-05-04,167870865717,-119361043441,-73025991585,24516169309
2021-05-06,200070011047,-89594021291,-98361799840,-12114189916
2021-05-07,348161360062,-145655667489,-194972711179,-7532981394
2021-05-10,970526233681,-1198393843374,235730147846,-7862538153
2021-05-11,-1351302427950,3560197557437,-2022153165598,-186741963889
2021-05-12,-257437439679,2989497579029,-2700520659254,-31539480096
2021-05-13,2401237331,1442529958002,-1429798167239,-15133028094
2021-05-14,39256136373,404382099007,-419042048384,-24596186996
2021-05-17,-144396064415,719741714027,-600000835910,24655186298
2021-05-18,974052685165,-639832791983,-347286333474,13066440292
2021-05-20,-281820417105,822245819356,-511463799094,-28961603157
2021-05-21,56809166475,59408701895,-135146222775,18928354405
2021-05-24,36986706803,176020124461,-223331420572,10324589308
2021-05-25,883754095082,-967895765030,68269956944,15871713004
2021-05-26,287017222240,-239828085770,-18744479610,-28444656860
2021-05-27,235398563985,15522821111,-244766882949,-6154502147
2021-05-28,737122269451,-894785119079,144738777851,12924071777
2021-05-31,-774110262639,247679839860,519193964245,7236458534
2021-06-01,677830568496,-621799653752,-53906715708,-2124199036
2021-06-02,-315474749545,310928082086,36256762407,-31710094948
2021-06-03,448187807776,-683563375445,236265229198,-889661529
2021-06-04,-658494766138,469837812490,175616804169,13040149479
2021-06-07,121623736183,61329730889,-183318166757,364699685
2021-06-08,261926437147,-44714112971,-206006314119,-11206010057
2021-06-09,-458461616927,787086263527,-329478393792,853747192
2021-06-10,-1124954892621,387521353714,717655956931,19777581976
2021-06-11,266705878694,-471308481049,176446109364,28156492991
2021-06-14,-333000304167,351451940652,-10322277300,-8129359185
2021-06-15,-35985016098,199394090806,-118971468443,-44437606265
2021-06-16,32705032178,-325932702431,286609733501,6617936752
2021-06-17,-713193868834,1035557679922,-312576596413,-9787214675
2021-06-18,-178897114123,885936771940,-707139733915,100076098
2021-06-21,-1082409154162,1976996286472,-891965514949,-2621617361
2021-06-22,-7116462132,-382558789534,362457670529,27217581137
2021-06-23,-29389283916,82771977022,-9791148048,-43591545058
2021-06-24,134903993235,-45855258991,-102828577840,13779843596
2021-06-25,588470416473,-818965236964,245126007676,-14631187185
2021-06-28,-305504671326,398827184256,-84884266491,-8438246439
2021-06-29,-892893846220,1232045183643,70772217626,-409923555049
2021-06-30,-50593980862,31018915331,3942529984,15632535547
2021-07-01,-830310113957,1266028348912,-405643340198,-30074894757
2021-07-02,-222565849526,353406255563,-121237177607,-9603228430
2021-07-05,263400908083,-263258792469,779970922,-922086536
2021-07-06,69615076407,-292937500751,223965729000,-643304656
2021-07-07,-834558496105,1163142534699,-338164714070,9580675476
2021-07-08,-625528407266,1094193541867,-498539945492,29874810891
2021-07-09,-508348999024,1800553898822,-1333196984129,40992084331
2021-07-12,218299274458,-229572111993,39363126216,-28090288681
2021-07-13,306098415000,-562048646851,271260082323,-15309850472
2021-07-14,-315851648118,605649568248,-272582067189,-17215852941
2021-07-15,207534102727,-339770723745,100343011697,31893609321
2021-07-16,-571583662932,693600252453,-89932671744,-32083917777
2021-07-19,-455774877052,935939053484,-454318617188,-25845559244
2021-07-20,152058864805,37010763090,-180746180242,-8323447653
2021-07-21,-281396618677,736623898368,-492250415868,37023136177
2021-07-22,816112244593,-879158783567,58077275933,4969263041
2021-07-23,-14559163019,-88221864888,111928350911,-9147323004
2021-07-26,-338198839214,724066160644,-375393374547,-10473946883
2021-07-27,223670014055,-275977838282,42910465659,9397358568
2021-07-28,300099277167,139633101724,-421132280036,-18600098855
2021-07-29,258389552987,-17511545090,-226149523095,-14728484802
2021-07-30,-571234377402,1254776031695,-711796544406,28254890113
2021-08-02,625407915779,-487713843859,-147234168008,9540096088
2021-08-03,-34795717950,-670028154633,662912374192,41911498391
2021-08-04,889264034539,-1776551528004,907455120173,-20167626708
2021-08-05,184516206903,-252137306440,67299913828,321185709
2021-08-06,-234371141428,191155983351,56864595109,-13649437032
2021-08-09,-752683886622,949699301844,-200520664112,3505248890
2021-08-10,-383290989309,1541520555215,-637325523675,-520904042231
2021-08-11,-192523384068,1785552924081,-1613414229206,20384689193
2021-08-12,52264841932,1830810207700,-1882320137915,-754911717
2021-08-13,-165511775698,2804025921248,-2692584855599,54070710049
2021-08-17,-127644738313,586968354139,-420908486335,-38415129491
2021-08-18,410023141328,-128783470320,-259418966577,-21820704431
2021-08-19,-329684030562,802480151052,-266570991112,-206225129378
2021-08-20,-16262100552,271221673549,-253788436059,-1171136938
2021-08-23,609551398503,-576357671460,-30287442756,-2906284287
2021-08-24,231465743144,-353211173238,153594583765,-31849153671
2021-08-25,344961569123,-26684623729,163378675877,-481655621271
2021-08-26,-81422137246,440049831171,-363191496420,4563802495
2021-08-27,732056679957,-343973114787,-370827157637,-17256407533
2021-08-30,252642234837,-57698476549,-236642169823,41698411535
2021-08-31,-134652865595,-993841801343,1123333558771,5161108167
2021-09-01,-31598536463,-103027231540,74785521247,59840246756
2021-09-02,-1490238519834,941229219340,549497759556,-488459062
2021-09-03,-76608903301,-469475220581,584478482290,-38394358408
2021-09-06,45721965790,-96558094672,62302135591,-11466006709
2021-09-07,-120260093576,433689438992,-310486087546,-2943257870
2021-09-08,-183107886063,426944334921,-222942588903,-20893859955
2021-09-09,-931453900149,1202750403666,-317289935731,45993432214
2021-09-10,238309483532,279089709562,-517396709262,-2483832
2021-09-13,199606314039,-335511713578,144483449740,-8578050201
2021-09-14,763658005701,-1295113985758,293899649806,237556330251
2021-09-15,-140596187447,-184563077790,293954953628,31204311609
2021-09-16,-516040768216,459278908700,26024130997,30737728519
2021-09-17,-302020155059,223088443091,53094799071,25836912897
2021-09-23,-236142600548,-310609850456,570903254974,-24150803970
2021-09-24,-341855844034,248301684018,83511960756,10042199260
2021-09-27,8307675390,-341575622351,339353568589,-6085621628
2021-09-28,-551626116749,561081980750,6022982711,-15478846712
2021-09-29,-312573315972,960415683467,-659800765827,11958398332
2021-09-30,-217765029364,143547023113,39032562456,35185443795
2021-10-01,-487272498317,760865762811,-300038335044,26445070550
2021-10-05,236193735394,352955015560,-623162882320,34014131366
2021-10-06,83439506010,171846764516,-276048872555,20762602029
2021-10-07,614307009748,-531657594227,-107051731042,24402315521
2021-10-08,-452736604372,461716538008,-46314872059,37334938423
2021-10-12,-199930817218,979335218146,-820585336073,41180935145
2021-10-13,772426416720,-533216779424,-271067372258,31857734962
2021-10-14,503698618926,-115074866561,-384898462873,-3725289492
2021-10-15,213389625953,-300311391983,86274847018,646919012
2021-10-18,-488527483076,424101201007,39260011323,25166270746
2021-10-19,183801742904,-327600281213,145533021206,-1734482897
2021-10-20,-211412461377,283252868894,-68944463980,-2895943537
2021-10-21,118114671153,-159797903339,52856548932,-11173316746
2021-10-22,185492978407,-67360689092,-107952624300,-10179665015
2021-10-25,258825256939,-304623897323,36432084179,9366556205
2021-10-26,347379819950,-475156850406,106128682423,21648348033
2021-10-27,-349095969135,614175292362,-284521623914,19442300687
2021-10-28,-114542790955,340133930831,-248443261504,22852121628
2021-10-29,-475883970809,1256575179777,-800520807485,19829598517
2021-11-01,636807799220,-265703346149,-358644213912,-12460239159
2021-11-02,765402011369,-1075274888969,316636562821,-6763685221
2021-11-03,-420406615069,839178456518,-444430187675,25658346226
2021-11-04,337373201743,-695418701148,347410703762,10634795643
2021-11-05,-445009925767,326183141357,102293861962,16532922448
2021-11-08,-276092373499,364161959934,-117396594531,29327008096
2021-11-09,274018616800,-156481414236,-137305951707,19768749143
2021-11-10,-234981375168,234146192900,-17698188468,18533370736
2021-11-11,-242648241433,131407559227,88502043633,22738638573
2021-11-12,594517451389,-1040199255947,427073234449,18608570109
2021-11-15,414721390104,-813673484040,398260275550,691818386
2021-11-16,-517148635848,-145629513039,648749568032,14028580855
2021-11-17,-875727408050,725989177960,109728715223,40009514867
2021-11-18,-197360807112,221341637138,-45662436214,21681606188
2021-11-19,74996305419,-354223853110,232820155094,46407392597
2021-11-22,567148337556,-1369167055998,795686887351,6331831091
2021-11-23,-696062738664,380165301346,279932877274,35964560044
2021-11-24,-593130866049,239351604453,317772064569,36007197027
2021-11-25,-150364559212,201202724782,-94558304315,43720138745
2021-11-26,-370954435118,488061834196,-176901426232,59794027154
2021-11-29,714313495892,-761931329390,39650713613,7967119885
2021-11-30,-639988025853,733787485091,-133206348387,39406889149
2021-12-01,-110988786005,-1010675470718,942331958236,179332298487
2021-12-02,2888845533,-919866609598,885130297365,31847466700
2021-12-03,88680343989,-265461687059,151537941777,25243401293
2021-12-06,152086458640,-167882637224,2016862087,13779316497
2021-12-07,-75685278353,-139557714969,207444602199,7798391123
2021-12-08,802671546119,-686223790071,-78868176571,-37579579477
2021-12-09,636816072547,-507623000357,326127254730,-455320326920
2021-12-10,239480743009,14961339030,-288726831594,34284749555
2021-12-13,468761802950,-368324872079,-138459040528,38022109657
2021-12-14,-187792172277,-37596000489,183371305100,42016867666
2021-12-15,-170006870732,166791317664,-22532546193,25748099261
2021-12-16,-51540415455,-169220939479,183456673721,37304681213
2021-12-17,-13783615469,-527248081375,531894544472,9137152372
2021-12-20,-574922466360,1086046250749,-554423897171,43300112782
2021-12-21,601792086165,-647604540866,29318090553,16494364148
2021-12-22,61276751259,-499763368515,416006150820,22480466436
2021-12-23,578680091931,-820861701377,226103920910,16077688536
2021-12-24,916149584338,-1132402998839,189388790347,26864624154
2021-12-27,436229067463,-544266094217,48618825370,59418201384
2021-12-28,1518870322640,-1997573869720,448892738919,29810808161
2021-12-29,-1736020240234,1851902807271,-122289848748,6407281711
2021-12-30,-760566310057,953635633595,-213767797141,20698473603
2022-01-03,-811031613112,522981402240,265438387872,22611823000
2022-01-04,-745316705477,645727515712,90351076976,9238112789
2022-01-05,-1322174105667,698354149416,617516905106,6303051145
2022-01-06,-485486519507,284730578787,181167593205,19588347515
2022-01-07,-335729241406,-244197077734,655435275947,-75508956807
2022-01-10,-499947380505,572888215716,-81959870617,9019035406
2022-01-11,-261903590377,-218904012249,482786321571,-1978718945
2022-01-12,605503895874,-1072843549794,455070979035,12268674885
2022-01-13,-303114433217,-93451257011,369685449507,26880240721
2022-01-14,-595313940320,806922944019,-245126279953,33517276254
2022-01-17,178183156799,481412353708,-688830865413,29235354906
2022-01-18,-227403486764,199944961468,15699830516,11758694780
2022-01-19,-11917289962,-29366654082,34681239657,6602704387
2022-01-20,109130400516,146127547533,-277393182687,22135234638
2022-01-21,-643433831162,895770350171,-220504543431,-31831975578
2022-01-24,593598885427,-137679401948,-436194483347,-19725000132
2022-01-25,-168059581790,573337940107,-430991687182,25713328865
2022-01-26,-15766443109,221781844195,-241720986735,35705585649
2022-01-27,1847765950908,-139319105814,-1705550730890,-2896114204
2022-01-28,392309068388,273539671120,-701022816549,35174077041
2022-02-03,49672416467,-133917618628,83779713868,465488293
2022-02-04,214385672337,-414859875910,190349846539,10124357034
2022-02-07,-832483473207,810876218531,-6888297437,28495552113
2022-02-08,39351820778,45585304372,-96099265048,11162139898
2022-02-09,196999455577,-460135944027,239634271231,23502217219
2022-02-10,-541883393697,-306751767943,834484078721,14151082919
2022-02-11,-695298923291,70597026640,610261632284,14440264367
2022-02-14,96097244830,-189316613519,66651945195,26567423494
2022-02-15,34231456660,170514020452,-219173401349,14427924237
2022-02-16,225360015157,-207952885064,-44519911761,27112781668
2022-02-17,434468006027,-1098293810483,649279652254,14546152202
2022-02-18,103999405425,42178334587,-151429438746,5251698734
2022-02-21,-89599778020,101619954850,-63419367224,51399190394
2022-02-22,-382333654191,671418870013,-326573888211,37488672389
2022-02-23,189572819973,63430291781,-266673239547,13670127793
2022-02-24,-482649104653,1099802224578,-666929855406,49776735481
2022-02-25,194174372833,-85211485726,-122984845653,14021958546
2022-02-28,-380093596030,290801138030,96622304947,-7329846947
2022-03-02,-132216904407,426448134053,-306370972073,12139742427
2022-03-03,259123338428,-391177498039,133139907901,-1085748290
2022-03-04,-425605093937,986843347153,-586878581763,25640328547
2022-03-07,-959833773047,2115306803491,-1181507685187,26034654743
2022-03-08,-291396936373,732044088119,-473645123116,32997971370
2022-03-10,764462711891,-352463717194,-426990831494,14991836797
2022-03-11,-371014608923,1029409471014,-686122603997,27727741906
2022-03-14,5460611501,625037084331,-639940267105,9442571273
2022-03-15,47772680389,598642869045,-675254350533,28838801099
2022-03-16,365628462370,-236339999689,-134080450398,4791987717
2022-03-17,250388252272,-695387580355,463915719192,-18916391109
2022-03-18,-14265814433,135331279822,-102082642821,-18982822568
2022-03-21,-334620689166,805955177103,-489837378871,18502890934
2022-03-22,-32274878766,-185451403356,219766743850,-2040461728
2022-03-23,235504479508,-298539394773,57151183552,5883731713
2022-03-24,-1585856949859,509133183846,1016196138815,60527627198
2022-03-25,-127830711068,663402955889,-551718869504,16146624683
2022-03-28,67596993518,192144350792,-262835990892,3094646582
2022-03-29,326573526113,-8465058715,-279922924394,-38185543004
2022-03-30,159297163945,-137998012903,-9628159945,-11670991097
2022-03-31,188685776995,-12771893415,-174258526498,-1655357082
2022-04-01,-783048631229,846013505676,-68148756009,5183881562
2022-04-04,13587375175,-2596676697,22337709452,-33328407930
2022-04-05,-247758437594,238185997388,14377268806,-4804828600
2022-04-06,-565795866434,1140200006528,-583599819464,9195679370
2022-04-07,-520333048428,1279889827909,-768254809061,8698029580
2022-04-08,9809475596,423363452899,-454432744977,21259816482
2022-04-11,1834232354,125909622613,-134300817703,6556962736
2022-04-12,-120298454589,561356646157,-465719286708,24661095140
2022-04-13,639266067323,-584203124053,-64907396045,9844452775
2022-04-14,154694530524,89756166041,-252830127560,8379430995
2022-04-15,-442555822338,748606029907,-318077077645,12026870076
2022-04-18,-18825448891,102011644822,-94658284123,11472088192
