# 국제 금 **현물** 시세 (USD/트로이온스, 일별) · XAU/USD
#   창구 — investing.com API(instrumentId 68). scripts/gold_spot.py 가 만든다.
#   ⚠ 직접 HTTP 는 403 이라 **Aside 브라우저**로만 받는다. cron 에서 못 돈다.
#   ⚠ **1985년 이전은 종가만 믿는다** — 시·고·저가 종가 복사다.
#      실측 flat 비율: 1980~84 100% · 1985~89 29% · 1990~94 3% · 1995~ 2%.
#      이 파일 전체 flat 비율 14.5%.
#   ⚠ 월별(금가격_월별_1833)은 현물, 일별(금가격_일별)은 COMEX 선물이다.
#      선물은 콘탱고로 현물보다 중앙 +0.5% 높다. 셋을 섞어 쓰지 않는다.
date,open,high,low,close
2003-08-12,361.75,358.40,358.40,358.40
2003-08-13,358.40,362.65,362.65,362.65
2003-08-14,362.35,365.85,365.85,365.85
2003-08-15,366.35,363.55,363.55,363.55
2003-08-18,363.62,358.62,358.62,358.62
2003-08-19,358.88,361.88,361.88,361.88
2003-08-20,361.98,366.27,366.27,366.27
2003-08-21,366.38,361.38,361.38,361.38
2003-08-22,361.85,363.15,363.15,363.15
2003-08-25,362.45,361.40,361.40,361.40
2003-08-26,361.25,364.65,364.65,364.65
2003-08-27,364.75,372.50,372.50,372.50
2003-08-28,372.15,369.65,369.65,369.65
2003-08-29,369.88,375.57,375.57,375.57
2003-09-01,374.90,375.90,375.90,375.90
2003-09-02,376.12,371.62,371.62,371.62
2003-09-03,371.75,373.85,373.85,373.85
2003-09-04,375.05,373.45,373.45,373.45
2003-09-05,373.20,377.20,377.20,377.20
2003-09-08,376.65,375.25,375.25,375.25
2003-09-09,375.25,382.65,382.65,382.65
2003-09-10,382.00,380.40,380.40,380.40
2003-09-11,380.25,380.25,380.25,380.25
2003-09-12,379.77,375.12,375.12,375.12
2003-09-15,375.80,374.10,374.10,374.10
2003-09-16,374.35,373.15,373.15,373.15
2003-09-17,373.00,376.75,376.75,376.75
2003-09-18,376.00,376.65,376.65,376.65
2003-09-19,376.85,381.95,381.95,381.95
2003-09-22,382.25,387.10,387.10,387.10
2003-09-23,386.50,384.70,384.70,384.70
2003-09-24,385.25,389.35,389.35,389.35
2003-09-25,389.12,385.38,385.38,385.38
2003-09-26,384.75,380.85,380.85,380.85
2003-09-29,381.25,382.25,382.25,382.25
2003-09-30,383.00,385.25,385.25,385.25
2003-10-01,385.07,384.57,384.57,384.57
2003-10-02,385.20,382.80,382.80,382.80
2003-10-03,383.35,369.70,369.70,369.70
2003-10-06,371.50,372.95,372.95,372.95
2003-10-07,373.00,376.50,376.50,376.50
2003-10-08,376.85,375.20,375.20,375.20
2003-10-09,375.70,370.00,370.00,370.00
2003-10-10,370.38,373.62,373.62,373.62
2003-10-13,373.60,374.65,374.65,374.65
2003-10-14,374.30,375.40,375.40,375.40
2003-10-15,375.75,373.15,373.15,373.15
2003-10-16,372.85,371.70,371.70,371.70
2003-10-17,372.18,371.68,371.68,371.68
2003-10-20,372.55,373.35,373.35,373.35
2003-10-21,373.25,381.25,381.25,381.25
2003-10-22,380.65,385.85,385.85,385.85
2003-10-23,384.55,384.75,384.75,384.75
2003-10-24,384.65,388.70,388.70,388.70
2003-10-27,388.25,387.90,387.90,387.90
2003-10-28,388.25,382.85,382.85,382.85
2003-10-29,383.00,386.55,386.55,386.55
2003-10-30,385.75,383.50,383.50,383.50
2003-10-31,383.40,384.40,384.40,384.40
2003-11-03,384.60,377.10,377.10,377.10
2003-11-04,377.45,379.60,379.60,379.60
2003-11-05,380.02,381.52,381.52,381.52
2003-11-06,382.00,379.95,379.95,379.95
2003-11-07,380.38,383.12,383.12,383.12
2003-11-10,383.25,386.45,386.45,386.45
2003-11-11,385.75,387.70,387.70,387.70
2003-11-12,388.10,394.05,394.05,394.05
2003-11-13,394.25,394.65,394.65,394.65
2003-11-14,394.88,397.62,397.62,397.62
2003-11-17,399.00,390.25,390.25,390.25
2003-11-18,390.75,398.50,398.50,398.50
2003-11-19,398.75,394.75,394.75,394.75
2003-11-20,394.95,394.55,394.55,394.55
2003-11-21,394.65,396.20,396.20,396.20
2003-11-24,396.25,391.50,391.50,391.50
2003-11-25,391.90,391.25,391.25,391.25
2003-11-26,391.38,396.62,396.62,396.62
2003-11-27,396.00,395.20,395.20,395.20
2003-11-28,395.38,397.88,397.88,397.88
2003-12-01,398.62,403.38,403.38,403.38
2003-12-02,402.25,403.25,403.25,403.25
2003-12-03,403.75,404.65,404.65,404.65
2003-12-04,404.38,402.88,402.88,402.88
2003-12-05,402.25,406.35,406.35,406.35
2003-12-08,406.18,407.12,407.12,407.12
2003-12-09,406.38,408.38,408.38,408.38
2003-12-10,408.48,405.52,405.52,405.52
2003-12-11,404.88,405.12,405.12,405.12
2003-12-12,405.15,409.15,409.15,409.15
2003-12-15,408.38,409.38,409.38,409.38
2003-12-16,410.38,407.38,407.38,407.38
2003-12-17,407.88,412.62,412.62,412.62
2003-12-18,412.50,410.75,410.75,410.75
2003-12-19,410.65,409.35,409.35,409.35
2003-12-22,408.62,410.12,410.12,410.12
2003-12-23,409.98,410.88,410.88,410.88
2003-12-24,411.60,412.00,412.00,412.00
2003-12-25,412.05,412.00,412.00,412.00
2003-12-26,413.15,412.40,412.40,412.40
2003-12-29,411.88,414.77,414.77,414.77
2003-12-30,414.57,416.38,416.38,416.38
2003-12-31,416.35,415.05,415.05,415.05
2004-01-02,415.38,415.12,415.12,415.12
2004-01-05,416.12,423.62,423.62,423.62
2004-01-06,423.68,422.38,422.38,422.38
2004-01-07,422.12,420.38,420.38,420.38
2004-01-08,420.62,423.88,423.88,423.88
2004-01-09,423.60,426.60,426.60,426.60
2004-01-12,426.62,424.88,424.88,424.88
2004-01-13,424.62,424.12,424.12,424.12
2004-01-14,424.38,419.38,419.38,419.38
2004-01-15,419.88,408.62,408.62,408.62
2004-01-16,409.38,406.57,406.57,406.57
2004-01-19,407.50,407.25,407.25,407.25
2004-01-20,406.88,412.88,412.88,412.88
2004-01-21,412.55,410.70,410.70,410.70
2004-01-22,410.98,409.62,409.62,409.62
2004-01-23,410.12,408.18,408.18,408.18
2004-01-26,407.62,403.88,403.88,403.88
2004-01-27,404.12,410.38,410.38,410.38
2004-01-28,410.12,410.38,410.38,410.38
2004-01-29,409.38,399.88,399.88,399.88
2004-01-30,399.88,402.57,402.57,402.57
2004-02-02,402.38,398.38,398.38,398.38
2004-02-03,398.62,399.62,399.62,399.62
2004-02-04,400.12,400.88,400.88,400.88
2004-02-05,400.80,397.30,397.30,397.30
2004-02-06,397.75,403.30,403.30,403.30
2004-02-09,402.38,406.88,406.88,406.88
2004-02-10,406.90,406.50,406.50,406.50
2004-02-11,406.12,411.62,411.62,411.62
2004-02-12,411.60,412.50,412.50,412.50
2004-02-13,412.35,410.20,410.20,410.20
2004-02-16,410.40,411.80,411.80,411.80
2004-02-17,411.48,415.62,415.62,415.62
2004-02-18,415.62,410.62,410.62,410.62
2004-02-19,410.88,409.88,409.88,409.88
2004-02-20,410.88,397.62,397.62,397.62
2004-02-23,398.10,398.90,398.90,398.90
2004-02-24,398.88,404.12,404.12,404.12
2004-02-25,403.85,395.80,395.80,395.80
2004-02-26,396.12,395.38,395.38,395.38
2004-02-27,395.10,396.45,396.45,396.45
2004-03-01,397.12,399.88,399.88,399.88
2004-03-02,399.55,393.30,393.30,393.30
2004-03-03,392.62,393.38,393.38,393.38
2004-03-04,392.62,393.12,393.12,393.12
2004-03-05,392.75,401.40,401.40,401.40
2004-03-08,400.62,401.62,401.62,401.62
2004-03-09,402.12,402.62,402.62,402.62
2004-03-10,403.35,400.30,400.30,400.30
2004-03-11,400.12,402.38,402.38,402.38
2004-03-12,402.60,395.25,395.25,395.25
2004-03-15,396.12,399.38,399.38,399.38
2004-03-16,400.12,402.62,402.62,402.62
2004-03-17,402.27,407.38,407.38,407.38
2004-03-18,407.12,411.38,411.38,411.38
2004-03-19,410.88,412.12,412.12,412.12
2004-03-22,412.12,417.38,417.38,417.38
2004-03-23,417.62,419.88,419.88,419.88
2004-03-24,419.62,415.88,415.88,415.88
2004-03-25,415.38,416.38,416.38,416.38
2004-03-26,416.50,422.50,422.50,422.50
2004-03-29,421.62,418.12,418.12,418.12
2004-03-30,417.50,421.55,421.55,421.55
2004-03-31,421.38,426.62,426.62,426.62
2004-04-01,426.88,426.38,426.38,426.38
2004-04-02,426.25,419.80,419.80,419.80
2004-04-05,421.12,415.62,415.62,415.62
2004-04-06,415.88,419.88,419.88,419.88
2004-04-07,419.62,423.38,423.38,423.38
2004-04-08,422.75,419.50,419.50,419.50
2004-04-09,419.50,421.25,421.25,421.25
2004-04-12,420.00,419.20,419.20,419.20
2004-04-13,420.18,406.88,406.88,406.88
2004-04-14,407.38,400.88,400.88,400.88
2004-04-15,401.18,399.12,399.12,399.12
2004-04-16,399.60,400.50,400.50,400.50
2004-04-19,402.35,400.30,400.30,400.30
2004-04-20,400.77,395.12,395.12,395.12
2004-04-21,394.62,390.38,390.38,390.38
2004-04-22,391.25,394.25,394.25,394.25
2004-04-23,394.50,395.10,395.10,395.10
2004-04-26,395.50,396.60,396.60,396.60
2004-04-27,396.65,398.75,398.75,398.75
2004-04-28,398.77,385.38,385.38,385.38
2004-04-29,384.88,387.88,387.88,387.88
2004-04-30,388.40,387.60,387.60,387.60
2004-05-03,389.00,387.35,387.35,387.35
2004-05-04,387.85,392.50,392.50,392.50
2004-05-05,393.10,393.70,393.70,393.70
2004-05-06,393.38,387.77,387.77,387.77
2004-05-07,388.00,379.10,379.10,379.10
2004-05-10,378.50,378.50,378.50,378.50
2004-05-11,377.88,377.98,377.98,377.98
2004-05-12,378.62,378.38,378.38,378.38
2004-05-13,378.60,374.90,374.90,374.90
2004-05-14,374.12,377.07,377.07,377.07
2004-05-17,377.88,379.38,379.38,379.38
2004-05-18,378.75,377.15,377.15,377.15
2004-05-19,376.75,382.00,382.00,382.00
2004-05-20,381.50,380.00,380.00,380.00
2004-05-21,380.38,384.88,384.88,384.88
2004-05-24,384.50,386.25,386.25,386.25
2004-05-25,385.75,388.00,388.00,388.00
2004-05-26,388.75,388.50,388.50,388.50
2004-05-27,388.65,395.75,395.75,395.75
2004-05-28,395.62,394.18,394.18,394.18
2004-05-31,394.15,395.50,395.50,395.50
2004-06-01,395.27,394.62,394.62,394.62
2004-06-02,394.48,390.88,390.88,390.88
2004-06-03,391.12,388.38,388.38,388.38
2004-06-04,388.50,391.05,391.05,391.05
2004-06-07,391.62,393.88,393.88,393.88
2004-06-08,394.23,391.38,391.38,391.38
2004-06-09,391.88,384.12,384.12,384.12
2004-06-10,383.38,386.07,386.07,386.07
2004-06-11,385.85,385.05,385.05,385.05
2004-06-14,384.18,383.38,383.38,383.38
2004-06-15,383.75,389.15,389.15,389.15
2004-06-16,388.75,384.75,384.75,384.75
2004-06-17,385.07,387.82,387.82,387.82
2004-06-18,388.38,395.27,395.27,395.27
2004-06-21,394.88,394.38,394.38,394.38
2004-06-22,394.18,395.38,395.38,395.38
2004-06-23,395.38,394.88,394.88,394.88
2004-06-24,394.88,402.12,402.12,402.12
2004-06-25,402.27,402.68,402.68,402.68
2004-06-28,403.12,400.88,400.88,400.88
2004-06-29,401.62,392.27,392.27,392.27
2004-06-30,392.88,394.38,394.38,394.38
2004-07-01,394.50,396.05,396.05,396.05
2004-07-02,395.88,397.93,397.93,397.93
2004-07-05,397.75,397.70,397.70,397.70
2004-07-06,398.12,392.12,392.12,392.12
2004-07-07,392.62,401.77,401.77,401.77
2004-07-08,401.88,407.12,407.12,407.12
2004-07-09,406.27,407.57,407.57,407.57
2004-07-12,407.50,407.15,407.15,407.15
2004-07-13,407.48,402.38,402.38,402.38
2004-07-14,402.38,405.12,405.12,405.12
2004-07-15,404.35,404.30,404.30,404.30
2004-07-16,404.10,406.45,406.45,406.45
2004-07-19,406.50,405.95,405.95,405.95
2004-07-20,406.38,400.12,400.12,400.12
2004-07-21,400.50,398.00,398.00,398.00
2004-07-22,397.88,395.07,395.07,395.07
2004-07-23,395.75,389.95,389.95,389.95
2004-07-26,390.88,390.62,390.62,390.62
2004-07-27,391.12,388.12,388.12,388.12
2004-07-28,387.75,389.15,389.15,389.15
2004-07-29,388.52,388.38,388.38,388.38
2004-07-30,388.05,391.25,391.25,391.25
2004-08-02,394.25,392.05,392.05,392.05
2004-08-03,391.12,393.88,393.88,393.88
2004-08-04,393.88,392.38,392.38,392.38
2004-08-05,392.25,392.85,392.85,392.85
2004-08-06,392.25,399.75,399.75,399.75
2004-08-09,398.62,400.38,400.38,400.38
2004-08-10,399.93,398.18,398.18,398.18
2004-08-11,397.50,396.05,396.05,396.05
2004-08-12,395.75,394.80,394.80,394.80
2004-08-13,394.75,398.90,398.90,398.90
2004-08-16,399.75,402.75,402.75,402.75
2004-08-17,402.50,404.45,404.45,404.45
2004-08-18,404.25,404.45,404.45,404.45
2004-08-19,404.38,406.88,406.88,406.88
2004-08-20,406.38,413.32,413.32,413.32
2004-08-23,412.12,408.62,408.62,408.62
2004-08-24,409.12,403.18,403.18,403.18
2004-08-25,403.38,406.82,406.82,406.82
2004-08-26,407.12,406.88,406.88,406.88
2004-08-27,406.88,403.23,403.23,403.23
2004-08-30,403.62,406.88,406.88,406.88
2004-08-31,407.12,409.82,409.82,409.82
2004-09-01,410.15,408.60,408.60,408.60
2004-09-02,408.50,406.05,406.05,406.05
2004-09-03,405.88,400.52,400.52,400.52
2004-09-06,401.38,401.88,401.88,401.88
2004-09-07,401.62,397.88,397.88,397.88
2004-09-08,397.75,399.55,399.55,399.55
2004-09-09,399.57,399.12,399.12,399.12
2004-09-10,399.38,401.93,401.93,401.93
2004-09-13,402.12,403.82,403.82,403.82
2004-09-14,403.82,405.62,405.62,405.62
2004-09-15,403.62,404.62,404.62,404.62
2004-09-16,404.88,404.62,404.62,404.62
2004-09-17,404.68,405.88,405.88,405.88
2004-09-20,404.85,405.35,405.35,405.35
2004-09-21,404.88,409.12,409.12,409.12
2004-09-22,409.12,407.38,407.38,407.38
2004-09-23,404.88,410.12,410.12,410.12
2004-09-24,409.38,407.93,407.93,407.93
2004-09-27,409.77,408.62,408.62,408.62
2004-09-28,408.75,412.25,412.25,412.25
2004-09-29,412.88,413.02,413.02,413.02
2004-09-30,412.50,418.25,418.25,418.25
2004-10-01,418.12,419.23,419.23,419.23
2004-10-04,418.75,413.95,413.95,413.95
2004-10-05,414.38,418.38,418.38,418.38
2004-10-06,419.12,417.88,417.88,417.88
2004-10-07,418.12,418.18,418.18,418.18
2004-10-08,418.12,422.82,422.82,422.82
2004-10-11,419.38,421.82,421.82,421.82
2004-10-12,421.82,415.12,415.12,415.12
2004-10-13,413.57,416.38,416.38,416.38
2004-10-14,415.65,418.15,418.15,418.15
2004-10-15,417.98,418.82,418.82,418.82
2004-10-18,418.62,416.62,416.62,416.62
2004-10-19,415.62,419.88,419.88,419.88
2004-10-20,420.23,424.12,424.12,424.12
2004-10-21,423.88,423.82,423.82,423.82
2004-10-22,424.62,424.32,424.32,424.32
2004-10-25,425.12,428.62,428.62,428.62
2004-10-26,428.98,427.12,427.12,427.12
2004-10-27,426.77,424.12,424.12,424.12
2004-10-28,423.95,424.15,424.15,424.15
2004-10-29,424.18,428.52,428.52,428.52
2004-11-01,429.50,427.00,427.00,427.00
2004-11-02,425.88,421.88,421.88,421.88
2004-11-03,421.38,427.52,427.52,427.52
2004-11-04,426.88,429.62,429.62,429.62
2004-11-05,429.62,433.62,433.62,433.62
2004-11-08,431.12,431.88,431.88,431.88
2004-11-09,432.12,435.32,435.32,435.32
2004-11-10,434.88,433.88,433.88,433.88
2004-11-11,434.12,434.88,434.88,434.88
2004-11-12,434.50,437.95,437.95,437.95
2004-11-15,437.62,436.82,436.82,436.82
2004-11-16,436.88,439.62,439.62,439.62
2004-11-17,439.38,444.62,444.62,444.62
2004-11-18,444.77,443.12,443.12,443.12
2004-11-19,442.38,447.02,447.02,447.02
2004-11-22,446.62,448.62,448.62,448.62
2004-11-23,448.50,447.00,447.00,447.00
2004-11-24,447.38,449.12,449.12,449.12
2004-11-25,449.20,451.70,451.70,451.70
2004-11-26,451.38,452.62,452.62,452.62
2004-11-29,454.12,453.68,453.68,453.68
2004-11-30,453.12,450.88,450.88,450.88
2004-12-01,451.12,453.68,453.68,453.68
2004-12-02,454.60,449.35,449.35,449.35
2004-12-03,449.48,455.82,455.82,455.82
2004-12-06,455.25,452.45,452.45,452.45
2004-12-07,451.90,450.90,450.90,450.90
2004-12-08,451.00,440.20,440.20,440.20
2004-12-09,440.40,437.80,437.80,437.80
2004-12-10,437.30,434.50,434.50,434.50
2004-12-13,434.15,439.10,439.10,439.10
2004-12-14,438.88,435.52,435.52,435.52
2004-12-15,436.12,440.12,440.12,440.12
2004-12-16,440.88,437.12,437.12,437.12
2004-12-17,437.38,441.18,441.18,441.18
2004-12-20,441.62,443.02,443.02,443.02
2004-12-21,442.93,441.88,441.88,441.88
2004-12-22,441.88,439.68,439.68,439.68
2004-12-23,439.88,441.88,441.88,441.88
2004-12-24,442.15,442.70,442.70,442.70
2004-12-27,442.38,444.73,444.73,444.73
2004-12-28,444.75,443.50,443.50,443.50
2004-12-29,443.88,436.38,436.38,436.38
2004-12-30,436.25,437.45,437.45,437.45
2004-12-31,437.60,438.45,438.45,438.45
2005-01-03,437.85,428.95,428.95,428.95
2005-01-04,429.60,427.65,427.65,427.65
2005-01-05,427.55,426.55,426.55,426.55
2005-01-06,426.77,421.32,421.32,421.32
2005-01-07,421.75,418.95,418.95,418.95
2005-01-10,419.38,419.12,419.12,419.12
2005-01-11,419.98,422.38,422.38,422.38
2005-01-12,422.62,426.12,426.12,426.12
2005-01-13,426.02,425.12,425.12,425.12
2005-01-14,425.25,423.15,423.15,423.15
2005-01-17,422.62,422.38,422.38,422.38
2005-01-18,421.75,423.05,423.05,423.05
2005-01-19,423.05,422.85,422.85,422.85
2005-01-20,423.15,422.55,422.55,422.55
2005-01-21,422.35,426.75,426.75,426.75
2005-01-24,427.38,427.27,427.27,427.27
2005-01-25,427.68,422.43,422.43,422.43
2005-01-26,422.15,426.50,426.50,426.50
2005-01-27,426.65,426.20,426.20,426.20
2005-01-28,426.20,426.80,426.80,426.80
2005-01-31,426.38,422.62,422.62,422.62
2005-02-01,422.40,421.10,421.10,421.10
2005-02-02,420.98,421.98,421.98,421.98
2005-02-03,421.80,417.10,417.10,417.10
2005-02-04,417.10,414.60,414.60,414.60
2005-02-07,414.65,414.20,414.20,414.20
2005-02-08,413.65,412.80,412.80,412.80
2005-02-09,412.57,413.12,413.12,413.12
2005-02-10,413.38,417.62,417.62,417.62
2005-02-11,417.38,420.88,420.88,420.88
2005-02-14,420.62,425.88,425.88,425.88
2005-02-15,425.62,425.62,425.62,425.62
2005-02-16,425.38,425.38,425.38,425.38
2005-02-17,425.20,427.45,427.45,427.45
2005-02-18,427.27,427.43,427.43,427.43
2005-02-21,428.75,427.35,427.35,427.35
2005-02-22,427.10,434.55,434.55,434.55
2005-02-23,435.50,434.50,434.50,434.50
2005-02-24,434.27,434.12,434.12,434.12
2005-02-25,433.62,434.93,434.93,434.93
2005-02-28,434.88,435.62,435.62,435.62
2005-03-01,435.65,432.75,432.75,432.75
2005-03-02,432.35,432.65,432.65,432.65
2005-03-03,431.88,430.27,430.27,430.27
2005-03-04,430.10,434.00,434.00,434.00
2005-03-07,433.98,434.62,434.62,434.62
2005-03-08,434.62,440.62,440.62,440.62
2005-03-09,441.12,440.62,440.62,440.62
2005-03-10,440.43,442.38,442.38,442.38
2005-03-11,441.85,445.85,445.85,445.85
2005-03-14,445.62,441.18,441.18,441.18
2005-03-15,440.88,440.88,440.88,440.88
2005-03-16,440.60,443.65,443.65,443.65
2005-03-17,443.12,438.43,438.43,438.43
2005-03-18,438.85,439.35,439.35,439.35
2005-03-21,439.00,431.35,431.35,431.35
2005-03-22,431.55,427.25,427.25,427.25
2005-03-23,426.85,424.85,424.85,424.85
2005-03-24,425.45,425.05,425.05,425.05
2005-03-25,425.25,426.25,426.25,426.25
2005-03-28,425.38,425.88,425.88,425.88
2005-03-29,426.12,426.38,426.38,426.38
2005-03-30,426.12,426.38,426.38,426.38
2005-03-31,426.60,428.45,428.45,428.45
2005-04-01,428.35,426.15,426.15,426.15
2005-04-04,425.88,424.32,424.32,424.32
2005-04-05,424.35,425.05,425.05,425.05
2005-04-06,424.88,426.77,426.77,426.77
2005-04-07,426.77,426.02,426.02,426.02
2005-04-08,425.62,425.12,425.12,425.12
2005-04-11,426.88,428.12,428.12,428.12
2005-04-12,428.65,428.25,428.25,428.25
2005-04-13,428.57,429.12,429.12,429.12
2005-04-14,429.18,424.02,424.02,424.02
2005-04-15,423.70,425.00,425.00,425.00
2005-04-18,424.50,427.25,427.25,427.25
2005-04-19,426.98,433.57,433.57,433.57
2005-04-20,433.77,434.77,434.77,434.77
2005-04-21,434.68,432.57,432.57,432.57
2005-04-22,432.80,434.60,434.60,434.60
2005-04-25,433.95,434.65,434.65,434.65
2005-04-26,436.12,437.12,437.12,437.12
2005-04-27,436.12,432.27,432.27,432.27
2005-04-28,432.88,431.18,431.18,431.18
2005-04-29,431.57,434.88,434.88,434.88
2005-05-02,434.38,429.98,429.98,429.98
2005-05-03,428.85,427.65,427.65,427.65
2005-05-04,427.68,429.23,429.23,429.23
2005-05-05,430.07,430.02,430.02,430.02
2005-05-06,430.02,425.73,425.73,425.73
2005-05-09,426.38,426.12,426.12,426.12
2005-05-10,426.38,426.62,426.62,426.62
2005-05-11,426.98,427.38,427.38,427.38
2005-05-12,427.68,422.38,422.38,422.38
2005-05-13,422.60,420.40,420.40,420.40
2005-05-16,420.25,419.50,419.50,419.50
2005-05-17,419.85,418.75,418.75,418.75
2005-05-18,418.75,421.50,421.50,421.50
2005-05-19,421.85,420.65,420.65,420.65
2005-05-20,420.68,417.77,417.77,417.77
2005-05-23,417.65,417.25,417.25,417.25
2005-05-24,417.45,418.00,418.00,418.00
2005-05-25,418.20,419.55,419.55,419.55
2005-05-26,418.95,417.75,417.75,417.75
2005-05-27,417.85,420.05,420.05,420.05
2005-05-30,419.60,418.75,418.75,418.75
2005-05-31,418.85,417.35,417.35,417.35
2005-06-01,417.00,415.45,415.45,415.45
2005-06-02,414.25,421.65,421.65,421.65
2005-06-03,422.15,422.45,422.45,422.45
2005-06-06,422.55,426.00,426.00,426.00
2005-06-07,426.35,424.45,424.45,424.45
2005-06-08,424.45,423.55,423.55,423.55
2005-06-09,423.82,423.77,423.77,423.77
2005-06-10,423.85,427.35,427.35,427.35
2005-06-13,425.80,428.90,428.90,428.90
2005-06-14,426.88,426.82,426.82,426.82
2005-06-15,426.95,428.65,428.65,428.65
2005-06-16,428.85,436.15,436.15,436.15
2005-06-17,435.60,438.35,438.35,438.35
2005-06-20,438.10,438.15,438.15,438.15
2005-06-21,437.38,438.88,438.88,438.88
2005-06-22,438.50,438.05,438.05,438.05
2005-06-23,437.95,441.25,441.25,441.25
2005-06-24,440.85,440.55,440.55,440.55
2005-06-27,439.62,439.62,439.62,439.62
2005-06-28,439.55,436.00,436.00,436.00
2005-06-29,436.15,437.35,437.35,437.35
2005-06-30,436.85,435.25,435.25,435.25
2005-07-01,434.85,427.65,427.65,427.65
2005-07-04,428.35,427.65,427.65,427.65
2005-07-05,427.25,423.75,423.75,423.75
2005-07-06,423.85,423.50,423.50,423.50
2005-07-07,423.88,424.62,424.62,424.62
2005-07-08,424.65,423.05,423.05,423.05
2005-07-11,423.75,425.75,425.75,425.75
2005-07-12,425.75,426.75,426.75,426.75
2005-07-13,426.65,424.35,424.35,424.35
2005-07-14,424.10,420.05,420.05,420.05
2005-07-15,419.85,421.55,421.55,421.55
2005-07-18,421.25,420.85,420.85,420.85
2005-07-19,421.15,419.85,419.85,419.85
2005-07-20,420.35,422.95,422.95,422.95
2005-07-21,423.05,425.70,425.70,425.70
2005-07-22,426.40,424.90,424.90,424.90
2005-07-25,425.20,426.00,426.00,426.00
2005-07-26,425.75,423.25,423.25,423.25
2005-07-27,423.45,425.25,425.25,425.25
2005-07-28,425.05,428.00,428.00,428.00
2005-07-29,427.90,430.20,430.20,430.20
2005-08-01,429.70,432.00,432.00,432.00
2005-08-02,431.75,432.15,432.15,432.15
2005-08-03,432.00,436.65,436.65,436.65
2005-08-04,436.75,437.75,437.75,437.75
2005-08-05,437.60,437.95,437.95,437.95
2005-08-08,437.40,435.00,435.00,435.00
2005-08-09,434.90,435.20,435.20,435.20
2005-08-10,435.00,437.50,437.50,437.50
2005-08-11,437.50,446.00,446.00,446.00
2005-08-12,445.80,446.20,446.20,446.20
2005-08-15,446.25,442.60,442.60,442.60
2005-08-16,442.55,446.15,446.15,446.15
2005-08-17,446.15,440.15,440.15,440.15
2005-08-18,440.60,439.70,439.70,439.70
2005-08-19,439.90,436.30,436.30,436.30
2005-08-22,437.25,438.15,438.15,438.15
2005-08-23,438.00,439.00,439.00,439.00
2005-08-24,439.40,437.50,437.50,437.50
2005-08-25,437.55,438.30,438.30,438.30
2005-08-26,438.25,437.60,437.60,437.60
2005-08-29,438.65,436.95,436.95,436.95
2005-08-30,436.50,431.25,431.25,431.25
2005-08-31,431.55,435.25,435.25,435.25
2005-09-01,435.00,443.25,443.25,443.25
2005-09-02,443.05,444.65,444.65,444.65
2005-09-05,444.35,445.25,445.25,445.25
2005-09-06,445.75,444.00,444.00,444.00
2005-09-07,443.90,444.65,444.65,444.65
2005-09-08,444.75,447.15,447.15,447.15
2005-09-09,446.60,449.25,449.25,449.25
2005-09-12,449.85,449.35,449.35,449.35
2005-09-13,449.55,446.20,446.20,446.20
2005-09-14,446.45,450.75,450.75,450.75
2005-09-15,450.85,455.25,455.25,455.25
2005-09-16,455.85,459.75,459.75,459.75
2005-09-19,459.35,464.95,464.95,464.95
2005-09-20,464.00,464.05,464.05,464.05
2005-09-21,464.35,472.15,472.15,472.15
2005-09-22,472.15,465.75,465.75,465.75
2005-09-23,465.35,463.25,463.25,463.25
2005-09-26,463.88,466.62,466.62,466.62
2005-09-27,466.25,462.25,462.25,462.25
2005-09-28,462.88,469.38,469.38,469.38
2005-09-29,469.25,472.25,472.25,472.25
2005-09-30,471.60,469.15,469.15,469.15
2005-10-03,467.60,466.15,466.15,466.15
2005-10-04,465.65,466.35,466.35,466.35
2005-10-05,466.85,464.95,464.95,464.95
2005-10-06,465.10,472.75,472.75,472.75
2005-10-07,473.60,474.15,474.15,474.15
2005-10-10,474.60,475.15,475.15,475.15
2005-10-11,475.35,475.55,475.55,475.55
2005-10-12,476.12,470.88,470.88,470.88
2005-10-13,471.25,471.75,471.75,471.75
2005-10-14,471.90,469.60,469.60,469.60
2005-10-17,469.65,473.90,473.90,473.90
2005-10-18,474.20,471.90,471.90,471.90
2005-10-19,471.55,464.90,464.90,464.90
2005-10-20,464.65,461.25,461.25,461.25
2005-10-21,462.38,466.88,466.88,466.88
2005-10-24,466.20,465.25,465.25,465.25
2005-10-25,465.35,472.60,472.60,472.60
2005-10-26,472.55,470.65,470.65,470.65
2005-10-27,470.90,473.90,473.90,473.90
2005-10-28,474.35,473.45,473.45,473.45
2005-10-31,472.90,465.20,465.20,465.20
2005-11-01,465.30,459.30,459.30,459.30
2005-11-02,459.15,462.85,462.85,462.85
2005-11-03,463.40,460.70,460.70,460.70
2005-11-04,461.40,456.60,456.60,456.60
2005-11-07,457.00,459.50,459.50,459.50
2005-11-08,459.45,461.60,461.60,461.60
2005-11-09,460.60,466.30,466.30,466.30
2005-11-10,466.90,467.10,467.10,467.10
2005-11-11,466.90,468.70,468.70,468.70
2005-11-14,469.40,468.00,468.00,468.00
2005-11-15,469.35,468.25,468.25,468.25
2005-11-16,468.68,479.38,479.38,479.38
2005-11-17,479.10,484.95,484.95,484.95
2005-11-18,485.65,485.80,485.80,485.80
