일자,시장,종목수,상승,하락,하락비율,급락비율
20230323,코스닥,1514,350,1164,76.88,4.1
20230323,코스피,895,224,671,74.97,1.34
20230324,코스닥,1496,1091,405,27.07,1.07
20230324,코스피,861,467,394,45.76,0.93
20230327,코스닥,1512,621,891,58.93,2.18
20230327,코스피,871,315,556,63.83,0.8
20230328,코스닥,1499,1079,420,28.02,1.93
20230328,코스피,881,690,191,21.68,0.57
20230329,코스닥,1492,809,683,45.78,2.48
20230329,코스피,862,553,309,35.85,0.35
20230330,코스닥,1494,940,554,37.08,2.07
20230330,코스피,875,596,279,31.89,1.03
20230331,코스닥,1512,508,1004,66.4,6.94
20230331,코스피,890,481,409,45.96,1.57
20230403,코스닥,1516,862,654,43.14,2.44
20230403,코스피,885,513,372,42.03,0.79
20230404,코스닥,1506,978,528,35.06,2.52
20230404,코스피,881,639,242,27.47,1.48
20230405,코스닥,1484,958,526,35.44,1.75
20230405,코스피,878,419,459,52.28,0.91
20230406,코스닥,1525,307,1218,79.87,5.9
20230406,코스피,895,192,703,78.55,1.23
20230407,코스닥,1488,804,684,45.97,2.35
20230407,코스피,857,435,422,49.24,1.28
20230410,코스닥,1530,306,1224,80.0,5.56
20230410,코스피,899,222,677,75.31,1.67
20230411,코스닥,1503,1048,455,30.27,1.53
20230411,코스피,891,688,203,22.78,0.67
20230412,코스닥,1500,977,523,34.87,3.73
20230412,코스피,892,638,254,28.48,1.23
20230413,코스닥,1485,847,638,42.96,2.9
20230413,코스피,870,539,331,38.05,1.84
20230414,코스닥,1488,967,521,35.01,0.74
20230414,코스피,874,610,264,30.21,0.69
20230417,코스닥,1479,764,715,48.34,2.37
20230417,코스피,882,490,392,44.44,1.02
20230418,코스닥,1504,508,996,66.22,3.32
20230418,코스피,891,312,579,64.98,2.36
20230419,코스닥,1490,916,574,38.52,2.62
20230419,코스피,877,596,281,32.04,1.03
20230420,코스닥,1524,223,1301,85.37,13.19
20230420,코스피,883,233,650,73.61,4.76
20230421,코스닥,1510,377,1133,75.03,8.08
20230421,코스피,889,247,642,72.22,5.29
20230424,코스닥,1514,332,1182,78.07,6.61
20230424,코스피,905,205,700,77.35,4.64
20230425,코스닥,1498,342,1156,77.17,7.54
20230425,코스피,891,248,643,72.17,4.26
20230426,코스닥,1491,496,995,66.73,6.44
20230426,코스피,871,321,550,63.15,4.59
20230427,코스닥,1478,844,634,42.9,2.44
20230427,코스피,875,407,468,53.49,1.94
20230428,코스닥,1494,490,1004,67.2,7.7
20230428,코스피,876,424,452,51.6,3.77
20230502,코스닥,1487,1194,293,19.7,1.41
20230502,코스피,891,643,248,27.83,0.67
20230503,코스닥,1470,666,804,54.69,2.93
20230503,코스피,869,343,526,60.53,1.96
20230504,코스닥,1478,639,839,56.77,4.26
20230504,코스피,871,431,440,50.52,2.87
20230508,코스닥,1488,936,552,37.1,3.29
20230508,코스피,877,573,304,34.66,2.96
20230509,코스닥,1490,473,1017,68.26,3.22
20230509,코스피,866,360,506,58.43,3.12
20230510,코스닥,1479,645,834,56.39,2.7
20230510,코스피,867,391,476,54.9,1.96
20230511,코스닥,1470,805,665,45.24,3.06
20230511,코스피,862,505,357,41.42,1.62
20230512,코스닥,1491,470,1021,68.48,2.95
20230512,코스피,887,234,653,73.62,2.93
20230515,코스닥,1484,391,1093,73.65,6.6
20230515,코스피,868,316,552,63.59,3.34
20230516,코스닥,1492,562,930,62.33,4.69
20230516,코스피,870,305,565,64.94,3.56
20230517,코스닥,1493,1229,264,17.68,0.94
20230517,코스피,874,554,320,36.61,1.14
20230518,코스닥,1474,993,481,32.63,2.58
20230518,코스피,855,582,273,31.93,0.94
20230519,코스닥,1476,980,496,33.6,1.63
20230519,코스피,883,549,334,37.83,2.04
20230522,코스닥,1471,957,514,34.94,0.68
20230522,코스피,873,637,236,27.03,0.23
20230523,코스닥,1437,751,686,47.74,1.32
20230523,코스피,859,428,431,50.17,0.7
20230524,코스닥,1461,485,976,66.8,1.98
20230524,코스피,861,399,462,53.66,0.93
20230525,코스닥,1476,438,1038,70.33,1.9
20230525,코스피,868,185,683,78.69,1.27
20230526,코스닥,1503,463,1040,69.19,2.79
20230526,코스피,870,197,673,77.36,2.07
20230530,코스닥,1478,933,545,36.87,2.23
20230530,코스피,867,457,410,47.29,1.15
20230531,코스닥,1483,647,836,56.37,1.69
20230531,코스피,864,303,561,64.93,0.69
20230601,코스닥,1478,870,608,41.14,1.29
20230601,코스피,862,426,436,50.58,0.7
20230602,코스닥,1464,865,599,40.92,1.37
20230602,코스피,876,603,273,31.16,0.91
20230605,코스닥,1480,914,566,38.24,1.01
20230605,코스피,869,658,211,24.28,0.23
20230607,코스닥,1465,713,752,51.33,1.57
