일자,시장,종목수,상승,하락,하락비율,급락비율
20260423,코스피,865,357,508,58.73,3.35
20260424,코스닥,1596,1127,469,29.39,1.75
20260424,코스피,859,622,237,27.59,0.7
20260427,코스닥,1595,913,682,42.76,3.13
20260427,코스피,856,497,359,41.94,1.17
20260428,코스닥,1586,557,1029,64.88,5.93
20260428,코스피,852,433,419,49.18,3.05
20260429,코스닥,1569,813,756,48.18,2.87
20260429,코스피,843,479,364,43.18,2.25
20260430,코스닥,1598,419,1179,73.78,7.95
20260430,코스피,862,195,667,77.38,6.15
20260504,코스닥,1586,791,795,50.13,3.97
20260504,코스피,868,393,475,54.72,3.11
20260506,코스닥,1618,429,1189,73.49,9.83
20260506,코스피,879,203,676,76.91,4.89
20260507,코스닥,1615,463,1152,71.33,10.71
20260507,코스피,857,356,501,58.46,5.95
20260508,코스닥,1585,733,852,53.75,4.04
20260508,코스피,870,370,500,57.47,3.56
20260511,코스닥,1636,408,1228,75.06,14.49
20260511,코스피,887,150,737,83.09,8.46
20260512,코스닥,1644,327,1317,80.11,18.25
20260512,코스피,879,146,733,83.39,12.51
20260513,코스닥,1603,665,938,58.52,6.3
20260513,코스피,883,282,601,68.06,3.96
20260514,코스닥,1598,850,748,46.81,6.57
20260514,코스피,870,649,221,25.4,3.1
20260515,코스닥,1630,211,1419,87.06,33.19
20260515,코스피,873,168,705,80.76,22.34
20260518,코스닥,1642,442,1200,73.08,13.64
20260518,코스피,891,208,683,76.66,11.78
20260519,코스닥,1626,416,1210,74.42,12.55
20260519,코스피,887,180,707,79.71,10.6
20260520,코스닥,1662,265,1397,84.06,16.49
20260520,코스피,904,95,809,89.49,9.51
20260521,코스닥,1633,1109,524,32.09,4.04
20260521,코스피,890,672,218,24.49,2.02
20260522,코스닥,1676,1464,212,12.65,1.67
20260522,코스피,906,789,117,12.91,1.21
20260526,코스닥,1667,558,1109,66.53,7.32
20260526,코스피,891,235,656,73.63,4.83
20260527,코스닥,1701,197,1504,88.42,35.8
20260527,코스피,902,76,826,91.57,18.85
20260528,코스닥,1670,384,1286,77.01,17.96
20260528,코스피,892,215,677,75.9,8.07
20260529,코스닥,1701,311,1390,81.72,23.99
20260529,코스피,894,207,687,76.85,8.5
20260601,코스닥,1702,225,1477,86.78,34.37
20260601,코스피,911,180,731,80.24,17.01
20260602,코스닥,1678,453,1225,73.0,16.75
20260602,코스피,907,271,636,70.12,11.91
20260604,코스닥,1683,834,849,50.45,6.83
20260604,코스피,893,447,446,49.94,5.94
20260605,코스닥,1686,389,1297,76.93,22.48
20260605,코스피,897,225,672,74.92,10.81
20260608,코스닥,1708,75,1633,95.61,66.74
20260608,코스피,918,42,876,95.42,50.0
20260609,코스닥,1693,1437,256,15.12,2.19
20260609,코스피,907,775,132,14.55,1.87
20260610,코스닥,1674,501,1173,70.07,11.59
20260610,코스피,893,343,550,61.59,6.27
20260611,코스닥,1676,1219,457,27.27,2.39
20260611,코스피,896,576,320,35.71,2.57
20260612,코스닥,1691,1321,370,21.88,2.54
20260612,코스피,900,756,144,16.0,2.0
20260615,코스닥,1672,1010,662,39.59,6.04
20260615,코스피,883,676,207,23.44,2.49
20260616,코스닥,1660,766,894,53.86,6.99
20260616,코스피,879,519,360,40.96,2.73
20260617,코스닥,1638,957,681,41.58,3.48
20260617,코스피,875,349,526,60.11,4.46
20260618,코스닥,1681,245,1436,85.43,21.24
20260618,코스피,900,109,791,87.89,12.89
20260619,코스닥,1689,200,1489,88.16,29.07
20260619,코스피,902,115,787,87.25,14.86
20260622,코스닥,1680,383,1297,77.2,16.19
20260622,코스피,890,148,742,83.37,10.45
20260623,코스닥,1708,136,1572,92.04,58.26
20260623,코스피,905,46,859,94.92,41.22
20260624,코스닥,1669,884,785,47.03,5.33
20260624,코스피,883,516,367,41.56,2.15
20260625,코스닥,1680,402,1278,76.07,19.76
20260625,코스피,880,291,589,66.93,8.18
20260626,코스닥,1691,224,1467,86.75,38.02
20260626,코스피,891,112,779,87.43,22.78
20260629,코스닥,1711,1553,158,9.23,1.93
20260629,코스피,908,821,87,9.58,1.32
20260630,코스닥,1693,724,969,57.24,9.69
20260630,코스피,885,262,623,70.4,7.68
20260701,코스닥,1683,1192,491,29.17,3.92
20260701,코스피,893,700,193,21.61,2.02
20260702,코스닥,1673,318,1355,80.99,35.8
20260702,코스피,896,280,616,68.75,15.18
20260703,코스닥,1661,1097,564,33.96,4.09
20260703,코스피,886,589,297,33.52,3.84
20260706,코스닥,1664,684,980,58.89,8.95
20260706,코스피,876,464,412,47.03,4.11
20260707,코스닥,1679,485,1194,71.11,14.29
20260707,코스피,870,358,512,58.85,9.54
20260708,코스닥,1691,247,1444,85.39,33.29
20260708,코스피,890,125,765,85.96,19.55
20260709,코스닥,1663,777,886,53.28,6.07
20260709,코스피,889,237,652,73.34,7.09
20260710,코스닥,1692,1489,203,12.0,2.07
20260710,코스피,894,802,92,10.29,1.9
20260713,코스닥,1679,221,1458,86.84,36.57
20260713,코스피,895,179,716,80.0,18.66
20260714,코스닥,1656,446,1210,73.07,12.2
20260714,코스피,881,219,662,75.14,8.97
20260715,코스닥,1680,1464,216,12.86,1.07
20260715,코스피,880,711,169,19.2,0.91
20260716,코스닥,1684,502,1182,70.19,18.59
20260716,코스피,872,385,487,55.85,8.94
20260720,코스닥,1685,199,1486,88.19,35.67
20260720,코스피,896,100,796,88.84,24.44
20260721,코스닥,1641,984,657,40.04,4.57
20260721,코스피,868,486,382,44.01,3.34
20260722,코스닥,1632,840,792,48.53,4.72
20260722,코스피,868,469,399,45.97,2.65
20260723,코스닥,1694,1444,250,14.76,2.36
20260723,코스피,905,831,74,8.18,0.55
20260724,코스닥,1651,371,1280,77.53,24.71
20260724,코스피,887,303,584,65.84,12.51
20260727,코스닥,1634,1007,627,38.37,4.47
20260727,코스피,869,494,375,43.15,6.79
20260728,코스닥,1698,144,1554,91.52,46.29
20260728,코스피,914,37,877,95.95,36.32
20260729,코스닥,1695,141,1554,91.68,56.17
20260729,코스피,896,91,805,89.84,34.82
20260730,코스닥,1671,734,937,56.07,12.27
20260730,코스피,886,610,276,31.15,4.74
20260731,코스닥,1698,1558,140,8.24,0.59
20260731,코스피,902,775,127,14.08,1.66
20260803,코스닥,1639,1169,470,28.68,2.62
20260803,코스피,874,455,419,47.94,4.23
20260804,코스닥,1637,1469,168,10.26,1.1
20260804,코스피,875,779,96,10.97,0.11
20260805,코스닥,1606,1316,290,18.06,1.31
20260805,코스피,863,667,196,22.71,0.93
20260806,코스닥,1579,715,864,54.72,5.83
20260806,코스피,862,486,376,43.62,3.71
20260807,코스닥,1590,793,797,50.13,4.72
20260807,코스피,868,551,317,36.52,2.3
20260810,코스닥,1618,1390,228,14.09,1.55
20260810,코스피,872,691,181,20.76,1.72
20260811,코스닥,1596,1069,527,33.02,2.51
20260811,코스피,863,556,307,35.57,2.32
20260812,코스닥,1589,854,735,46.26,4.09
20260812,코스피,849,374,475,55.95,2.59
20260813,코스닥,1591,608,983,61.79,7.29
20260813,코스피,859,330,529,61.58,2.33
20260814,코스닥,1598,885,713,44.62,3.57
20260814,코스피,873,674,199,22.79,2.29
20260818,코스닥,1613,362,1251,77.56,26.66
20260818,코스피,869,193,676,77.79,11.51
20260819,코스닥,1622,386,1236,76.2,9.86
20260819,코스피,865,169,696,80.46,7.75
20260820,코스닥,1592,1038,554,34.8,2.7
20260820,코스피,850,517,333,39.18,2.47
20260821,코스닥,1611,265,1346,83.55,26.32
20260821,코스피,867,193,674,77.74,11.53
20260824,코스닥,1571,887,684,43.54,4.52
20260824,코스피,856,573,283,33.06,2.92
20260825,코스닥,1598,1150,448,28.04,2.44
20260825,코스피,862,638,224,25.99,1.39
20260826,코스닥,1567,879,688,43.91,2.11
20260826,코스피,850,581,269,31.65,1.76
20260827,코스닥,1580,812,768,48.61,1.96
20260827,코스피,846,314,532,62.88,2.13
