일자,티커,이름,거래소,시가,고가,저가,종가,거래량
20260327,AVGO,브로드컴,NAS,307.06,307.5,298.87,300.68,23593929.0
20260327,MU,마이크론,NAS,359.86,368.7,354.0601,357.22,45806655.0
20260327,NVDA,엔비디아,NAS,170.0,170.97,167.01,167.52,196212684.0
20260327,QQQ,나스닥100,NAS,570.81,571.02,561.57,562.58,82702240.0
20260327,SMH,반도체ETF2,NAS,377.79,381.309,373.01,374.25,11811407.0
20260327,SOXX,반도체ETF,NAS,326.84,329.95,322.16,323.48,6334798.0
20260327,TSM,TSMC ADR,NYS,324.83,329.56,322.3101,326.74,14484511.0
20260330,AVGO,브로드컴,NAS,300.87,304.77,289.96,293.41,28054452.0
20260330,MU,마이크론,NAS,362.66,362.81,318.4,321.8,73833238.0
20260330,NVDA,엔비디아,NAS,168.78,169.45,164.27,165.17,185626992.0
20260330,QQQ,나스닥100,NAS,567.38,568.05,555.6,558.28,70602622.0
20260330,SMH,반도체ETF2,NAS,377.615,379.24,359.862,362.53,12198183.0
20260330,SOXX,반도체ETF,NAS,326.75,327.63,307.255,309.79,13204840.0
20260330,TSM,TSMC ADR,NYS,327.2,329.6,313.8,316.5,15739952.0
20260331,AVGO,브로드컴,NAS,299.39,310.31,296.335,309.51,29289516.0
20260331,MU,마이크론,NAS,321.67,337.84,311.49,337.84,73551844.0
20260331,NVDA,엔비디아,NAS,166.97,174.62,166.96,174.4,226181301.0
20260331,QQQ,나스닥100,NAS,564.29,578.64,564.21,577.18,95877997.0
20260331,SMH,반도체ETF2,NAS,368.735,383.5,368.1,383.4,13834948.0
20260331,SOXX,반도체ETF,NAS,315.595,329.18,314.88,328.66,14036482.0
20260331,TSM,TSMC ADR,NYS,322.31,338.41,321.1437,337.95,18487992.0
20260401,AVGO,브로드컴,NAS,313.365,315.79,310.48,313.49,19171020.0
20260401,MU,마이크론,NAS,348.905,377.8899,343.0,367.85,74429797.0
20260401,NVDA,엔비디아,NAS,176.0,177.37,174.75,175.75,168132005.0
20260401,QQQ,나스닥100,NAS,581.48,587.739,580.42,584.31,79435132.0
20260401,SMH,반도체ETF2,NAS,388.255,396.63,386.38,391.97,10805350.0
20260401,SOXX,반도체ETF,NAS,333.49,342.65,332.35,338.54,10130816.0
20260401,TSM,TSMC ADR,NYS,343.9,348.68,339.75,341.49,15011626.0
20260402,AVGO,브로드컴,NAS,304.49,314.69,301.7485,314.55,14021076.0
20260402,MU,마이크론,NAS,341.34,366.9399,340.2,366.24,51498685.0
20260402,NVDA,엔비디아,NAS,172.18,177.49,171.37,177.39,143143157.0
20260402,QQQ,나스닥100,NAS,573.97,586.05,571.92,584.98,50941709.0
20260402,SMH,반도체ETF2,NAS,378.07,393.5,378.0009,392.32,8505833.0
20260402,SOXX,반도체ETF,NAS,325.11,340.39,325.03,339.61,6521003.0
20260402,TSM,TSMC ADR,NYS,326.84,342.07,326.8,339.04,8994644.0
20260406,AVGO,브로드컴,NAS,315.06,316.4,310.28,314.43,12111344.0
20260406,MU,마이크론,NAS,373.8,385.0768,370.61,377.76,41414860.0
20260406,NVDA,엔비디아,NAS,177.155,177.79,175.76,177.64,107564279.0
20260406,QQQ,나스닥100,NAS,586.23,590.61,584.69,588.5,35108496.0
20260406,SMH,반도체ETF2,NAS,393.745,397.1,391.9,395.98,4186120.0
20260406,SOXX,반도체ETF,NAS,341.52,345.77,339.92,344.1,3105036.0
20260406,TSM,TSMC ADR,NYS,339.75,344.2,338.62,341.76,5884800.0
20260407,AVGO,브로드컴,NAS,326.73,334.15,321.8,333.97,33310926.0
20260407,MU,마이크론,NAS,374.125,379.2499,364.1,377.58,40224123.0
20260407,NVDA,엔비디아,NAS,175.725,178.23,173.66,178.1,132534902.0
20260407,QQQ,나스닥100,NAS,585.64,588.98,578.4001,588.59,49948195.0
20260407,SMH,반도체ETF2,NAS,394.71,400.09,389.64,399.9,6672538.0
20260407,SOXX,반도체ETF,NAS,343.035,347.94,338.47,347.76,4025969.0
20260407,TSM,TSMC ADR,NYS,339.44,345.53,335.6501,345.32,6823530.0
20260408,AVGO,브로드컴,NAS,351.75,354.14,342.53,350.63,31573114.0
20260408,MU,마이크론,NAS,415.13,416.0,398.88,406.73,49216633.0
20260408,NVDA,엔비디아,NAS,184.5,185.26,180.3,182.08,147732686.0
20260408,QQQ,나스닥100,NAS,608.71,609.9,602.12,606.09,63085996.0
20260408,SMH,반도체ETF2,NAS,423.16,424.99,414.99,422.92,10184264.0
20260408,SOXX,반도체ETF,NAS,367.89,371.15,362.13,370.4,9868722.0
20260408,TSM,TSMC ADR,NYS,370.29,374.3,359.235,365.9,16356897.0
20260409,AVGO,브로드컴,NAS,352.3,358.7,351.5,354.91,20514938.0
20260409,MU,마이크론,NAS,407.61,423.94,398.44,421.51,43100965.0
20260409,NVDA,엔비디아,NAS,181.84,184.08,180.62,183.91,116428523.0
20260409,QQQ,나스닥100,NAS,605.93,610.5,603.03,610.19,37837538.0
20260409,SMH,반도체ETF2,NAS,423.17,430.65,422.63,430.31,6018201.0
20260409,SOXX,반도체ETF,NAS,371.295,378.95,371.295,378.63,6036659.0
20260409,TSM,TSMC ADR,NYS,363.3,368.17,360.72,365.49,9245955.0
20260410,AVGO,브로드컴,NAS,360.94,376.55,360.82,371.55,29958080.0
20260410,MU,마이크론,NAS,420.29,423.86,410.05,420.59,36377568.0
20260410,NVDA,엔비디아,NAS,184.31,190.0,184.3,188.63,160459524.0
20260410,QQQ,나스닥100,NAS,611.84,613.67,609.58,611.07,34038533.0
20260410,SMH,반도체ETF2,NAS,434.45,441.54,434.45,436.88,11224186.0
20260410,SOXX,반도체ETF,NAS,382.67,389.6025,382.67,386.6,5596888.0
20260410,TSM,TSMC ADR,NYS,375.59,378.0,369.75,370.6,13168160.0
20260413,AVGO,브로드컴,NAS,369.66,380.86,369.48,379.75,24115842.0
20260413,MU,마이크론,NAS,416.47,426.88,408.5,426.56,37015799.0
20260413,NVDA,엔비디아,NAS,186.03,189.66,185.74,189.31,133648180.0
20260413,QQQ,나스닥100,NAS,609.48,626.74,608.11,617.39,32972110.0
20260413,SMH,반도체ETF2,NAS,434.745,443.64,433.6,443.34,6549794.0
20260413,SOXX,반도체ETF,NAS,384.88,393.57,384.37,393.34,4377374.0
20260413,TSM,TSMC ADR,NYS,370.26,371.46,366.05,369.57,9596254.0
20260414,AVGO,브로드컴,NAS,377.9,382.28,376.32,380.78,24423034.0
20260414,MU,마이크론,NAS,434.35,465.78,424.86,465.66,52534896.0
20260414,NVDA,엔비디아,NAS,190.84,196.51,190.77,196.51,161307010.0
20260414,QQQ,나스닥100,NAS,620.22,628.6,620.1,628.6,49921081.0
20260414,SMH,반도체ETF2,NAS,448.0,452.095,444.24,452.0,6932448.0
20260414,SOXX,반도체ETF,NAS,397.835,401.4445,393.51,401.24,5202559.0
20260414,TSM,TSMC ADR,NYS,379.04,382.16,373.22,379.89,12859543.0
20260415,AVGO,브로드컴,NAS,389.88,397.08,385.57,396.72,29559299.0
20260415,MU,마이크론,NAS,457.625,463.95,439.32,456.23,40370110.0
20260415,NVDA,엔비디아,NAS,196.54,200.4,195.74,198.87,185338388.0
20260415,QQQ,나스닥100,NAS,629.08,637.83,628.2,637.4,50102386.0
20260415,SMH,반도체ETF2,NAS,450.7,453.33,435.15,453.0,9155668.0
20260415,SOXX,반도체ETF,NAS,400.31,402.09,392.39,401.86,5570248.0
20260415,TSM,TSMC ADR,NYS,381.41,381.98,372.21,375.1,14955467.0
20260416,AVGO,브로드컴,NAS,395.0,399.68,392.35,398.47,18872895.0
20260416,MU,마이크론,NAS,452.96,462.34,444.38,457.23,33626377.0
20260416,NVDA,엔비디아,NAS,197.43,199.85,195.81,198.35,134012859.0
20260416,QQQ,나스닥100,NAS,639.21,642.18,635.255,640.47,42320581.0
20260416,SMH,반도체ETF2,NAS,450.725,457.09,447.7702,454.8,6450664.0
20260416,SOXX,반도체ETF,NAS,400.6,407.48,397.99,405.95,4400496.0
20260416,TSM,TSMC ADR,NYS,368.86,370.2,360.55,363.35,26405777.0
20260417,AVGO,브로드컴,NAS,400.9,406.725,399.81,406.54,20581701.0
20260417,MU,마이크론,NAS,466.85,470.97,452.2,455.07,33405025.0
20260417,NVDA,엔비디아,NAS,199.9,201.7,199.27,201.68,160324416.0
20260417,QQQ,나스닥100,NAS,645.59,650.0,644.07,648.85,53488871.0
20260417,SMH,반도체ETF2,NAS,462.8,464.58,459.5,464.16,7184643.0
20260417,SOXX,반도체ETF,NAS,413.38,415.73,409.58,415.71,5729056.0
20260417,TSM,TSMC ADR,NYS,373.2,375.58,365.14,370.5,18419414.0
20260420,AVGO,브로드컴,NAS,405.7,406.42,395.9,399.63,16922033.0
20260420,MU,마이크론,NAS,458.25,464.56,435.9,448.42,32013562.0
20260420,NVDA,엔비디아,NAS,199.98,202.17,197.8397,202.06,119381388.0
20260420,QQQ,나스닥100,NAS,648.04,648.76,642.52,646.79,37138511.0
20260420,SMH,반도체ETF2,NAS,464.64,465.74,458.65,463.96,3935098.0
20260420,SOXX,반도체ETF,NAS,417.43,418.86,411.79,417.55,3493545.0
20260420,TSM,TSMC ADR,NYS,369.22,370.07,364.25,366.24,11638318.0
20260421,AVGO,브로드컴,NAS,399.41,403.6,394.57,402.17,16275473.0
20260421,MU,마이크론,NAS,451.32,457.82,441.3,449.38,27733985.0
20260421,NVDA,엔비디아,NAS,202.13,202.75,199.0,199.88,107945302.0
20260421,QQQ,나스닥100,NAS,648.41,650.2,642.21,644.33,39580523.0
20260421,SMH,반도체ETF2,NAS,466.285,468.4262,462.24,464.66,5598577.0
20260421,SOXX,반도체ETF,NAS,420.4,423.35,416.67,420.7,3676751.0
20260421,TSM,TSMC ADR,NYS,368.08,370.75,365.11,368.08,9808159.0
20260422,AVGO,브로드컴,NAS,406.98,423.2,404.86,422.65,23702546.0
20260422,MU,마이크론,NAS,462.93,491.98,458.56,487.48,45998149.0
20260422,NVDA,엔비디아,NAS,200.99,202.5,199.0,202.5,107501042.0
20260422,QQQ,나스닥100,NAS,650.15,655.33,648.52,655.11,37368402.0
20260422,SMH,반도체ETF2,NAS,471.05,477.42,467.17,476.83,7835173.0
20260422,SOXX,반도체ETF,NAS,427.26,432.16,422.82,431.77,6557574.0
20260422,TSM,TSMC ADR,NYS,371.78,387.91,370.64,387.44,16317170.0
20260423,AVGO,브로드컴,NAS,422.39,429.31,417.8,419.94,19501553.0
20260423,MU,마이크론,NAS,482.28,493.6199,471.8,481.72,38178002.0
20260423,NVDA,엔비디아,NAS,202.46,203.829,197.2206,199.64,113561830.0
20260423,QQQ,나스닥100,NAS,653.55,656.92,645.52,651.42,40099827.0
20260423,SMH,반도체ETF2,NAS,480.395,488.08,475.1901,481.85,10619719.0
20260423,SOXX,반도체ETF,NAS,435.34,446.64,434.04,441.0,10812387.0
20260423,TSM,TSMC ADR,NYS,384.25,388.76,375.81,382.66,12224889.0
20260424,AVGO,브로드컴,NAS,424.98,425.0,408.86,422.76,22491076.0
20260424,MU,마이크론,NAS,495.915,506.99,489.36,496.72,35379587.0
20260424,NVDA,엔비디아,NAS,199.96,210.95,199.81,208.27,214134441.0
20260424,QQQ,나스닥100,NAS,658.51,664.51,656.5301,663.88,45563050.0
20260424,SMH,반도체ETF2,NAS,499.505,509.59,495.46,506.44,12614318.0
20260424,SOXX,반도체ETF,NAS,457.59,463.87,450.97,461.6,9071959.0
20260424,TSM,TSMC ADR,NYS,396.14,409.49,393.85,402.46,21603584.0
20260427,AVGO,브로드컴,NAS,420.475,422.75,414.63,418.2,17451598.0
20260427,MU,마이크론,NAS,510.56,531.36,510.0185,524.56,41298792.0
20260427,NVDA,엔비디아,NAS,209.645,216.825,207.38,216.61,187172421.0
20260427,QQQ,나스닥100,NAS,663.4,664.43,660.69,664.23,32717030.0
20260427,SMH,반도체ETF2,NAS,509.19,510.1,497.745,506.26,9040153.0
20260427,SOXX,반도체ETF,NAS,461.75,463.0,448.93,455.41,8924649.0
20260427,TSM,TSMC ADR,NYS,413.75,414.5,400.4,404.98,16561246.0
20260428,AVGO,브로드컴,NAS,400.305,405.81,394.65,399.83,25519212.0
20260428,MU,마이크론,NAS,503.54,518.8333,488.23,504.29,44816645.0
20260428,NVDA,엔비디아,NAS,209.49,214.73,208.2,213.17,180275363.0
20260428,QQQ,나스닥100,NAS,657.41,659.64,653.81,657.55,34147916.0
20260428,SMH,반도체ETF2,NAS,488.185,496.66,483.29,491.21,12664811.0
20260428,SOXX,반도체ETF,NAS,437.625,446.14,431.74,438.71,11014947.0
20260428,TSM,TSMC ADR,NYS,392.12,397.87,384.7,392.34,14715814.0
20260429,AVGO,브로드컴,NAS,403.5,405.64,396.78,405.45,15962458.0
20260429,MU,마이크론,NAS,526.0,531.02,508.8001,518.46,36248450.0
20260429,NVDA,엔비디아,NAS,212.7,212.72,207.5758,209.25,123711821.0
20260429,QQQ,나스닥100,NAS,658.63,661.72,656.5899,661.57,31724860.0
20260429,SMH,반도체ETF2,NAS,496.345,499.58,492.34,499.58,6007909.0
20260429,SOXX,반도체ETF,NAS,445.26,450.37,442.4109,449.99,5972791.0
20260429,TSM,TSMC ADR,NYS,392.91,395.8474,388.18,393.83,10312967.0
20260430,AVGO,브로드컴,NAS,415.52,418.38,404.2301,417.43,21821575.0
20260430,MU,마이크론,NAS,529.74,535.5,502.575,517.16,36554397.0
20260430,NVDA,엔비디아,NAS,209.93,210.3,198.7,199.57,225239156.0
20260430,QQQ,나스닥100,NAS,665.35,668.9,657.56,667.74,40622226.0
20260430,SMH,반도체ETF2,NAS,504.705,507.7899,495.02,506.72,8401642.0
20260430,SOXX,반도체ETF,NAS,455.695,462.14,449.34,461.44,5170248.0
20260430,TSM,TSMC ADR,NYS,397.805,398.79,385.71,396.06,12788141.0
20260501,AVGO,브로드컴,NAS,415.092,423.17,413.28,421.28,11882589.0
20260501,MU,마이크론,NAS,511.78,545.91,510.21,542.21,40215252.0
20260501,NVDA,엔비디아,NAS,201.28,203.0,197.12,198.45,128646996.0
20260501,QQQ,나스닥100,NAS,669.16,675.97,668.8,674.15,39172607.0
20260501,SMH,반도체ETF2,NAS,504.205,511.99,502.25,509.82,5308292.0
20260501,SOXX,반도체ETF,NAS,458.47,466.91,455.07,465.75,4155856.0
20260501,TSM,TSMC ADR,NYS,393.44,403.99,392.13,397.67,9926401.0
20260504,AVGO,브로드컴,NAS,418.215,423.83,409.53,416.5,15140433.0
20260504,MU,마이크론,NAS,560.6,592.799,557.76,576.45,46043705.0
20260504,NVDA,엔비디아,NAS,199.5,201.73,194.74,198.48,125368092.0
20260504,QQQ,나스닥100,NAS,674.66,676.73,668.9,672.88,34541990.0
20260504,SMH,반도체ETF2,NAS,512.47,513.15,501.15,506.79,6867462.0
20260504,SOXX,반도체ETF,NAS,467.93,469.61,457.81,462.06,5233125.0
20260504,TSM,TSMC ADR,NYS,404.515,407.7,395.2,401.61,9978542.0
20260505,AVGO,브로드컴,NAS,421.66,433.39,419.35,427.36,21175177.0
20260505,MU,마이크론,NAS,609.775,651.74,605.47,640.2,64268503.0
20260505,NVDA,엔비디아,NAS,199.3,200.24,196.03,196.5,113406620.0
20260505,QQQ,나스닥100,NAS,677.96,682.7734,677.51,681.61,37101063.0
20260505,SMH,반도체ETF2,NAS,515.38,526.2,514.12,522.69,8624608.0
20260505,SOXX,반도체ETF,NAS,471.14,486.1808,470.23,482.73,7203047.0
20260505,TSM,TSMC ADR,NYS,404.595,406.129,392.6001,394.41,14578982.0
20260506,AVGO,브로드컴,NAS,435.56,437.68,417.78,425.44,20707022.0
20260506,MU,마이크론,NAS,660.37,667.67,627.58,666.59,55725835.0
20260506,NVDA,엔비디아,NAS,199.89,208.265,198.61,207.83,188362812.0
20260506,QQQ,나스닥100,NAS,687.78,695.93,686.48,695.77,38778492.0
20260506,SMH,반도체ETF2,NAS,537.77,549.88,532.35,549.76,15262913.0
20260506,SOXX,반도체ETF,NAS,497.96,506.94,487.86,506.87,9768591.0
20260506,TSM,TSMC ADR,NYS,402.4,419.7,400.65,419.5,17736380.0
20260507,AVGO,브로드컴,NAS,421.82,426.49,406.3,412.56,22791741.0
20260507,MU,마이크론,NAS,649.83,683.09,635.4201,646.63,47527514.0
20260507,NVDA,엔비디아,NAS,208.34,214.2,206.5,211.5,168307873.0
20260507,QQQ,나스닥100,NAS,696.58,701.24,691.77,694.94,43779087.0
20260507,SMH,반도체ETF2,NAS,545.765,549.7032,535.92,540.1,10905154.0
20260507,SOXX,반도체ETF,NAS,502.93,503.68,488.131,492.36,9913713.0
20260507,TSM,TSMC ADR,NYS,418.09,420.0,408.11,414.15,13403164.0
20260508,AVGO,브로드컴,NAS,419.8,435.0,414.0,430.0,22561421.0
20260508,MU,마이크론,NAS,676.45,747.21,676.21,746.81,65130914.0
20260508,NVDA,엔비디아,NAS,213.03,217.8,212.89,215.2,136421361.0
20260508,QQQ,나스닥100,NAS,699.92,711.23,699.5,711.23,44320421.0
20260508,SMH,반도체ETF2,NAS,551.58,566.79,549.0,566.54,8553714.0
20260508,SOXX,반도체ETF,NAS,504.24,520.46,502.75,520.3,7754540.0
20260508,TSM,TSMC ADR,NYS,416.95,417.0,400.88,411.68,18531181.0
20260511,AVGO,브로드컴,NAS,427.615,433.6463,425.0501,428.43,16825489.0
20260511,MU,마이크론,NAS,792.98,818.67,768.0,795.33,70972938.0
20260511,NVDA,엔비디아,NAS,214.035,222.3,213.89,219.44,160685774.0
20260511,QQQ,나스닥100,NAS,710.36,714.59,708.91,713.29,36019146.0
20260511,SMH,반도체ETF2,NAS,570.26,578.0598,566.8,576.31,12680940.0
20260511,SOXX,반도체ETF,NAS,524.08,533.74,521.66,532.76,7492556.0
20260511,TSM,TSMC ADR,NYS,406.74,407.73,398.19,404.54,14679985.0
20260512,AVGO,브로드컴,NAS,423.43,429.34,408.41,419.3,19004345.0
20260512,MU,마이크론,NAS,774.7,782.76,706.601,766.58,73742954.0
20260512,NVDA,엔비디아,NAS,218.545,223.75,214.92,220.78,159176619.0
20260512,QQQ,나스닥100,NAS,708.22,710.18,696.64,707.24,45873009.0
20260512,SMH,반도체ETF2,NAS,565.005,570.4,542.67,561.25,17720787.0
20260512,SOXX,반도체ETF,NAS,520.85,525.15,495.71,515.99,14660632.0
20260512,TSM,TSMC ADR,NYS,397.75,402.235,386.12,397.28,18121777.0
20260513,AVGO,브로드컴,NAS,415.805,418.63,404.8,416.79,16981163.0
20260513,MU,마이크론,NAS,813.155,814.95,779.47,803.63,54875148.0
20260513,NVDA,엔비디아,NAS,224.93,227.84,221.5653,225.83,150405386.0
20260513,QQQ,나스닥100,NAS,709.96,716.65,704.83,714.71,40012526.0
20260513,SMH,반도체ETF2,NAS,571.795,576.2,560.12,572.46,9586693.0
20260513,SOXX,반도체ETF,NAS,527.615,532.25,515.94,528.29,7346374.0
20260513,TSM,TSMC ADR,NYS,398.265,404.6799,391.47,399.8,13127828.0
20260514,AVGO,브로드컴,NAS,416.73,442.36,415.59,439.79,19733760.0
20260514,MU,마이크론,NAS,787.62,812.0,775.63,776.01,42142707.0
20260514,NVDA,엔비디아,NAS,229.85,236.54,229.3,235.74,180782857.0
20260514,QQQ,나스닥100,NAS,714.62,722.03,714.22,719.79,33327545.0
20260514,SMH,반도체ETF2,NAS,570.84,581.1699,567.75,578.34,8458691.0
20260514,SOXX,반도체ETF,NAS,526.495,533.13,522.21,530.03,5212394.0
20260514,TSM,TSMC ADR,NYS,403.205,421.97,402.1,417.72,18577103.0
20260515,AVGO,브로드컴,NAS,432.81,432.81,419.8,425.19,18957093.0
20260515,MU,마이크론,NAS,732.57,749.59,719.0,724.66,48519043.0
20260515,NVDA,엔비디아,NAS,229.76,231.5,224.24,225.32,180977639.0
20260515,QQQ,나스닥100,NAS,710.14,715.13,705.55,708.93,51792656.0
20260515,SMH,반도체ETF2,NAS,560.305,565.88,552.9101,556.34,13009610.0
20260515,SOXX,반도체ETF,NAS,511.67,518.7899,506.26,508.52,9388221.0
20260515,TSM,TSMC ADR,NYS,406.5,409.87,398.83,404.35,11868600.0
20260518,AVGO,브로드컴,NAS,421.41,422.01,414.37,420.71,17863287.0
20260518,MU,마이크론,NAS,750.46,757.0,663.25,681.54,60042491.0
20260518,NVDA,엔비디아,NAS,229.87,230.0,218.37,222.32,146280896.0
20260518,QQQ,나스닥100,NAS,711.54,712.07,698.85,705.88,49834549.0
20260518,SMH,반도체ETF2,NAS,565.475,567.21,536.87,546.16,12317457.0
20260518,SOXX,반도체ETF,NAS,518.02,519.96,486.92,495.87,9998994.0
20260518,TSM,TSMC ADR,NYS,406.88,406.88,391.05,395.95,12117190.0
20260519,AVGO,브로드컴,NAS,409.815,417.9499,405.86,411.07,20652068.0
20260519,MU,마이크론,NAS,665.58,725.95,652.21,698.74,61792066.0
20260519,NVDA,엔비디아,NAS,219.62,224.48,217.91,220.61,140948207.0
20260519,QQQ,나스닥100,NAS,699.81,706.49,695.25,701.53,46827529.0
20260519,SMH,반도체ETF2,NAS,534.94,553.339,527.87,543.96,11905827.0
20260519,SOXX,반도체ETF,NAS,484.4,506.04,477.95,496.74,12216957.0
20260519,TSM,TSMC ADR,NYS,389.51,398.875,385.06,392.61,14083037.0
20260520,AVGO,브로드컴,NAS,412.81,424.17,411.42,417.76,16312553.0
20260520,MU,마이크론,NAS,734.955,735.68,700.66,731.99,48827357.0
20260520,NVDA,엔비디아,NAS,223.18,226.13,220.495,223.47,184201587.0
20260520,QQQ,나스닥100,NAS,705.29,713.15,703.79,713.15,36779222.0
20260520,SMH,반도체ETF2,NAS,552.75,564.72,551.65,564.66,8892210.0
20260520,SOXX,반도체ETF,NAS,507.73,520.54,506.55,520.31,9457640.0
20260520,TSM,TSMC ADR,NYS,397.0,403.88,395.95,401.62,10254314.0
20260521,AVGO,브로드컴,NAS,413.55,422.25,410.5,414.57,16865293.0
20260521,MU,마이크론,NAS,736.36,764.9,732.2,762.1,42461460.0
20260521,NVDA,엔비디아,NAS,222.29,227.3999,217.93,219.51,203381760.0
20260521,QQQ,나스닥100,NAS,708.99,717.12,706.77,714.51,36415360.0
20260521,SMH,반도체ETF2,NAS,561.02,570.6,557.62,567.88,8293803.0
20260521,SOXX,반도체ETF,NAS,518.17,526.78,515.0,524.71,6749941.0
20260521,TSM,TSMC ADR,NYS,399.505,411.46,399.505,407.15,8937904.0
20260522,AVGO,브로드컴,NAS,417.49,419.99,410.21,414.14,14086441.0
20260522,MU,마이크론,NAS,756.815,780.1999,747.2,751.0,36002915.0
20260522,NVDA,엔비디아,NAS,220.904,221.01,214.8,215.33,169275710.0
20260522,QQQ,나스닥100,NAS,718.07,722.12,715.95,717.54,33118575.0
20260522,SMH,반도체ETF2,NAS,574.27,582.5,572.86,576.32,7535020.0
20260522,SOXX,반도체ETF,NAS,531.88,541.89,530.17,537.33,7671121.0
20260522,TSM,TSMC ADR,NYS,409.43,410.67,402.86,404.52,7111898.0
20260526,AVGO,브로드컴,NAS,418.5,435.31,417.0,422.01,22562895.0
20260526,MU,마이크론,NAS,820.5,916.7999,820.295,895.88,76560763.0
20260526,NVDA,엔비디아,NAS,216.54,218.18,212.0,214.86,187202576.0
20260526,QQQ,나스닥100,NAS,725.96,731.17,724.16,730.28,34254692.0
20260526,SMH,반도체ETF2,NAS,591.58,603.97,589.1,602.14,10008514.0
20260526,SOXX,반도체ETF,NAS,556.99,572.95,555.41,570.09,8926183.0
20260526,TSM,TSMC ADR,NYS,413.12,416.49,410.07,412.32,10132013.0
20260527,AVGO,브로드컴,NAS,425.07,432.8,416.49,421.86,17601013.0
20260527,MU,마이크론,NAS,955.66,956.16,888.15,928.41,72295713.0
20260527,NVDA,엔비디아,NAS,214.12,214.15,208.78,212.6,167601172.0
20260527,QQQ,나스닥100,NAS,732.96,733.32,725.44,729.45,35148674.0
20260527,SMH,반도체ETF2,NAS,611.94,612.3,584.93,595.5,11208990.0
20260527,SOXX,반도체ETF,NAS,584.38,584.5,551.89,563.98,11412354.0
20260527,TSM,TSMC ADR,NYS,427.015,430.55,415.3822,422.73,14695620.0
20260528,AVGO,브로드컴,NAS,421.14,429.68,414.01,426.58,17855573.0
20260528,MU,마이크론,NAS,929.83,949.4899,904.78,923.52,49694349.0
20260528,NVDA,엔비디아,NAS,211.275,215.5191,211.22,214.25,143996048.0
20260528,QQQ,나스닥100,NAS,729.73,736.6,726.41,735.6,32839952.0
20260528,SMH,반도체ETF2,NAS,595.81,604.74,587.31,599.83,7624970.0
20260528,SOXX,반도체ETF,NAS,564.32,575.8,554.825,569.47,6763852.0
20260528,TSM,TSMC ADR,NYS,422.22,427.5969,414.71,424.86,8905841.0
20260529,AVGO,브로드컴,NAS,432.95,448.9,431.4707,446.77,41798353.0
20260529,MU,마이크론,NAS,957.0,981.0,940.51,971.0,60498561.0
20260529,NVDA,엔비디아,NAS,214.575,217.8599,211.13,211.14,289410623.0
20260529,QQQ,나스닥100,NAS,737.84,741.63,735.25,738.31,37541668.0
20260529,SMH,반도체ETF2,NAS,606.03,611.7886,597.12,598.93,7603183.0
20260529,SOXX,반도체ETF,NAS,576.44,582.23,564.6,569.08,7323862.0
20260529,TSM,TSMC ADR,NYS,427.07,430.44,417.25,418.45,11232272.0
20260601,AVGO,브로드컴,NAS,450.09,466.05,442.22,459.97,30585993.0
20260601,MU,마이크론,NAS,1009.72,1046.97,1009.5,1035.5,46552116.0
20260601,NVDA,엔비디아,NAS,215.73,224.87,215.7,224.36,212850685.0
20260601,QQQ,나스닥100,NAS,737.04,745.65,735.99,742.74,33890559.0
20260601,SMH,반도체ETF2,NAS,596.095,613.4299,593.09,607.81,8648978.0
20260601,SOXX,반도체ETF,NAS,563.67,577.99,557.38,571.93,6999459.0
20260601,TSM,TSMC ADR,NYS,424.88,449.39,422.5,435.63,18040410.0
20260602,AVGO,브로드컴,NAS,488.79,488.82,470.459,481.57,38306651.0
20260602,MU,마이크론,NAS,1050.0,1076.56,1017.201,1064.1,47555370.0
20260602,NVDA,엔비디아,NAS,227.18,232.28,221.35,222.82,193362903.0
20260602,QQQ,나스닥100,NAS,742.4,746.44,739.23,746.16,30085237.0
20260602,SMH,반도체ETF2,NAS,619.6,632.57,614.465,632.21,8083502.0
20260602,SOXX,반도체ETF,NAS,585.17,605.44,581.925,605.02,7475392.0
20260602,TSM,TSMC ADR,NYS,440.58,448.38,436.01,446.69,10147918.0
20260603,AVGO,브로드컴,NAS,494.775,495.0,472.64,479.23,50126446.0
20260603,MU,마이크론,NAS,1079.01,1089.29,1038.5,1079.57,40324175.0
20260603,NVDA,엔비디아,NAS,221.72,222.82,214.51,214.75,160907001.0
20260603,QQQ,나스닥100,NAS,747.31,748.65,741.01,744.21,40270198.0
20260603,SMH,반도체ETF2,NAS,640.8,642.77,623.91,637.9,10179872.0
20260603,SOXX,반도체ETF,NAS,616.21,618.84,598.01,615.68,8564687.0
20260603,TSM,TSMC ADR,NYS,449.99,450.1636,434.525,436.69,10245239.0
20260604,AVGO,브로드컴,NAS,408.99,426.48,403.0101,418.91,80979446.0
20260604,MU,마이크론,NAS,1007.1,1036.3699,971.68,996.0,54917159.0
20260604,NVDA,엔비디아,NAS,213.905,221.6,210.97,218.66,169022152.0
20260604,QQQ,나스닥100,NAS,735.48,743.4988,732.62,740.61,40782580.0
20260604,SMH,반도체ETF2,NAS,613.0,634.78,604.61,627.53,10462936.0
20260604,SOXX,반도체ETF,NAS,587.64,611.26,577.54,602.72,11445307.0
20260604,TSM,TSMC ADR,NYS,430.6334,448.01,427.3,444.92,10974148.0
20260605,AVGO,브로드컴,NAS,407.605,410.5,385.59,385.73,51146089.0
20260605,MU,마이크론,NAS,944.4,961.89,864.01,864.01,77250536.0
20260605,NVDA,엔비디아,NAS,214.53,214.87,204.33,205.1,219655531.0
