일자,티커,이름,거래소,시가,고가,저가,종가,거래량
20240730,MU,마이크론,NAS,109.0,109.25,102.17,102.56,23915140.0
20240730,NVDA,엔비디아,NAS,111.52,111.99,102.54,103.73,486833274.0
20240730,QQQ,나스닥100,NAS,465.85,466.561,454.15,457.53,41317210.0
20240730,SMH,반도체ETF2,NAS,240.22,240.71,228.33,229.47,12932120.0
20240730,SOXX,반도체ETF,NAS,230.0,230.56,219.82,220.58,8083544.0
20240730,TSM,TSMC ADR,NYS,160.44,161.1499,152.55,154.54,22017963.0
20240731,AVGO,브로드컴,NAS,151.47,161.33,151.0,160.68,45827511.0
20240731,MU,마이크론,NAS,109.85,111.3399,107.75,109.82,26503554.0
20240731,NVDA,엔비디아,NAS,112.9,118.34,110.88,117.02,473174182.0
20240731,QQQ,나스닥100,NAS,467.87,472.79,466.41,471.07,44552134.0
20240731,SMH,반도체ETF2,NAS,242.5,247.69,240.51,246.99,18412093.0
20240731,SOXX,반도체ETF,NAS,230.72,235.6,228.97,235.38,7494101.0
20240731,TSM,TSMC ADR,NYS,163.77,166.65,162.07,165.8,19860383.0
20240801,AVGO,브로드컴,NAS,157.5,158.91,146.17,147.02,40319955.0
20240801,MU,마이크론,NAS,107.18,107.86,99.95,101.51,31643707.0
20240801,NVDA,엔비디아,NAS,117.53,120.16,106.8104,109.21,523462326.0
20240801,QQQ,나스닥100,NAS,471.76,475.55,455.98,459.66,56653900.0
20240801,SMH,반도체ETF2,NAS,244.04,246.8,227.9004,231.01,17111645.0
20240801,SOXX,반도체ETF,NAS,231.4,233.21,215.59,218.42,8576306.0
20240801,TSM,TSMC ADR,NYS,163.48,167.665,156.84,158.18,21095641.0
20240802,AVGO,브로드컴,NAS,141.925,145.35,139.6,143.82,33745843.0
20240802,MU,마이크론,NAS,97.16,97.69,91.07,92.7,36039440.0
20240802,NVDA,엔비디아,NAS,103.76,108.72,101.37,107.27,482027464.0
20240802,QQQ,나스닥100,NAS,450.89,453.57,444.47,448.75,66323244.0
20240802,SMH,반도체ETF2,NAS,219.92,222.34,214.18,218.43,20261333.0
20240802,SOXX,반도체ETF,NAS,209.06,211.45,204.21,206.81,13105442.0
20240802,TSM,TSMC ADR,NYS,151.25,153.86,146.89,149.86,31095265.0
20240805,AVGO,브로드컴,NAS,129.61,145.42,128.5,142.08,41309257.0
20240805,MU,마이크론,NAS,87.63,92.25,84.91,90.42,36977615.0
20240805,NVDA,엔비디아,NAS,92.06,103.41,90.69,100.45,552842375.0
20240805,QQQ,나스닥100,NAS,424.71,442.29,423.45,435.37,87483452.0
20240805,SMH,반도체ETF2,NAS,200.98,218.5,200.49,213.31,18420837.0
20240805,SOXX,반도체ETF,NAS,193.09,208.68,192.87,203.16,9247089.0
20240805,TSM,TSMC ADR,NYS,133.86,150.0,133.57,147.95,31193148.0
20240806,AVGO,브로드컴,NAS,141.73,148.91,140.25,143.92,24751290.0
20240806,MU,마이크론,NAS,89.2,90.86,87.15,89.0,26460039.0
20240806,NVDA,엔비디아,NAS,103.84,107.71,100.55,104.25,409012089.0
20240806,QQQ,나스닥100,NAS,437.23,447.07,434.56,439.53,63164429.0
20240806,SMH,반도체ETF2,NAS,216.54,222.8,212.64,217.46,15388764.0
20240806,SOXX,반도체ETF,NAS,205.06,210.48,201.74,205.0,6602315.0
20240806,TSM,TSMC ADR,NYS,150.44,157.71,147.72,155.39,24528068.0
20240807,AVGO,브로드컴,NAS,148.25,150.1,135.83,136.27,29749755.0
20240807,MU,마이크론,NAS,93.38,93.58,86.58,86.8,29483752.0
20240807,NVDA,엔비디아,NAS,107.81,108.8,98.69,98.91,411440423.0
20240807,QQQ,나스닥100,NAS,446.49,449.0,434.37,434.77,54929163.0
20240807,SMH,반도체ETF2,NAS,224.69,226.1,211.01,211.47,13066499.0
20240807,SOXX,반도체ETF,NAS,211.5,213.18,198.85,199.29,5292535.0
20240807,TSM,TSMC ADR,NYS,161.55,162.65,154.52,155.04,22379012.0
20240808,AVGO,브로드컴,NAS,141.2,146.27,138.4,145.74,27583199.0
20240808,MU,마이크론,NAS,88.48,92.85,88.03,92.07,24760739.0
20240808,NVDA,엔비디아,NAS,102.0,105.5,97.52,104.97,391910023.0
20240808,QQQ,나스닥100,NAS,441.06,448.99,437.15,448.07,47890071.0
20240808,SMH,반도체ETF2,NAS,217.6,225.27,212.7,224.91,11407866.0
20240808,SOXX,반도체ETF,NAS,205.47,213.26,201.24,213.04,6243205.0
20240808,TSM,TSMC ADR,NYS,159.27,164.75,155.54,164.55,18889635.0
20240809,AVGO,브로드컴,NAS,144.2,149.55,144.11,148.26,18438655.0
20240809,MU,마이크론,NAS,91.79,94.53,91.45,93.08,21627209.0
20240809,NVDA,엔비디아,NAS,105.64,106.6,103.43,104.75,290844157.0
20240809,QQQ,나스닥100,NAS,446.74,452.06,445.61,450.41,33573976.0
20240809,SMH,반도체ETF2,NAS,224.7,226.49,221.39,224.85,7241675.0
20240809,SOXX,반도체ETF,NAS,211.49,213.675,208.75,211.78,3454505.0
20240809,TSM,TSMC ADR,NYS,166.32,167.8,163.24,167.12,20519406.0
20240812,AVGO,브로드컴,NAS,148.08,151.13,146.37,148.62,17778473.0
20240812,MU,마이크론,NAS,93.1,96.53,92.6301,94.64,18886624.0
20240812,NVDA,엔비디아,NAS,106.32,111.07,106.26,109.02,325559870.0
20240812,QQQ,나스닥100,NAS,451.39,454.37,448.5546,451.38,27795006.0
20240812,SMH,반도체ETF2,NAS,225.19,229.55,224.05,226.96,6751158.0
20240812,SOXX,반도체ETF,NAS,212.1,215.55,210.3,213.0,4365247.0
20240812,TSM,TSMC ADR,NYS,166.0,169.53,165.54,167.63,14727277.0
20240813,AVGO,브로드컴,NAS,151.55,156.38,149.81,156.16,22053604.0
20240813,MU,마이크론,NAS,96.615,97.78,94.91,97.44,23565495.0
20240813,NVDA,엔비디아,NAS,112.44,116.23,111.58,116.14,312646660.0
20240813,QQQ,나스닥100,NAS,455.82,462.85,455.68,462.58,40084457.0
20240813,SMH,반도체ETF2,NAS,230.545,236.3,228.87,236.19,7647449.0
20240813,SOXX,반도체ETF,NAS,215.99,221.98,214.67,221.65,4525401.0
20240813,TSM,TSMC ADR,NYS,168.0,172.45,166.34,172.34,15243472.0
20240814,AVGO,브로드컴,NAS,158.02,160.25,154.72,157.69,20184199.0
20240814,MU,마이크론,NAS,101.0,101.95,98.0652,100.41,22458958.0
20240814,NVDA,엔비디아,NAS,118.53,118.6,114.07,118.08,339246407.0
20240814,QQQ,나스닥100,NAS,463.51,465.1093,458.4,462.73,34733746.0
20240814,SMH,반도체ETF2,NAS,238.71,239.18,232.16,236.39,7187132.0
20240814,SOXX,반도체ETF,NAS,223.65,224.54,217.49,221.09,3769879.0
20240814,TSM,TSMC ADR,NYS,171.88,172.51,167.19,169.97,11510307.0
20240815,AVGO,브로드컴,NAS,161.2,166.67,160.3351,166.13,27944968.0
20240815,MU,마이크론,NAS,103.51,108.0483,102.75,106.95,29127952.0
20240815,NVDA,엔비디아,NAS,118.76,123.24,117.47,122.86,318086673.0
20240815,QQQ,나스닥100,NAS,468.76,474.82,468.38,474.42,38280565.0
20240815,SMH,반도체ETF2,NAS,240.8,247.34,239.53,246.37,8376779.0
20240815,SOXX,반도체ETF,NAS,226.07,232.62,225.04,231.72,4332066.0
20240815,TSM,TSMC ADR,NYS,172.43,175.44,170.82,173.96,15393526.0
20240816,AVGO,브로드컴,NAS,164.47,166.09,162.68,165.72,19296868.0
20240816,MU,마이크론,NAS,106.83,109.47,105.35,107.99,18383278.0
20240816,NVDA,엔비디아,NAS,121.94,125.0,121.18,124.58,302589872.0
20240816,QQQ,나스닥100,NAS,472.62,476.41,471.65,475.03,38383623.0
20240816,SMH,반도체ETF2,NAS,244.21,247.4,243.0,246.71,5194621.0
20240816,SOXX,반도체ETF,NAS,229.59,232.22,228.03,231.23,3966086.0
20240816,TSM,TSMC ADR,NYS,173.39,175.0,172.25,174.54,10709972.0
20240819,AVGO,브로드컴,NAS,164.86,167.83,160.42,167.71,20441691.0
20240819,MU,마이크론,NAS,107.245,108.72,104.76,108.63,15744648.0
20240819,NVDA,엔비디아,NAS,124.28,130.0,123.42,130.0,318333577.0
20240819,QQQ,나스닥100,NAS,475.17,481.31,473.37,481.27,23737674.0
20240819,SMH,반도체ETF2,NAS,245.79,251.4,243.29,251.34,5564348.0
20240819,SOXX,반도체ETF,NAS,230.33,235.2,227.66,235.16,2197772.0
20240819,TSM,TSMC ADR,NYS,174.76,175.45,171.1,175.45,11510990.0
20240820,AVGO,브로드컴,NAS,167.05,168.3699,164.15,165.95,19417494.0
20240820,MU,마이크론,NAS,108.33,109.19,106.16,107.99,16075515.0
20240820,NVDA,엔비디아,NAS,128.4,129.88,125.89,127.25,300087415.0
20240820,QQQ,나스닥100,NAS,480.35,482.94,478.55,480.26,29209340.0
20240820,SMH,반도체ETF2,NAS,250.15,251.53,245.87,248.06,6578580.0
20240820,SOXX,반도체ETF,NAS,233.95,235.55,230.27,232.05,2587659.0
20240820,TSM,TSMC ADR,NYS,175.4,175.4,169.85,172.04,13555525.0
20240821,AVGO,브로드컴,NAS,165.12,166.47,162.88,165.78,16097693.0
20240821,MU,마이크론,NAS,108.16,108.4,106.21,108.33,13658899.0
20240821,NVDA,엔비디아,NAS,127.315,129.35,126.66,128.5,257883572.0
20240821,QQQ,나스닥100,NAS,481.05,484.37,479.32,482.5,25658787.0
20240821,SMH,반도체ETF2,NAS,248.6,251.87,247.865,250.63,4813708.0
20240821,SOXX,반도체ETF,NAS,233.21,236.51,232.64,235.34,1832242.0
20240821,TSM,TSMC ADR,NYS,170.36,173.08,169.91,171.44,9434811.0
20240822,AVGO,브로드컴,NAS,170.84,172.42,161.49,162.34,30044532.0
20240822,MU,마이크론,NAS,108.95,111.0,103.96,104.26,17967028.0
20240822,NVDA,엔비디아,NAS,130.02,130.75,123.1,123.74,376189076.0
20240822,QQQ,나스닥100,NAS,484.84,485.54,473.81,474.85,37739576.0
20240822,SMH,반도체ETF2,NAS,252.52,253.32,241.54,242.42,8007438.0
20240822,SOXX,반도체ETF,NAS,236.7,237.5,226.62,227.3,2969554.0
20240822,TSM,TSMC ADR,NYS,172.0,173.28,166.06,166.44,13546124.0
20240823,AVGO,브로드컴,NAS,165.025,168.28,163.46,166.36,18848022.0
20240823,MU,마이크론,NAS,103.04,104.41,100.31,102.85,25465076.0
20240823,NVDA,엔비디아,NAS,125.86,129.6,125.22,129.37,323230332.0
20240823,QQQ,나스닥100,NAS,479.24,482.74,475.28,480.0,36061508.0
20240823,SMH,반도체ETF2,NAS,245.85,250.33,244.7,248.39,6933374.0
20240823,SOXX,반도체ETF,NAS,230.92,235.0,229.7,233.39,3452909.0
20240823,TSM,TSMC ADR,NYS,169.0,173.29,167.915,171.28,12189133.0
20240826,AVGO,브로드컴,NAS,164.96,165.7,158.66,159.62,18521153.0
20240826,MU,마이크론,NAS,100.67,102.19,97.61,98.91,26752251.0
20240826,NVDA,엔비디아,NAS,129.57,131.26,124.37,126.46,331964672.0
20240826,QQQ,나스닥100,NAS,479.45,480.38,473.24,475.34,27452641.0
20240826,SMH,반도체ETF2,NAS,247.49,248.55,241.13,242.57,6925237.0
20240826,SOXX,반도체ETF,NAS,232.47,233.21,226.7,227.53,2148184.0
20240826,TSM,TSMC ADR,NYS,170.38,171.05,167.82,169.07,9611328.0
20240827,AVGO,브로드컴,NAS,157.6,162.03,155.83,161.39,16683106.0
20240827,MU,마이크론,NAS,97.09,98.49,96.668,97.86,17234616.0
20240827,NVDA,엔비디아,NAS,125.05,129.2,123.88,128.3,303134573.0
20240827,QQQ,나스닥100,NAS,473.69,477.84,471.71,476.76,27510003.0
20240827,SMH,반도체ETF2,NAS,240.67,245.75,238.57,245.01,5534390.0
20240827,SOXX,반도체ETF,NAS,225.88,230.812,223.81,230.05,2024724.0
20240827,TSM,TSMC ADR,NYS,166.42,170.58,165.04,170.55,9186041.0
20240828,AVGO,브로드컴,NAS,160.08,162.28,156.25,158.18,18063622.0
20240828,MU,마이크론,NAS,97.36,97.6847,92.7,94.86,25564297.0
20240828,NVDA,엔비디아,NAS,128.12,128.33,122.64,125.61,448101115.0
20240828,QQQ,나스닥100,NAS,476.29,477.02,467.89,471.35,37372436.0
20240828,SMH,반도체ETF2,NAS,244.5,245.68,237.82,240.89,8114008.0
20240828,SOXX,반도체ETF,NAS,229.09,230.7,223.62,225.9,3480004.0
20240828,TSM,TSMC ADR,NYS,171.32,172.465,166.2,169.2,10581371.0
20240829,AVGO,브로드컴,NAS,158.49,163.2,155.41,156.93,23519286.0
20240829,MU,마이크론,NAS,96.56,97.98,94.99,95.57,18984288.0
20240829,NVDA,엔비디아,NAS,121.355,124.43,116.71,117.59,453023305.0
20240829,QQQ,나스닥100,NAS,473.28,477.93,469.372,470.66,41081465.0
20240829,SMH,반도체ETF2,NAS,240.47,244.51,236.78,237.91,9256468.0
20240829,SOXX,반도체ETF,NAS,227.1,231.02,224.21,225.25,4084564.0
20240829,TSM,TSMC ADR,NYS,168.65,175.42,167.51,169.15,13213194.0
20240830,AVGO,브로드컴,NAS,161.12,163.24,158.71,162.82,25158510.0
20240830,MU,마이크론,NAS,96.92,98.4129,94.99,96.24,18819367.0
20240830,NVDA,엔비디아,NAS,119.53,121.75,117.22,119.37,333751583.0
20240830,QQQ,나스닥100,NAS,475.04,476.9,470.51,476.27,33466473.0
20240830,SMH,반도체ETF2,NAS,242.45,244.6,239.38,243.46,8623765.0
20240830,SOXX,반도체ETF,NAS,230.56,231.75,227.28,231.14,3249708.0
20240830,TSM,TSMC ADR,NYS,170.055,172.23,168.75,171.7,9481403.0
20240903,AVGO,브로드컴,NAS,160.38,160.74,151.38,152.79,37179061.0
20240903,MU,마이크론,NAS,93.63,93.8799,88.31,88.58,28897236.0
20240903,NVDA,엔비디아,NAS,116.01,116.21,107.29,108.0,477155100.0
20240903,QQQ,나스닥100,NAS,473.2,473.33,459.4101,461.81,44985219.0
20240903,SMH,반도체ETF2,NAS,238.87,238.87,223.81,225.19,14466252.0
20240903,SOXX,반도체ETF,NAS,226.8,226.83,212.28,213.5,7214274.0
20240903,TSM,TSMC ADR,NYS,168.0,168.679,159.8,160.49,18464355.0
20240904,AVGO,브로드컴,NAS,150.3,157.79,149.15,154.12,20324062.0
20240904,MU,마이크론,NAS,88.36,90.73,87.81,89.29,16356537.0
20240904,NVDA,엔비디아,NAS,105.41,113.27,104.12,106.21,372470291.0
20240904,QQQ,나스닥100,NAS,458.67,464.45,457.73,460.61,32505102.0
20240904,SMH,반도체ETF2,NAS,221.83,228.58,221.46,224.65,8646295.0
20240904,SOXX,반도체ETF,NAS,211.11,217.49,210.52,214.2,4435768.0
20240904,TSM,TSMC ADR,NYS,159.3,163.88,158.95,160.87,11317391.0
20240905,AVGO,브로드컴,NAS,150.565,156.36,150.11,152.82,31548537.0
20240905,MU,마이크론,NAS,88.1,90.7,87.76,89.39,13890660.0
20240905,NVDA,엔비디아,NAS,104.985,109.65,104.76,107.21,306850696.0
20240905,QQQ,나스닥100,NAS,458.97,465.36,457.939,461.04,34452385.0
20240905,SMH,반도체ETF2,NAS,222.06,227.77,221.73,224.26,6535443.0
20240905,SOXX,반도체ETF,NAS,211.2,216.38,210.86,213.05,3988332.0
20240905,TSM,TSMC ADR,NYS,161.54,164.59,161.05,163.7,10260578.0
20240906,AVGO,브로드컴,NAS,143.25,143.5,136.6,136.995,76634630.0
20240906,MU,마이크론,NAS,89.37,89.65,85.26,86.38,23587097.0
20240906,NVDA,엔비디아,NAS,108.04,108.15,100.95,102.83,413638098.0
20240906,QQQ,나스닥100,NAS,460.33,461.22,448.19,448.69,50624385.0
20240906,SMH,반도체ETF2,NAS,223.35,223.67,213.57,215.0,12019320.0
20240906,SOXX,반도체ETF,NAS,211.45,211.61,202.86,203.93,5596274.0
20240906,TSM,TSMC ADR,NYS,164.89,165.4053,156.01,156.82,14964411.0
20240909,AVGO,브로드컴,NAS,139.11,141.585,134.9,140.82,39516691.0
20240909,MU,마이크론,NAS,87.85,87.96,85.01,86.27,20526393.0
20240909,NVDA,엔비디아,NAS,104.88,106.55,103.69,106.47,273912015.0
20240909,QQQ,나스닥100,NAS,453.06,455.46,449.8234,454.46,32981169.0
20240909,SMH,반도체ETF2,NAS,218.46,220.31,215.79,219.86,7933427.0
20240909,SOXX,반도체ETF,NAS,207.24,208.68,204.56,207.96,4078571.0
20240909,TSM,TSMC ADR,NYS,160.76,163.1,160.25,162.78,10339023.0
20240910,AVGO,브로드컴,NAS,141.22,149.86,141.04,148.21,36067473.0
20240910,MU,마이크론,NAS,86.97,87.19,84.87,86.85,17019016.0
20240910,NVDA,엔비디아,NAS,107.81,109.4,104.95,108.1,268283736.0
20240910,QQQ,나스닥100,NAS,456.24,459.17,452.23,458.66,29680319.0
20240910,SMH,반도체ETF2,NAS,220.62,222.14,216.46,221.94,7651577.0
20240910,SOXX,반도체ETF,NAS,208.34,210.38,204.96,210.15,2390615.0
20240910,TSM,TSMC ADR,NYS,162.89,162.89,157.6931,162.43,11910831.0
20240911,AVGO,브로드컴,NAS,148.39,158.87,145.04,158.27,39700766.0
20240911,MU,마이크론,NAS,88.2,90.83,86.08,90.65,20879599.0
20240911,NVDA,엔비디아,NAS,109.39,117.19,107.42,116.91,441422370.0
20240911,QQQ,나스닥100,NAS,459.91,469.37,451.28,468.62,57842992.0
20240911,SMH,반도체ETF2,NAS,223.79,233.7,219.4,233.4,11148303.0
20240911,SOXX,반도체ETF,NAS,211.59,220.34,207.17,219.91,6521352.0
20240911,TSM,TSMC ADR,NYS,163.8,170.38,161.42,170.23,15059547.0
20240912,AVGO,브로드컴,NAS,158.1,166.32,156.83,164.56,43581917.0
20240912,MU,마이크론,NAS,87.1,88.03,84.12,87.21,30982533.0
20240912,NVDA,엔비디아,NAS,116.84,120.79,115.38,119.14,367100496.0
20240912,QQQ,나스닥100,NAS,468.65,474.04,466.8491,473.22,40175456.0
20240912,SMH,반도체ETF2,NAS,232.92,235.955,229.962,233.9,8212412.0
20240912,SOXX,반도체ETF,NAS,218.7,220.97,215.625,218.94,4739645.0
20240912,TSM,TSMC ADR,NYS,170.6,172.15,169.0,171.43,13415497.0
20240913,AVGO,브로드컴,NAS,166.735,168.08,164.0401,167.69,29850048.0
20240913,MU,마이크론,NAS,88.09,91.47,87.87,91.22,21267222.0
20240913,NVDA,엔비디아,NAS,119.08,119.955,117.6,119.1,238358328.0
20240913,QQQ,나스닥100,NAS,472.48,476.53,472.25,475.34,29111849.0
20240913,SMH,반도체ETF2,NAS,235.0,237.55,234.22,236.91,6405793.0
20240913,SOXX,반도체ETF,NAS,220.85,223.45,220.32,222.85,5267972.0
20240913,TSM,TSMC ADR,NYS,172.24,174.765,171.45,172.5,8787842.0
20240916,AVGO,브로드컴,NAS,165.19,165.5,160.41,164.02,26126934.0
20240916,MU,마이크론,NAS,87.24,88.24,85.92,87.18,26494332.0
20240916,NVDA,엔비디아,NAS,116.79,118.18,114.36,116.78,248772308.0
20240916,QQQ,나스닥100,NAS,473.19,473.8599,469.89,473.24,22585596.0
20240916,SMH,반도체ETF2,NAS,233.39,235.0,230.8678,233.8,5505227.0
20240916,SOXX,반도체ETF,NAS,219.67,221.0,217.04,219.88,2469826.0
20240916,TSM,TSMC ADR,NYS,169.91,170.56,166.77,169.08,12194259.0
20240917,AVGO,브로드컴,NAS,165.49,166.02,160.7,162.47,19844343.0
20240917,MU,마이크론,NAS,88.06,89.57,87.5401,88.73,17744764.0
20240917,NVDA,엔비디아,NAS,118.17,118.8,114.83,115.59,231925876.0
20240917,QQQ,나스닥100,NAS,476.29,477.6,470.97,473.49,30084438.0
20240917,SMH,반도체ETF2,NAS,236.61,237.13,231.84,233.72,4722843.0
20240917,SOXX,반도체ETF,NAS,222.65,223.17,218.23,220.15,2304065.0
20240917,TSM,TSMC ADR,NYS,169.35,170.2402,166.355,167.35,8582819.0
20240918,AVGO,브로드컴,NAS,163.77,167.47,161.36,161.67,26557560.0
20240918,MU,마이크론,NAS,87.99,89.2,86.71,87.35,20130596.0
20240918,NVDA,엔비디아,NAS,115.89,117.7,113.22,113.37,310318937.0
20240918,QQQ,나스닥100,NAS,474.7,478.83,470.83,471.44,39909215.0
20240918,SMH,반도체ETF2,NAS,234.89,237.84,230.79,231.06,7299791.0
20240918,SOXX,반도체ETF,NAS,221.18,224.21,217.5,217.72,4671939.0
20240918,TSM,TSMC ADR,NYS,168.46,171.6,167.0,167.28,9115969.0
20240919,AVGO,브로드컴,NAS,167.68,170.0,165.66,167.42,32453057.0
20240919,MU,마이크론,NAS,89.35,90.39,87.58,89.25,25208917.0
20240919,NVDA,엔비디아,NAS,117.35,119.66,117.25,117.87,293506438.0
20240919,QQQ,나스닥100,NAS,482.61,486.23,480.49,483.36,52782523.0
20240919,SMH,반도체ETF2,NAS,239.97,243.8525,238.31,241.09,11254192.0
20240919,SOXX,반도체ETF,NAS,225.97,230.06,224.16,226.99,4624651.0
20240919,TSM,TSMC ADR,NYS,174.38,177.78,172.63,176.22,15855048.0
20240920,AVGO,브로드컴,NAS,167.18,172.02,166.47,171.1,91758507.0
20240920,MU,마이크론,NAS,88.4,90.97,88.33,90.9,28711000.0
20240920,NVDA,엔비디아,NAS,117.06,118.6181,115.3901,116.0,382462428.0
20240920,QQQ,나스닥100,NAS,482.49,483.69,478.3,482.44,34577663.0
20240920,SMH,반도체ETF2,NAS,238.8,239.65,234.96,237.9,8183279.0
20240920,SOXX,반도체ETF,NAS,224.71,225.57,220.44,223.67,4550812.0
20240920,TSM,TSMC ADR,NYS,174.87,176.02,173.6501,174.08,18429784.0
20240923,AVGO,브로드컴,NAS,172.0,173.32,168.3501,172.94,29431112.0
20240923,MU,마이크론,NAS,92.675,94.8,92.58,93.57,23394101.0
20240923,NVDA,엔비디아,NAS,116.55,116.99,114.86,116.26,206228490.0
20240923,QQQ,나스닥100,NAS,482.95,484.14,481.6,483.04,24842972.0
20240923,SMH,반도체ETF2,NAS,238.81,239.8199,237.12,238.95,3781433.0
20240923,SOXX,반도체ETF,NAS,224.75,225.55,222.95,224.54,2454242.0
20240923,TSM,TSMC ADR,NYS,174.84,175.4,173.7,174.76,5794249.0
20240924,AVGO,브로드컴,NAS,172.81,175.99,171.68,174.84,34223405.0
20240924,MU,마이크론,NAS,94.73,95.0,92.76,94.0,23043237.0
20240924,NVDA,엔비디아,NAS,116.515,121.8,115.38,120.87,354966772.0
20240924,QQQ,나스닥100,NAS,484.46,486.33,480.17,485.37,25952637.0
20240924,SMH,반도체ETF2,NAS,241.08,244.38,238.2838,243.4,5435856.0
20240924,SOXX,반도체ETF,NAS,226.55,228.63,223.97,227.26,4314726.0
20240924,TSM,TSMC ADR,NYS,179.5,182.78,177.05,181.97,14576105.0
20240925,AVGO,브로드컴,NAS,174.65,177.14,173.76,175.52,16613795.0
20240925,MU,마이크론,NAS,94.16,96.175,93.93,95.77,54762883.0
20240925,NVDA,엔비디아,NAS,122.02,124.94,121.61,123.51,284692948.0
20240925,QQQ,나스닥100,NAS,484.74,487.79,484.56,485.82,26549866.0
20240925,SMH,반도체ETF2,NAS,243.23,247.0795,242.8,245.54,4978310.0
20240925,SOXX,반도체ETF,NAS,225.98,229.77,225.85,228.27,2191237.0
20240925,TSM,TSMC ADR,NYS,181.52,183.82,181.21,182.35,8280927.0
20240926,AVGO,브로드컴,NAS,178.5,180.25,175.0,178.09,24339996.0
20240926,MU,마이크론,NAS,113.1,114.8,107.53,109.88,107965892.0
20240926,NVDA,엔비디아,NAS,126.8,127.665,121.8,124.04,302582868.0
20240926,QQQ,나스닥100,NAS,493.37,493.7,485.8,489.47,32020206.0
20240926,SMH,반도체ETF2,NAS,255.5,255.99,247.37,252.62,10082089.0
20240926,SOXX,반도체ETF,NAS,237.72,238.38,230.29,236.43,5537381.0
20240926,TSM,TSMC ADR,NYS,188.495,189.33,183.8,186.83,15103400.0
20240927,AVGO,브로드컴,NAS,178.17,178.47,171.76,172.69,20580905.0
20240927,MU,마이크론,NAS,110.5,110.97,107.03,107.5,42960180.0
20240927,NVDA,엔비디아,NAS,123.97,124.03,119.26,121.4,271009175.0
20240927,QQQ,나스닥100,NAS,490.5,490.64,485.56,486.75,22851120.0
20240927,SMH,반도체ETF2,NAS,253.19,253.21,246.12,247.74,7128566.0
20240927,SOXX,반도체ETF,NAS,237.15,237.18,231.47,232.68,2303594.0
20240927,TSM,TSMC ADR,NYS,185.84,185.94,177.4,177.97,17908399.0
20240930,AVGO,브로드컴,NAS,171.87,172.92,169.6302,172.5,16900033.0
20240930,MU,마이크론,NAS,106.08,106.7483,102.26,103.71,39627713.0
20240930,NVDA,엔비디아,NAS,118.31,121.5,118.15,121.44,227053651.0
20240930,QQQ,나스닥100,NAS,485.78,488.41,482.92,488.07,30330605.0
20240930,SMH,반도체ETF2,NAS,244.15,247.01,241.87,245.45,6256911.0
20240930,SOXX,반도체ETF,NAS,229.79,232.11,227.3,230.59,2694896.0
20240930,TSM,TSMC ADR,NYS,174.27,176.82,171.93,173.67,13561649.0
20241001,AVGO,브로드컴,NAS,172.16,172.25,165.8,167.47,23770416.0
20241001,MU,마이크론,NAS,103.4,104.2,98.94,100.31,34309766.0
20241001,NVDA,엔비디아,NAS,121.765,122.4351,115.79,117.0,302094485.0
20241001,QQQ,나스닥100,NAS,487.7,488.0,477.4,481.27,42735424.0
20241001,SMH,반도체ETF2,NAS,245.63,246.58,237.0,238.88,7751838.0
20241001,SOXX,반도체ETF,NAS,230.5,231.2,222.33,224.13,3926494.0
20241001,TSM,TSMC ADR,NYS,175.31,175.99,170.78,172.07,11850168.0
20241002,AVGO,브로드컴,NAS,167.55,172.84,167.0201,170.66,14317834.0
20241002,MU,마이크론,NAS,100.59,102.12,99.33,99.85,26334893.0
20241002,NVDA,엔비디아,NAS,116.44,119.38,115.14,118.85,221845887.0
20241002,QQQ,나스닥100,NAS,480.36,483.88,477.72,481.95,23744049.0
20241002,SMH,반도체ETF2,NAS,239.17,244.45,237.59,242.32,5842606.0
20241002,SOXX,반도체ETF,NAS,224.57,229.65,223.26,227.15,1762086.0
20241002,TSM,TSMC ADR,NYS,172.96,176.9739,170.7899,175.8,11164365.0
20241003,AVGO,브로드컴,NAS,169.62,174.94,169.19,171.89,13072281.0
20241003,MU,마이크론,NAS,99.47,102.53,99.4,101.82,22176651.0
20241003,NVDA,엔비디아,NAS,120.92,124.36,120.3401,122.85,277117973.0
20241003,QQQ,나스닥100,NAS,479.74,484.545,478.99,481.59,25337220.0
20241003,SMH,반도체ETF2,NAS,241.55,247.15,241.34,244.55,5926885.0
20241003,SOXX,반도체ETF,NAS,225.36,230.83,225.21,227.96,2110717.0
20241003,TSM,TSMC ADR,NYS,175.8,180.79,175.1218,179.48,12555033.0
20241004,AVGO,브로드컴,NAS,176.3,176.8998,172.6,176.64,17941387.0
20241004,MU,마이크론,NAS,103.65,104.2399,101.4,102.25,21945805.0
20241004,NVDA,엔비디아,NAS,124.94,125.04,121.83,124.92,244465552.0
20241004,QQQ,나스닥100,NAS,487.45,487.88,482.385,487.32,30744909.0
20241004,SMH,반도체ETF2,NAS,249.21,249.21,244.33,247.82,5776498.0
20241004,SOXX,반도체ETF,NAS,232.49,232.88,228.385,231.08,2686621.0
20241004,TSM,TSMC ADR,NYS,179.7,181.23,177.55,181.16,10001896.0
20241007,AVGO,브로드컴,NAS,174.82,178.31,173.86,175.08,15588333.0
20241007,MU,마이크론,NAS,102.16,104.5932,100.81,102.91,21749278.0
20241007,NVDA,엔비디아,NAS,124.99,130.64,124.95,127.72,346250233.0
20241007,QQQ,나스닥100,NAS,485.39,486.57,480.87,482.1,24975119.0
