# 비트코인 일별 — 업비트 **KRW/BTC**. scripts/crypto_daily.py 가 만든다.
# ⚠⚠ **원화다. 달러가 아니다.** 환율로 곱해도 글로벌 달러 가격과 다르다 —
#   국내 프리미엄이 얹혀 있다. 달러 기준 수준(예: «6만 5,100달러»)을
#   말할 때 이 파일을 쓰지 말 것. 방향과 등락률에만 쓴다.
# ⚠ 창구가 짧을 수 있어 **덮어쓰지 않고 합친다.**
date,open,high,low,close,volume
2019-11-17,9934000,10056000,9820000,9924000,1815.96429459
2019-11-18,9924000,9934000,9531000,9580000,3352.42119732
2019-11-19,9580000,9615000,9361000,9503000,3631.799952
2019-11-20,9509000,9553000,9410000,9486000,2431.5636425
2019-11-21,9486000,9525000,8901000,9024000,6010.80668969
2019-11-22,9024000,9123000,8202000,8651000,10814.24485621
2019-11-23,8661000,8712000,8405000,8670000,3952.26249858
2019-11-24,8675000,8693000,8164000,8218000,4506.87052334
2019-11-25,8217000,8633000,7683000,8338000,13648.46006191
2019-11-26,8338000,8627000,8240000,8410000,5867.68876664
2019-11-27,8413000,8900000,8041000,8702000,9265.75223133
2019-11-28,8700000,8903000,8615000,8674000,4045.7239098
2019-11-29,8672000,9200000,8658000,9037000,4210.80049996
2019-11-30,9035000,9106000,8726000,8838000,2495.78793255
2019-12-01,8838000,8840000,8480000,8630000,3023.698278
2019-12-02,8630000,8705000,8415000,8585000,1837.43925831
2019-12-03,8590000,8700000,8520000,8607000,1641.81595301
2019-12-04,8607000,8996000,8432000,8515000,5171.38101548
2019-12-05,8515000,8810000,8480000,8685000,3969.79229665
2019-12-06,8685000,8852000,8614000,8813000,3039.17313756
2019-12-07,8815000,8897000,8776000,8784000,1910.69581081
2019-12-08,8784000,8857000,8670000,8807000,2000.92140277
2019-12-09,8807000,8891000,8640000,8679000,3125.56191138
2019-12-10,8679000,8749000,8480000,8537000,2949.17212834
2019-12-11,8539000,8592000,8419000,8490000,1897.01475656
2019-12-12,8490000,8566000,8360000,8437000,2457.07047864
2019-12-13,8438000,8577000,8430000,8490000,2163.02130941
2019-12-14,8490000,8520000,8200000,8277000,2408.92097104
2019-12-15,8277000,8440000,8190000,8319000,1911.20234202
2019-12-16,8319000,8347000,8017000,8050000,2333.04536211
2019-12-17,8058000,8108000,7700000,7742000,4587.86377499
2019-12-18,7741000,8668000,7546000,8466000,7394.86247818
2019-12-19,8466000,8590000,8210000,8328000,4444.33915592
2019-12-20,8329000,8395000,8241000,8338000,2315.68010263
2019-12-21,8342000,8342000,8260000,8295000,952.39697702
2019-12-22,8295000,8696000,8277000,8689000,2717.8458866
2019-12-23,8688000,8890000,8456000,8520000,5451.7473576
2019-12-24,8520000,8630000,8354000,8470000,3635.40093186
2019-12-25,8460000,8471000,8317000,8370000,1857.22709208
2019-12-26,8370000,8595000,8317000,8371000,2740.2112794
2019-12-27,8367000,8424000,8195000,8385000,2402.06470551
2019-12-28,8385000,8479000,8376000,8432000,1725.5127045
2019-12-29,8428000,8639000,8388000,8486000,2486.01610538
2019-12-30,8486000,8496000,8331000,8341000,2355.80361501
2019-12-31,8343000,8439000,8260000,8312000,1846.5409191
2020-01-01,8308000,8387000,8287000,8300000,1030.45814676
2020-01-02,8300000,8310000,8026000,8037000,2054.03956598
2020-01-03,8038000,8525000,7910000,8474000,5887.00880804
2020-01-04,8476000,8520000,8382000,8482000,1987.26688134
2020-01-05,8483000,8645000,8436000,8454000,2807.832172
2020-01-06,8451000,8890000,8446000,8866000,5340.14041587
2020-01-07,8866000,9444000,8865000,9398000,8896.19194694
2020-01-08,9386000,9736000,9030000,9085000,13024.51495279
2020-01-09,9084000,9142000,8900000,8941000,5174.23891081
2020-01-10,8940000,9250000,8750000,9233000,6980.82897357
2020-01-11,9218000,9350000,9047000,9060000,4233.99262116
2020-01-12,9066000,9250000,9014000,9213000,2412.74898932
2020-01-13,9218000,9227000,9101000,9172000,1991.09310408
2020-01-14,9179000,9859000,9162000,9716000,11554.39037004
2020-01-15,9716000,9917000,9498000,9735000,8125.75207139
2020-01-16,9735000,9855000,9561000,9785000,4081.48265366
2020-01-17,9789000,10216000,9719000,9992000,8319.12836052
2020-01-18,9997000,10167000,9900000,10085000,3865.42130063
2020-01-19,10085000,10484000,9734000,9887000,8567.01218693
2020-01-20,9886000,9951000,9775000,9851000,3320.61609519
2020-01-21,9856000,10014000,9800000,9958000,2842.75512757
2020-01-22,9960000,10091000,9845000,9922000,2972.58459218
2020-01-23,9922000,9930000,9623000,9750000,3630.5273721
2020-01-24,9750000,9885000,9631000,9813000,2941.43472294
2020-01-25,9816000,9816000,9669000,9745000,1443.81660204
2020-01-26,9745000,9986000,9700000,9966000,2221.71968044
2020-01-27,9966000,10277000,9948000,10132000,4801.26130294
2020-01-28,10128000,10601000,10127000,10570000,6620.77416871
2020-01-29,10570000,10780000,10500000,10670000,5305.29886421
2020-01-30,10670000,10882000,10520000,10779000,5029.07029051
2020-01-31,10778000,10841000,10642000,10781000,3618.06000067
2020-02-01,10781000,10918000,10770000,10820000,2886.0973791
2020-02-02,10820000,10887000,10680000,10765000,3318.26175912
2020-02-03,10765000,10975000,10715000,10750000,3683.40186368
2020-02-04,10750000,10790000,10504000,10635000,4273.50735062
2020-02-05,10636000,11116000,10589000,11054000,5644.68431028
2020-02-06,11068000,11410000,10905000,11264000,5742.27238319
2020-02-07,11269000,11610000,11256000,11490000,4139.85704717
2020-02-08,11490000,11600000,11257000,11568000,4372.50942089
2020-02-09,11568000,11863000,11567000,11821000,4936.95291749
2020-02-10,11821000,11864000,11392000,11520000,5213.48423455
2020-02-11,11520000,11950000,11269000,11819000,6034.79122331
2020-02-12,11820000,11956000,11761000,11793000,6619.13819041
2020-02-13,11793000,12044000,11580000,11793000,9190.66395973
2020-02-14,11793000,11899000,11717000,11845000,4420.81384236
2020-02-15,11857000,11889000,11400000,11503000,4844.00618252
2020-02-16,11513000,11766000,11320000,11659000,5377.24392055
2020-02-17,11659000,11691000,11136000,11438000,5888.97179664
2020-02-18,11438000,11900000,11308000,11838000,5450.8758839
2020-02-19,11837000,11973000,11350000,11415000,5713.59402305
2020-02-20,11419000,11580000,11350000,11520000,6303.71044042
2020-02-21,11532000,11620000,11454000,11498000,4249.29863364
2020-02-22,11498000,11529000,11395000,11496000,1836.08707185
2020-02-23,11495000,11831000,11482000,11753000,3288.45979643
2020-02-24,11753000,11840000,11555000,11633000,3115.02855796
2020-02-25,11635000,11639000,11280000,11330000,3895.25756826
2020-02-26,11330000,11408000,10628000,10741000,7477.71264507
2020-02-27,10742000,10888000,10313000,10699000,6437.73425905
2020-02-28,10696000,10840000,10306000,10575000,5181.61535688
2020-02-29,10575000,10631000,10371000,10374000,2145.36310753
2020-03-01,10380000,10559000,10287000,10374000,3275.71519136
2020-03-02,10358000,10749000,10326000,10675000,3010.56353784
2020-03-03,10675000,10689000,10405000,10502000,2858.43820794
2020-03-04,10502000,10588000,10420000,10503000,2250.68759875
2020-03-05,10504000,10869000,10494000,10791000,3582.13634673
2020-03-06,10791000,10890000,10720000,10840000,2353.86089792
2020-03-07,10852000,10980000,10648000,10678000,2335.98366227
2020-03-08,10678000,10699000,9820000,9876000,5043.98089229
2020-03-09,9883000,10064000,9356000,9726000,7692.57580749
2020-03-10,9726000,9849000,9413000,9574000,4439.33233281
2020-03-11,9574000,9637000,9163000,9510000,4110.01716377
2020-03-12,9507000,9537000,5980000,6363000,29866.02509793
2020-03-13,6362000,7470000,5489000,7267000,50282.2630063
2020-03-14,7261000,7284000,6600000,6823000,12799.58220451
2020-03-15,6823000,7298000,6660000,6909000,10779.97008444
2020-03-16,6905000,6914000,6000000,6385000,19383.80784892
2020-03-17,6385000,6885000,6280000,6774000,14938.32946615
2020-03-18,6774000,6895000,6371000,6745000,13630.45744463
2020-03-19,6747000,8111000,6613000,7679000,22522.27502999
2020-03-20,7675000,8645000,7384000,7781000,24142.35878974
2020-03-21,7788000,8093000,7415000,7740000,11663.73945474
2020-03-22,7740000,7970000,7335000,7366000,8795.77503858
2020-03-23,7379000,8189000,7219000,8047000,16867.52953401
2020-03-24,8047000,8412000,7892000,8367000,15158.03958932
2020-03-25,8362000,8538000,8080000,8271000,12629.11800824
2020-03-26,8276000,8344000,8091000,8272000,6160.81327022
2020-03-27,8281000,8365000,7820000,7880000,6749.55305514
2020-03-28,7883000,7885000,7403000,7656000,7702.10233717
2020-03-29,7658000,7679000,7215000,7218000,4443.49787898
2020-03-30,7218000,8014000,7199000,7798000,9173.56085136
2020-03-31,7794000,7989000,7735000,7799000,6667.69225968
2020-04-01,7799000,8096000,7529000,8074000,6726.18023048
2020-04-02,8065000,8505000,7989000,8174000,12240.95376526
2020-04-03,8160000,8434000,8041000,8156000,7822.87703206
2020-04-04,8149000,8333000,8100000,8249000,3955.73334087
2020-04-05,8248000,8280000,8100000,8198000,2884.40931408
2020-04-06,8198000,8800000,8183000,8786000,8571.0711143
2020-04-07,8777000,8957000,8544000,8660000,8498.13271433
2020-04-08,8652000,8913000,8621000,8821000,5003.68118787
2020-04-09,8821000,8853000,8648000,8804000,4206.92418803
2020-04-10,8803000,8825000,8241000,8414000,6529.56215242
2020-04-11,8413000,8535000,8318000,8463000,2654.49523735
2020-04-12,8463000,8752000,8341000,8470000,4191.06001998
2020-04-13,8464000,8472000,8162000,8379000,5377.6360057
2020-04-14,8379000,8456000,8272000,8378000,3625.16088474
2020-04-15,8375000,8415000,8089000,8108000,3098.61249041
2020-04-16,8107000,8621000,7929000,8562000,8091.89938013
2020-04-17,8557000,8611000,8480000,8519000,3897.44973793
2020-04-18,8519000,8752000,8510000,8712000,3336.68352877
2020-04-19,8712000,8734000,8546000,8660000,2777.53215337
2020-04-20,8660000,8720000,8366000,8387000,4451.04386799
2020-04-21,8387000,8498000,8300000,8407000,3426.08047539
2020-04-22,8407000,8675000,8384000,8636000,3244.89172282
2020-04-23,8640000,9167000,8567000,9057000,7418.27381504
2020-04-24,9052000,9231000,8985000,9100000,5226.5308807
2020-04-25,9100000,9280000,9060000,9164000,3113.15926538
2020-04-26,9155000,9377000,9149000,9376000,3784.44629212
2020-04-27,9376000,9495000,9313000,9490000,4609.29072228
2020-04-28,9490000,9497000,9339000,9410000,3693.3169669
2020-04-29,9410000,10681000,9376000,10530000,11013.08164828
2020-04-30,10530000,11435000,10279000,10477000,18049.43050523
2020-05-01,10477000,11049000,10458000,10773000,7311.8450116
2020-05-02,10773000,10938000,10640000,10882000,4199.29888037
2020-05-03,10881000,11125000,10696000,10887000,5450.49595586
2020-05-04,10882000,10955000,10451000,10850000,6138.50405855
2020-05-05,10837000,11020000,10740000,10972000,5217.54069649
2020-05-06,10967000,11445000,10879000,11269000,7257.03242322
2020-05-07,11269000,12062000,11128000,11998000,10671.04670395
2020-05-08,11988000,12163000,11810000,11881000,7019.78931565
2020-05-09,11881000,11950000,11477000,11550000,6605.95307729
2020-05-10,11553000,11600000,10220000,10671000,14835.99641846
2020-05-11,10672000,11248000,10121000,10448000,13828.24763273
2020-05-12,10441000,10866000,10400000,10677000,5819.8769528
2020-05-13,10680000,11347000,10660000,11268000,5944.67623229
2020-05-14,11265000,11945000,11215000,11776000,10116.56034255
2020-05-15,11777000,11839000,11229000,11314000,8174.219288
2020-05-16,11314000,11570000,11175000,11325000,4514.14006125
2020-05-17,11322000,11831000,11275000,11619000,5191.71177335
2020-05-18,11619000,11899000,11380000,11705000,6557.54613956
2020-05-19,11704000,11833000,11430000,11727000,6500.9196183
2020-05-20,11727000,11800000,11350000,11532000,5246.78872844
2020-05-21,11533000,11609000,10798000,11089000,7323.04594878
2020-05-22,11089000,11242000,10900000,11117000,4239.65573952
2020-05-23,11117000,11299000,11048000,11140000,2106.46390938
2020-05-24,11140000,11249000,10630000,10664000,3564.63324161
2020-05-25,10663000,10886000,10507000,10825000,4299.98228167
2020-05-26,10821000,10929000,10611000,10729000,3154.58974572
2020-05-27,10724000,11187000,10722000,11163000,4433.78330122
2020-05-28,11151000,11600000,11104000,11579000,4438.47314114
2020-05-29,11579000,11603000,11276000,11398000,2986.57917583
2020-05-30,11397000,11603000,11303000,11581000,3047.33666992
2020-05-31,11583000,11585000,11363000,11432000,2525.31346136
2020-06-01,11432000,12230000,11402000,12112000,6160.91557592
2020-06-02,12111000,12173000,11301000,11520000,8745.47328502
2020-06-03,11520000,11661000,11401000,11648000,3039.98605262
2020-06-04,11659000,11865000,11470000,11784000,4182.02295157
2020-06-05,11785000,11855000,11561000,11597000,2593.82582445
2020-06-06,11601000,11699000,11512000,11641000,1459.86807286
2020-06-07,11641000,11786000,11373000,11687000,2655.73231992
2020-06-08,11680000,11719000,11560000,11690000,1728.38288947
2020-06-09,11690000,11777000,11550000,11688000,2610.12478709
2020-06-10,11688000,11847000,11590000,11737000,2283.58557932
2020-06-11,11732000,11799000,11058000,11090000,4545.21507399
2020-06-12,11090000,11449000,11062000,11380000,2651.81738048
2020-06-13,11374000,11406000,11272000,11388000,1212.95040947
2020-06-14,11382000,11395000,11156000,11246000,1408.07350246
2020-06-15,11246000,11415000,10770000,11346000,4693.79393111
2020-06-16,11339000,11492000,11267000,11453000,3026.56824254
2020-06-17,11453000,11517000,11320000,11437000,2739.25545593
2020-06-18,11437000,11445000,11224000,11341000,2323.41197278
2020-06-19,11341000,11382000,11150000,11286000,2389.5177849
2020-06-20,11285000,11351000,11155000,11325000,1263.73290014
2020-06-21,11317000,11355000,11225000,11238000,909.55526989
2020-06-22,11235000,11675000,11232000,11593000,2696.34450507
2020-06-23,11593000,11649000,11488000,11509000,2329.40394614
2020-06-24,11506000,11553000,11110000,11233000,3231.00130679
2020-06-25,11232000,11232000,10842000,11147000,2709.1098932
2020-06-26,11151000,11185000,10901000,11045000,2087.94129459
2020-06-27,11045000,11051000,10791000,10913000,1712.14624703
2020-06-28,10913000,11163000,10756000,10970000,2015.60242521
2020-06-29,10970000,11033000,10814000,10972000,1945.52309302
2020-06-30,10980000,11004000,10882000,10903000,1491.98629021
2020-07-01,10903000,11111000,10887000,11051000,1746.77991866
2020-07-02,11041000,11077000,10772000,10888000,2255.06730644
2020-07-03,10888000,10920000,10821000,10837000,1446.240884
2020-07-04,10845000,10960000,10814000,10884000,1102.13769
2020-07-05,10883000,10900000,10700000,10831000,1232.80955825
2020-07-06,10831000,11102000,10796000,11065000,2834.35626338
2020-07-07,11065000,11097000,10952000,10988000,1828.51713339
2020-07-08,10988000,11208000,10968000,11138000,3274.76981902
2020-07-09,11135000,11149000,10906000,10961000,2625.43221633
2020-07-10,10961000,11062000,10880000,11043000,2044.03731083
2020-07-11,11039000,11044000,10910000,10957000,1039.64848925
2020-07-12,10968000,11061000,10915000,11036000,1317.60522056
2020-07-13,11036000,11063000,10908000,11000000,2605.40348195
2020-07-14,11011000,11040000,10925000,11010000,2495.54897178
2020-07-15,11011000,11017000,10955000,10975000,1649.89414782
2020-07-16,10975000,11003000,10835000,10934000,2068.3561921
2020-07-17,10924000,10980000,10875000,10937000,1615.75315293
2020-07-18,10949000,10990000,10894000,10905000,948.92757814
2020-07-19,10908000,10971000,10869000,10943000,976.01326268
2020-07-20,10943000,10981000,10908000,10950000,1677.88924309
2020-07-21,10940000,11220000,10930000,11123000,3235.46831323
2020-07-22,11117000,11280000,11066000,11269000,2474.64316687
2020-07-23,11258000,11418000,11183000,11331000,3090.33493086
2020-07-24,11322000,11438000,11238000,11346000,2160.08749256
2020-07-25,11346000,11500000,11333000,11477000,1583.49670631
2020-07-26,11477000,11909000,11416000,11715000,4143.37023378
2020-07-27,11706000,13275000,11701000,12916000,10523.35454822
2020-07-28,12914000,13202000,12515000,12772000,7553.15293197
2020-07-29,12774000,13368000,12701000,13124000,5839.53216975
2020-07-30,13123000,13170000,12800000,13098000,4755.53271504
2020-07-31,13097000,13580000,12961000,13416000,4608.2997854
2020-08-01,13404000,13969000,13271000,13922000,5463.18173849
2020-08-02,13922000,14380000,12871000,13030000,10730.69157929
2020-08-03,13030000,13573000,12945000,13272000,4402.74282417
2020-08-04,13273000,13488000,13130000,13319000,4322.71665983
2020-08-05,13322000,13881000,13229000,13843000,7147.3390046
2020-08-06,13843000,14036000,13666000,13884000,5736.95470128
2020-08-07,13883000,14064000,13551000,13777000,4462.32806533
2020-08-08,13777000,13960000,13710000,13887000,2600.97888267
2020-08-09,13884000,13905000,13652000,13820000,2856.75718036
2020-08-10,13814000,14280000,13746000,13990000,6087.49693672
2020-08-11,13994000,14042000,13337000,13619000,7038.42556936
2020-08-12,13619000,13745000,13306000,13709000,4491.1064638
2020-08-13,13708000,13890000,13398000,13810000,6509.12009099
2020-08-14,13810000,13939000,13706000,13846000,5427.79561059
2020-08-15,13845000,14051000,13796000,13878000,3784.70679521
2020-08-16,13867000,13962000,13751000,13889000,2621.22026284
2020-08-17,13889000,14382000,13809000,14204000,7068.79872423
2020-08-18,14202000,14339000,13811000,14000000,5958.55361166
2020-08-19,14002000,14084000,13666000,13878000,5471.16152561
2020-08-20,13884000,14050000,13750000,13967000,3049.38761238
2020-08-21,13951000,14012000,13761000,13781000,4571.55575689
2020-08-22,13781000,13850000,13500000,13840000,3325.65334899
2020-08-23,13850000,13856000,13700000,13802000,2120.58334002
2020-08-24,13816000,13940000,13745000,13876000,3402.10119459
2020-08-25,13876000,13884000,13341000,13476000,5630.21938515
2020-08-26,13473000,13633000,13350000,13561000,7348.77505862
2020-08-27,13561000,13675000,13245000,13401000,5462.36370808
2020-08-28,13401000,13550000,13332000,13549000,3043.46766106
2020-08-29,13546000,13568000,13416000,13470000,2279.26269577
2020-08-30,13470000,13687000,13465000,13671000,2403.72039078
2020-08-31,13671000,13840000,13580000,13739000,3166.15837477
2020-09-01,13733000,14097000,13630000,13974000,4847.35215036
2020-09-02,13972000,14010000,13282000,13571000,5822.80229095
2020-09-03,13572000,13670000,12265000,12303000,7225.31854832
2020-09-04,12301000,12773000,12160000,12636000,6538.45024846
2020-09-05,12630000,12762000,12120000,12382000,4161.03925299
2020-09-06,12383000,12493000,12123000,12353000,2820.7889017
2020-09-07,12353000,12450000,11860000,12388000,3422.90378853
2020-09-08,12388000,12448000,11900000,12131000,3338.50255302
2020-09-09,12130000,12290000,11939000,12177000,2860.20370963
2020-09-10,12189000,12435000,12050000,12328000,4150.91846302
2020-09-11,12328000,12388000,12170000,12336000,2587.41812303
2020-09-12,12336000,12455000,12228000,12379000,1692.15503798
2020-09-13,12379000,12571000,12147000,12377000,2563.92519505
2020-09-14,12377000,12736000,12285000,12659000,2810.17551441
2020-09-15,12657000,12913000,12555000,12814000,3676.58663151
2020-09-16,12801000,13050000,12652000,12913000,3856.19429687
2020-09-17,12908000,13050000,12623000,12811000,3228.03704907
2020-09-18,12811000,12837000,12672000,12777000,2277.28537656
2020-09-19,12781000,13036000,12741000,12940000,2078.8147631
2020-09-20,12928000,12942000,12652000,12819000,1791.11312251
2020-09-21,12828000,12828000,12160000,12290000,3820.68161169
2020-09-22,12290000,12380000,12090000,12344000,2500.06075534
2020-09-23,12346000,12348000,11913000,11943000,2511.56811414
2020-09-24,11943000,12695000,11912000,12500000,3114.32253267
2020-09-25,12495000,12550000,12311000,12455000,2895.53433005
2020-09-26,12456000,12550000,12431000,12506000,1266.60001845
2020-09-27,12506000,12597000,12320000,12515000,1415.11836015
2020-09-28,12515000,12795000,12425000,12468000,2919.95626941
2020-09-29,12468000,12688000,12399000,12601000,2479.36577398
2020-09-30,12603000,12615000,12469000,12558000,1314.25857931
2020-10-01,12562000,12678000,12249000,12440000,1790.8551381
2020-10-02,12440000,12470000,12205000,12423000,2312.40743338
2020-10-03,12423000,12434000,12326000,12393000,802.7589499
2020-10-04,12393000,12496000,12348000,12447000,869.82727895
2020-10-05,12446000,12545000,12385000,12536000,1578.02783002
2020-10-06,12536000,12600000,12330000,12418000,1745.87532903
2020-10-07,12408000,12435000,12337000,12423000,1357.3582234
2020-10-08,12422000,12680000,12280000,12582000,2422.11926188
2020-10-09,12582000,12750000,12503000,12638000,2245.60747516
2020-10-10,12637000,13007000,12628000,12864000,2416.64148094
2020-10-11,12858000,12994000,12817000,12934000,1337.68788409
2020-10-12,12934000,13330000,12855000,13172000,2796.54586265
2020-10-13,13176000,13217000,12999000,13134000,2608.35364561
2020-10-14,13134000,13278000,13040000,13150000,2472.02732154
2020-10-15,13150000,13300000,12993000,13226000,2393.89692128
2020-10-16,13230000,13275000,12893000,13054000,3130.6739236
2020-10-17,13054000,13097000,12970000,13078000,1046.28496844
2020-10-18,13078000,13208000,13050000,13207000,1089.07241064
2020-10-19,13207000,13480000,13095000,13415000,2364.3907116
2020-10-20,13420000,13746000,13339000,13646000,3296.40571857
2020-10-21,13645000,14812000,13615000,14423000,6403.53223854
2020-10-22,14420000,14769000,14320000,14558000,4262.74670726
2020-10-23,14558000,14623000,14340000,14584000,2925.46548654
2020-10-24,14579000,14800000,14514000,14760000,1868.37910888
2020-10-25,14760000,15000000,14556000,14690000,2314.36946658
2020-10-26,14687000,14920000,14358000,14764000,3031.75880427
2020-10-27,14772000,15457000,14683000,15312000,3964.12531994
2020-10-28,15300000,15557000,14635000,15060000,5752.66984652
2020-10-29,15060000,15379000,14703000,15207000,3516.50474491
2020-10-30,15207000,15460000,14899000,15340000,3753.48812746
2020-10-31,15340000,15800000,15205000,15606000,4066.29244901
2020-11-01,15606000,15710000,15461000,15574000,1806.62122615
2020-11-02,15574000,15641000,15011000,15397000,3643.76554264
2020-11-03,15396000,15900000,15150000,15881000,3888.00412551
2020-11-04,15881000,16020000,15431000,15959000,4673.77532383
2020-11-05,15959000,17540000,15900000,17352000,9583.12761365
2020-11-06,17352000,17789000,17060000,17397000,7786.57496665
2020-11-07,17397000,17613000,16252000,16647000,5131.6042485
2020-11-08,16650000,17388000,16520000,17297000,3402.96894151
2020-11-09,17276000,17550000,16695000,17106000,5112.23251786
2020-11-10,17106000,17190000,16872000,17035000,2656.01996837
2020-11-11,17035000,17600000,17009000,17439000,3969.12107234
2020-11-12,17439000,17979000,17200000,17954000,5384.62747384
2020-11-13,17952000,18225000,17640000,17988000,4395.69660087
2020-11-14,17988000,18000000,17455000,17796000,2786.76875718
2020-11-15,17796000,17831000,17545000,17670000,1842.97832877
2020-11-16,17670000,18450000,17555000,18275000,4191.31590965
2020-11-17,18275000,19417000,18207000,19332000,6075.98259617
2020-11-18,19344000,20280000,18865000,19714000,11453.54478504
2020-11-19,19714000,20080000,19385000,19802000,5978.14259544
2020-11-20,19800000,20795000,19771000,20627000,6145.38998316
2020-11-21,20627000,21025000,20200000,20351000,6136.9331409
2020-11-22,20348000,20595000,19525000,20307000,7886.90108585
2020-11-23,20307000,20528000,19901000,20100000,5709.9596315
2020-11-24,20100000,21390000,19937000,20957000,15373.88018285
2020-11-25,20957000,21459000,20600000,20840000,8276.71453936
2020-11-26,20840000,20989000,18569000,19225000,13803.48683498
2020-11-27,19226000,19654000,18500000,19129000,7568.74614729
2020-11-28,19129000,19556000,18858000,19484000,5060.39091148
2020-11-29,19486000,20110000,19196000,19991000,4169.39684223
2020-11-30,19990000,21368000,19971000,21315000,9685.83045213
2020-12-01,21313000,21651000,20202000,20867000,9671.68687865
2020-12-02,20867000,21315000,20346000,21097000,6264.7470004
2020-12-03,21091000,21310000,20797000,21179000,4414.07642834
2020-12-04,21183000,21266000,20428000,20569000,4243.74247899
2020-12-05,20569000,20956000,20390000,20781000,2247.52046083
2020-12-06,20778000,20999000,20574000,20976000,2247.74868124
2020-12-07,20976000,21053000,20666000,20834000,3241.98487955
2020-12-08,20834000,20931000,19942000,20010000,4532.53738937
2020-12-09,20025000,20345000,19216000,20267000,5827.20490273
2020-12-10,20252000,20275000,19647000,19950000,3151.82648997
2020-12-11,19950000,19996000,19404000,19658000,4508.12989508
2020-12-12,19658000,20650000,19654000,20585000,3773.48824847
2020-12-13,20585000,21075000,20459000,20793000,4108.95528161
2020-12-14,20786000,21000000,20610000,20939000,3105.38941519
2020-12-15,20927000,21267000,20805000,21103000,3886.60330202
2020-12-16,21103000,23033000,20900000,22888000,10828.41456524
2020-12-17,22881000,25768000,22473000,24743000,18025.94451036
2020-12-18,24737000,25247000,24360000,25151000,6288.93892328
2020-12-19,25151000,26410000,24947000,26169000,7210.72919997
2020-12-20,26169000,26562000,25422000,25880000,6316.48585428
2020-12-21,25890000,26588000,24600000,25387000,13640.52345922
2020-12-22,25387000,26828000,24925000,26776000,7994.07358308
2020-12-23,26776000,27070000,25600000,26380000,12398.44760587
2020-12-24,26380000,26608000,25774000,26503000,6661.23736488
2020-12-25,26503000,27271000,26171000,27122000,7979.82741205
2020-12-26,27122000,29524000,26983000,29378000,9647.7742254
2020-12-27,29378000,31800000,28802000,29319000,19899.62591421
2020-12-28,29347000,30587000,29167000,30249000,8175.15992343
2020-12-29,30219000,30520000,29028000,30498000,7302.22061609
2020-12-30,30498000,31999000,30333000,31891000,10282.82280481
2020-12-31,31923000,32386000,31300000,32042000,8041.24807411
2021-01-01,32037000,32599000,31800000,32296000,5752.49421559
2021-01-02,32295000,36600000,31920000,35700000,17451.16767774
2021-01-03,35700000,39453000,35500000,37537000,25381.50662267
2021-01-04,37537000,38476000,33000000,36460000,23598.19458956
2021-01-05,36478000,38590000,34357000,38093000,13461.98168136
2021-01-06,38107000,41000000,37380000,40762000,15168.98069733
2021-01-07,40764000,44990000,40250000,44698000,17201.05518572
2021-01-08,44698000,48550000,42271000,47215000,21891.12558504
2021-01-09,47201000,47650000,45171000,45718000,13453.12656524
2021-01-10,45716000,47000000,39500000,43404000,23031.00699245
2021-01-11,43400000,43570000,35010000,40094000,50543.88221565
2021-01-12,40094000,40888000,36654000,38577000,22472.57575829
2021-01-13,38496000,41900000,37001000,41380000,15632.80207437
2021-01-14,41380000,43998000,40510000,42735000,15952.88892706
2021-01-15,42787000,43199000,38690000,40952000,16278.02915655
2021-01-16,40951000,41800000,39689000,40086000,10393.3501519
2021-01-17,40070000,40722000,38102000,39536000,9785.46995151
2021-01-18,39536000,40999000,38699000,40008000,8374.53524546
2021-01-19,40008000,41251000,39580000,39586000,9913.18947901
2021-01-20,39580000,39998000,37579000,39253000,10290.52813623
2021-01-21,39253000,39329000,33867000,34519000,18816.54602062
2021-01-22,34525000,37342000,31662000,36345000,21883.00423781
2021-01-23,36345000,37018000,34678000,35493000,8710.02859837
2021-01-24,35494000,36283000,34250000,35539000,7625.87646731
2021-01-25,35539000,38388000,35394000,36054000,14596.35519525
2021-01-26,36054000,36594000,34808000,35923000,8489.58317688
2021-01-27,35929000,36026000,33235000,34300000,9356.77161322
2021-01-28,34293000,37186000,33726000,36624000,9452.48550052
2021-01-29,36631000,41072000,35514000,37523000,33565.7380079
2021-01-30,37523000,38201000,36230000,37087000,12481.60663701
2021-01-31,37039000,37633000,35800000,36408000,11396.06446876
2021-02-01,36408000,38161000,35907000,36618000,13783.13636302
2021-02-02,36618000,38300000,36323000,37910000,9650.44220482
2021-02-03,37910000,39371000,37909000,39357000,9775.50002187
2021-02-04,39345000,41426000,38059000,39810000,14561.2346281
2021-02-05,39809000,40770000,39492000,40424000,7783.09793814
2021-02-06,40421000,43622000,40345000,41725000,12812.7646179
2021-02-07,41725000,42630000,40501000,41921000,8432.55974197
2021-02-08,41921000,49583000,41562000,49070000,25472.07405559
2021-02-09,49070000,51200000,48350000,48779000,18283.67538104
2021-02-10,48788000,49781000,47350000,48550000,11588.86499783
2021-02-11,48550000,51800000,48074000,51370000,12305.59267737
2021-02-12,51370000,52280000,50237000,50836000,8911.89830701
2021-02-13,50836000,51757000,50258000,50626000,7055.12345471
2021-02-14,50625000,53380000,50403000,52706000,11364.08401913
2021-02-15,52711000,53086000,50313000,52532000,8789.30693061
2021-02-16,52518000,55500000,51773000,54760000,11825.60488227
2021-02-17,54760000,58120000,54431000,57484000,11559.3277709
