# 비트코인 일별 — 업비트 **KRW/BTC**. scripts/crypto_daily.py 가 만든다.
# ⚠⚠ **원화다. 달러가 아니다.** 환율로 곱해도 글로벌 달러 가격과 다르다 —
#   국내 프리미엄이 얹혀 있다. 달러 기준 수준(예: «6만 5,100달러»)을
#   말할 때 이 파일을 쓰지 말 것. 방향과 등락률에만 쓴다.
# ⚠ 창구가 짧을 수 있어 **덮어쓰지 않고 합친다.**
date,open,high,low,close,volume
2018-03-10,10418000,10537000,9802000,9863000,16901.3779678
2018-03-11,9863000,10636000,9552000,10520000,22131.28254155
2018-03-12,10519000,10879000,9895000,10213000,23224.57971188
2018-03-13,10213000,10355000,9900000,10168000,16134.0145346
2018-03-14,10167000,10265000,9000000,9153000,19491.85046288
2018-03-15,9141000,9300000,8438000,9115000,28078.89544603
2018-03-16,9115000,9310000,8763000,9095000,14610.88215893
2018-03-17,9095000,9150000,8521000,8667000,9640.05582315
2018-03-18,8667000,9080000,8056000,9018000,20951.81009811
2018-03-19,9018000,9755000,8870000,9718000,26470.16482589
2018-03-20,9718000,9996000,9160000,9829000,20520.44702784
2018-03-21,9826000,10165000,9738000,9919000,16611.83303474
2018-03-22,9919000,10050000,9505000,9783000,12988.83698289
2018-03-23,9779000,9850000,9253000,9847000,15006.67818287
2018-03-24,9847000,10000000,9550000,9580000,16804.4057451
2018-03-25,9580000,9649000,9408000,9477000,11031.07579798
2018-03-26,9480000,9570000,8801000,9052000,13942.96366853
2018-03-27,9054000,9141000,8520000,8651000,14209.6371507
2018-03-28,8651000,8886000,8560000,8730000,9953.7299998
2018-03-29,8730000,8766000,7780000,7915000,18276.83128802
2018-03-30,7911000,8090000,7431000,7602000,21297.75214749
2018-03-31,7602000,7934000,7540000,7697000,13024.44541947
2018-04-01,7688000,7774000,7087000,7482000,16446.53644957
2018-04-02,7486000,7851000,7390000,7710000,15765.52176574
2018-04-03,7713000,8175000,7643000,8092000,21006.76635312
2018-04-04,8091000,8120000,7403000,7492000,16809.36722484
2018-04-05,7492000,7834000,7188000,7408000,32381.00201758
2018-04-06,7408000,7488000,7125000,7280000,9428.54399951
2018-04-07,7277000,7673000,7232000,7533000,12182.3813802
2018-04-08,7533000,7657000,7480000,7622000,11679.05867346
2018-04-09,7621000,7752000,7290000,7450000,16765.03922053
2018-04-10,7449000,7468000,7263000,7428000,12263.5228475
2018-04-11,7428000,7483000,7351000,7429000,13067.55564243
2018-04-12,7432000,8280000,7200000,8121000,40389.83330536
2018-04-13,8125000,8625000,7925000,8375000,29730.02055218
2018-04-14,8375000,8575000,8120000,8350000,18691.42301782
2018-04-15,8349000,8710000,8250000,8663000,15472.99524881
2018-04-16,8665000,8840000,8449000,8663000,17194.39323556
2018-04-17,8663000,8704000,8360000,8450000,24694.92021697
2018-04-18,8450000,8679000,8445000,8652000,20637.8768936
2018-04-19,8652000,8999000,8601000,8994000,28767.85905612
2018-04-20,8994000,9666000,8710000,9552000,25528.47959504
2018-04-21,9552000,9845000,9285000,9735000,18553.75599688
2018-04-22,9735000,9757000,9500000,9602000,12583.32708627
2018-04-23,9602000,9771000,9530000,9760000,12885.92089887
2018-04-24,9758000,10670000,9730000,10505000,23344.4840328
2018-04-25,10505000,10755000,9723000,9829000,25689.72597052
2018-04-26,9829000,10508000,9510000,10130000,22295.30584657
2018-04-27,10130000,10200000,9778000,9819000,17528.43197899
2018-04-28,9821000,10118000,9750000,10043000,12164.64763884
2018-04-29,10043000,10256000,9894000,10187000,14834.01522815
2018-04-30,10187000,10292000,9934000,10138000,14851.10015753
2018-05-01,10135000,10144000,9740000,9896000,15399.91370228
2018-05-02,9896000,10078000,9811000,10032000,11828.98111498
2018-05-03,10032000,10785000,10010000,10683000,20391.11856627
2018-05-04,10670000,10901000,10500000,10645000,12582.44048262
2018-05-05,10645000,10907000,10621000,10820000,9581.87522246
2018-05-06,10820000,10963000,10500000,10684000,8806.00591903
2018-05-07,10684000,10721000,10264000,10422000,8143.48490464
2018-05-08,10439000,10499000,10130000,10233000,7651.23404175
