# KRX 정보데이터시스템 [32003] 투자자별 공매도 거래 · 코스피 · 공매도 거래대금 · 단위 백만원 · 로그인 화면에서 받음 (2026-09-09)
# 공매도 전면 금지 기간(2020-03-16~2021-05-02 · 2023-11-06~2025-03-30)에는 시장조성 등 예외분만 있어 기관 외 0
일자,기관_공매도_백만원,개인_공매도_백만원,외국인_공매도_백만원,기타_공매도_백만원,합계_백만원
2020-01-02,95702,1656,118964,0,216322
2020-01-03,151262,2280,133910,0,287452
2020-01-06,135954,2503,119387,0,257844
2020-01-07,140062,2925,129899,0,272886
2020-01-08,175731,2580,266908,0,445219
2020-01-09,189542,3021,241819,0,434383
2020-01-10,185562,3182,165328,0,354072
2020-01-13,182479,4354,204791,0,391623
2020-01-14,228766,1833,193547,0,424145
2020-01-15,193803,2971,175626,0,372399
2020-01-16,264949,2135,189718,0,456802
2020-01-17,164841,1460,194043,0,360345
2020-01-20,218860,3541,157917,0,380319
2020-01-21,181872,3337,170418,0,355627
2020-01-22,144309,3291,177512,0,325112
2020-01-23,269779,5573,182307,0,457660
2020-01-28,298386,4737,258319,0,561442
2020-01-29,290764,3388,189077,0,483230
2020-01-30,296524,3807,262000,0,562332
2020-01-31,286774,6712,236601,0,530086
2020-02-03,183802,5092,295871,0,484766
2020-02-04,420158,7952,246824,0,674934
2020-02-05,502101,6345,293732,0,802178
2020-02-06,230542,6326,283189,0,520058
2020-02-07,294021,5452,186071,0,485544
2020-02-10,198056,3315,164507,0,365877
2020-02-11,156439,7819,207326,0,371584
2020-02-12,165682,4645,256909,0,427236
2020-02-13,187854,4077,278819,0,470750
2020-02-14,191892,3492,195256,0,390640
2020-02-17,166398,2628,187592,0,356619
2020-02-18,222055,2535,153722,0,378313
2020-02-19,186570,3369,195714,0,385653
2020-02-20,300346,3297,243679,0,547322
2020-02-21,273318,3856,268488,0,545662
2020-02-24,251147,3133,334904,13,589198
2020-02-25,258171,3314,354473,0,615958
2020-02-26,248616,3027,260414,0,512056
2020-02-27,337188,2870,289125,15,629198
2020-02-28,237590,4877,386271,0,628738
2020-03-02,156902,4754,328274,0,489930
2020-03-03,348659,5113,244612,0,598383
2020-03-04,281028,7387,237651,0,526066
2020-03-05,455527,4447,237371,0,697345
2020-03-06,434838,2003,214970,0,651811
2020-03-09,453165,2934,437238,0,893337
2020-03-10,168038,3997,289734,0,461769
2020-03-11,338792,3254,321269,0,663315
2020-03-12,276208,4220,591820,0,872248
2020-03-13,449849,7208,534001,0,991058
2020-03-16,440882,0,0,0,440882
2020-03-17,24748,0,0,0,24748
2020-03-18,27607,0,0,0,27607
2020-03-19,7809,0,0,0,7809
2020-03-20,10328,0,0,0,10328
2020-03-23,18519,0,0,0,18519
2020-03-24,12679,0,0,0,12679
2020-03-25,15086,0,0,0,15086
2020-03-26,16444,0,0,0,16444
2020-03-27,10021,0,0,0,10021
2020-03-30,8177,0,0,0,8177
2020-03-31,23599,0,0,0,23599
2020-04-01,17622,0,0,0,17622
2020-04-02,15292,0,0,0,15292
2020-04-03,13423,0,0,0,13423
2020-04-06,6806,0,0,0,6806
2020-04-07,7774,0,0,0,7774
2020-04-08,11252,0,0,0,11252
2020-04-09,13559,0,0,0,13559
2020-04-10,13066,0,0,0,13066
2020-04-13,12220,0,0,0,12220
2020-04-14,6400,0,0,0,6400
2020-04-16,9147,0,0,0,9147
2020-04-17,10806,0,0,0,10806
2020-04-20,9805,0,0,0,9805
2020-04-21,14052,0,0,0,14052
2020-04-22,8696,0,0,0,8696
2020-04-23,7865,0,0,0,7865
2020-04-24,7838,0,0,0,7838
2020-04-27,4648,0,0,0,4648
2020-04-28,8785,0,0,0,8785
2020-04-29,9963,0,0,0,9963
2020-05-04,11795,0,0,0,11795
2020-05-06,10342,0,0,0,10342
2020-05-07,7795,0,0,0,7795
2020-05-08,10206,0,0,0,10206
2020-05-11,8294,0,0,0,8294
2020-05-12,12180,0,0,0,12180
2020-05-13,7581,0,0,0,7581
2020-05-14,13831,0,0,0,13831
2020-05-15,8852,0,0,0,8852
2020-05-18,8569,0,0,0,8569
2020-05-19,9795,0,0,0,9795
2020-05-20,6738,0,0,0,6738
2020-05-21,10705,0,0,0,10705
2020-05-22,13448,0,0,0,13448
2020-05-25,12182,0,0,0,12182
2020-05-26,8692,0,0,0,8692
2020-05-27,7993,0,0,0,7993
2020-05-28,10926,0,0,0,10926
2020-05-29,18299,0,0,0,18299
2020-06-01,12268,0,0,0,12268
2020-06-02,11187,0,0,0,11187
2020-06-03,13646,0,0,0,13646
2020-06-04,12536,0,0,0,12536
2020-06-05,8094,0,0,0,8094
2020-06-08,6663,0,0,0,6663
2020-06-09,7819,0,0,0,7819
2020-06-10,6501,0,0,0,6501
2020-06-11,48734,0,0,0,48734
2020-06-12,34265,0,0,0,34265
2020-06-15,13059,0,0,0,13059
2020-06-16,21385,0,0,0,21385
2020-06-17,23281,0,0,0,23281
2020-06-18,12656,0,0,0,12656
2020-06-19,8864,0,0,0,8864
2020-06-22,7635,0,0,0,7635
2020-06-23,10384,0,0,0,10384
2020-06-24,10683,0,0,0,10683
2020-06-25,14325,0,0,0,14325
2020-06-26,8102,0,0,0,8102
2020-06-29,11058,0,0,0,11058
2020-06-30,19152,0,0,0,19152
2020-07-01,7715,0,0,0,7715
2020-07-02,12468,0,0,0,12468
2020-07-03,5754,0,0,0,5754
2020-07-06,7592,0,0,0,7592
2020-07-07,8636,0,0,0,8636
2020-07-08,6928,0,0,0,6928
2020-07-09,17279,0,0,0,17279
2020-07-10,15863,0,0,0,15863
2020-07-13,10414,0,0,0,10414
2020-07-14,9038,0,0,0,9038
2020-07-15,9842,0,0,0,9842
2020-07-16,10251,0,0,0,10251
2020-07-17,8963,0,0,0,8963
2020-07-20,7808,0,0,0,7808
2020-07-21,17102,0,0,0,17102
2020-07-22,18236,0,0,0,18236
2020-07-23,10004,0,0,0,10004
2020-07-24,10989,0,0,0,10989
2020-07-27,6514,0,0,0,6514
2020-07-28,11085,0,0,0,11085
2020-07-29,9929,0,0,0,9929
2020-07-30,8303,0,0,0,8303
2020-07-31,8044,0,0,0,8044
2020-08-03,11198,0,0,0,11198
2020-08-04,10916,0,0,0,10916
2020-08-05,13002,0,0,0,13002
2020-08-06,24351,0,0,0,24351
2020-08-07,18162,0,0,0,18162
2020-08-10,11279,0,0,0,11279
2020-08-11,12929,0,0,0,12929
2020-08-12,12448,0,0,0,12448
2020-08-13,9769,0,0,0,9769
2020-08-14,14927,0,0,0,14927
2020-08-18,13045,0,0,0,13045
2020-08-19,12783,0,0,0,12783
2020-08-20,14421,0,0,0,14421
2020-08-21,8837,0,0,0,8837
2020-08-24,7378,0,0,0,7378
2020-08-25,7538,0,0,0,7538
2020-08-26,8634,0,0,0,8634
2020-08-27,9785,0,0,0,9785
2020-08-28,12714,0,0,0,12714
2020-08-31,19982,0,0,0,19982
2020-09-01,8152,0,0,0,8152
2020-09-02,14609,0,0,0,14609
2020-09-03,14289,0,0,0,14289
2020-09-04,17216,0,0,0,17216
2020-09-07,5619,0,0,0,5619
2020-09-08,9307,0,0,0,9307
2020-09-09,8418,0,0,0,8418
2020-09-10,22950,0,0,0,22950
2020-09-11,20004,0,0,0,20004
2020-09-14,12186,0,0,0,12186
2020-09-15,10969,0,0,0,10969
2020-09-16,10031,0,0,0,10031
2020-09-17,11458,0,0,0,11458
2020-09-18,9869,0,0,0,9869
2020-09-21,10688,0,0,0,10688
2020-09-22,17438,0,0,0,17438
2020-09-23,11091,0,0,0,11091
2020-09-24,10794,0,0,0,10794
2020-09-25,6925,0,0,0,6925
2020-09-28,8809,0,0,0,8809
2020-09-29,9214,0,0,0,9214
2020-10-05,5106,0,0,0,5106
2020-10-06,4000,0,0,0,4000
2020-10-07,3111,0,0,0,3111
2020-10-08,9486,0,0,0,9486
2020-10-12,7354,0,0,0,7354
2020-10-13,4456,0,0,0,4456
2020-10-14,4224,0,0,0,4224
2020-10-15,5384,0,0,0,5384
2020-10-16,5642,0,0,0,5642
2020-10-19,7776,0,0,0,7776
2020-10-20,8609,0,0,0,8609
2020-10-21,6494,0,0,0,6494
2020-10-22,4409,0,0,0,4409
2020-10-23,5060,0,0,0,5060
2020-10-26,7474,0,0,0,7474
2020-10-27,6223,0,0,0,6223
2020-10-28,4105,0,0,0,4105
2020-10-29,4792,0,0,0,4792
2020-10-30,7762,0,0,0,7762
2020-11-02,3924,0,0,0,3924
2020-11-03,9133,0,0,0,9133
2020-11-04,10735,0,0,0,10735
2020-11-05,8969,0,0,0,8969
2020-11-06,8784,0,0,0,8784
2020-11-09,9979,0,0,0,9979
2020-11-10,7261,0,0,0,7261
2020-11-11,8725,0,0,0,8725
2020-11-12,7745,0,0,0,7745
2020-11-13,5691,0,0,0,5691
2020-11-16,11573,0,0,0,11573
2020-11-17,7749,0,0,0,7749
2020-11-18,6977,0,0,0,6977
2020-11-19,6107,0,0,0,6107
2020-11-20,7339,0,0,0,7339
2020-11-23,10020,0,0,0,10020
2020-11-24,9244,0,0,0,9244
2020-11-25,8138,0,0,0,8138
2020-11-26,9099,0,0,0,9099
2020-11-27,8757,0,0,0,8757
2020-11-30,16366,0,0,0,16366
2020-12-01,6458,0,0,0,6458
2020-12-02,6602,0,0,0,6602
2020-12-03,5858,0,0,0,5858
2020-12-04,10835,0,0,0,10835
2020-12-07,7438,0,0,0,7438
2020-12-08,7945,0,0,0,7945
2020-12-09,10199,0,0,0,10199
2020-12-10,48095,0,0,0,48095
2020-12-11,25971,0,0,0,25971
2020-12-14,14961,0,0,0,14961
2020-12-15,11454,0,0,0,11454
2020-12-16,15593,0,0,0,15593
2020-12-17,7567,0,0,0,7567
2020-12-18,7144,0,0,0,7144
2020-12-21,6207,0,0,0,6207
2020-12-22,7066,0,0,0,7066
2020-12-23,16445,0,0,0,16445
2020-12-24,7898,0,0,0,7898
2020-12-28,7990,0,0,0,7990
2020-12-29,9785,0,0,0,9785
2020-12-30,13212,0,0,0,13212
2021-01-04,31129,0,0,0,31129
2021-01-05,13863,0,0,0,13863
2021-01-06,12510,0,0,0,12510
2021-01-07,8899,0,0,0,8899
2021-01-08,15758,0,0,0,15758
2021-01-11,8369,0,0,0,8369
2021-01-12,11919,0,0,0,11919
2021-01-13,9441,0,0,0,9441
2021-01-14,11064,0,0,0,11064
2021-01-15,10377,0,0,0,10377
2021-01-18,12035,0,0,0,12035
2021-01-19,13204,0,0,0,13204
2021-01-20,7703,0,0,0,7703
2021-01-21,13072,0,0,0,13072
2021-01-22,13621,0,0,0,13621
2021-01-25,12166,0,0,0,12166
2021-01-26,13770,0,0,0,13770
2021-01-27,11463,0,0,0,11463
2021-01-28,9396,0,0,0,9396
2021-01-29,12117,0,0,0,12117
2021-02-01,11529,0,0,0,11529
2021-02-02,10534,0,0,0,10534
2021-02-03,5334,0,0,0,5334
2021-02-04,11902,0,0,0,11902
2021-02-05,8914,0,0,0,8914
2021-02-08,11445,0,0,0,11445
2021-02-09,7857,0,0,0,7857
2021-02-10,5192,0,0,0,5192
2021-02-15,4622,0,0,0,4622
2021-02-16,5710,0,0,0,5710
2021-02-17,10452,0,0,0,10452
2021-02-18,8719,0,0,0,8719
2021-02-19,10045,0,0,0,10045
2021-02-22,8958,0,0,0,8958
2021-02-23,7182,0,0,0,7182
2021-02-24,8474,0,0,0,8474
2021-02-25,7665,0,0,0,7665
2021-02-26,19905,0,0,0,19905
2021-03-02,11036,0,0,0,11036
2021-03-03,3840,0,0,0,3840
2021-03-04,16651,0,0,0,16651
2021-03-05,17616,0,0,0,17616
2021-03-08,6238,0,0,0,6238
2021-03-09,10132,0,0,0,10132
2021-03-10,5072,0,0,0,5072
2021-03-11,15303,0,0,0,15303
2021-03-12,11944,0,0,0,11944
2021-03-15,21734,0,0,0,21734
2021-03-16,9041,0,0,0,9041
2021-03-17,21801,0,0,0,21801
2021-03-18,12176,0,0,0,12176
2021-03-19,28416,0,0,0,28416
2021-03-22,13691,0,0,0,13691
2021-03-23,10328,0,0,0,10328
2021-03-24,8493,0,0,0,8493
2021-03-25,9586,0,0,0,9586
2021-03-26,11414,0,0,0,11414
2021-03-29,19105,0,0,0,19105
2021-03-30,10223,0,0,0,10223
2021-03-31,15277,0,0,0,15277
2021-04-01,14187,0,0,0,14187
2021-04-02,11738,0,0,0,11738
2021-04-05,5427,0,0,0,5427
2021-04-06,13519,0,0,0,13519
2021-04-07,16321,0,0,0,16321
2021-04-08,17826,0,0,0,17826
2021-04-09,14074,0,0,0,14074
2021-04-12,8227,0,0,0,8227
2021-04-13,9215,0,0,0,9215
2021-04-14,6382,0,0,0,6382
2021-04-15,17864,0,0,0,17864
2021-04-16,6076,0,0,0,6076
2021-04-19,8241,0,0,0,8241
2021-04-20,8699,0,0,0,8699
2021-04-21,21636,0,0,0,21636
2021-04-22,8997,0,0,0,8997
2021-04-23,10651,0,0,0,10651
2021-04-26,17555,0,0,0,17555
2021-04-27,18462,0,0,0,18462
2021-04-28,19667,0,0,0,19667
2021-04-29,10794,0,0,0,10794
2021-04-30,15250,0,0,0,15250
2021-05-03,62573,13412,753932,0,829917
2021-05-04,85017,10991,619901,0,715909
2021-05-06,52334,11539,598144,0,662017
2021-05-07,38123,8344,351364,0,397832
2021-05-10,49792,9291,395289,1,454373
2021-05-11,93853,9009,586421,3,689286
2021-05-12,99778,9932,706547,30,816287
2021-05-13,120012,10600,601031,44,731687
2021-05-14,64715,9705,350244,16,424681
2021-05-17,94387,6741,346760,0,447888
2021-05-18,53356,8844,411273,0,473473
2021-05-20,78401,7829,531893,0,618122
2021-05-21,87498,10262,469398,30,567188
2021-05-24,71370,7910,436918,16,516214
2021-05-25,44050,7613,377761,16,429439
2021-05-26,69174,5968,494266,0,569408
2021-05-27,81885,6902,652451,0,741238
2021-05-28,82678,5076,356733,16,444502
2021-05-31,91106,4518,365716,92,461432
2021-06-01,62990,7701,318133,12,388836
2021-06-02,125237,9790,333089,0,468116
2021-06-03,67716,5459,298606,0,371781
2021-06-04,125541,8800,311683,0,446024
2021-06-07,114937,8219,288031,22,411209
2021-06-08,85126,10072,276213,0,371411
2021-06-09,121240,7656,246490,20,375405
2021-06-10,126054,8851,391357,0,526262
2021-06-11,117808,7902,341373,27,467110
2021-06-14,49580,5655,206067,4,261307
2021-06-15,43988,5123,343467,0,392577
2021-06-16,66496,4698,224726,0,295921
2021-06-17,155294,5169,304169,0,464632
2021-06-18,89817,4953,281345,0,376115
2021-06-21,131888,4811,358669,0,495368
2021-06-22,80415,8299,259469,0,348182
2021-06-23,122260,9843,291175,21,423299
2021-06-24,183822,12421,329382,0,525625
2021-06-25,101991,9682,224340,0,336014
2021-06-28,91486,8717,256057,0,356260
2021-06-29,82124,6610,205844,0,294578
2021-06-30,73197,7999,228834,0,310030
2021-07-01,111413,9618,317790,0,438822
2021-07-02,64130,5337,211080,0,280547
2021-07-05,66915,6924,199188,0,273027
2021-07-06,72779,5932,187658,0,266369
2021-07-07,110081,6343,244214,0,360637
2021-07-08,90407,6444,332586,0,429437
2021-07-09,180893,7660,348373,0,536925
2021-07-12,71465,5675,217252,0,294392
2021-07-13,97352,7427,257831,0,362610
2021-07-14,78071,6773,294244,0,379087
2021-07-15,110605,6786,280568,0,397959
2021-07-16,125150,5804,277146,16,408116
2021-07-19,98259,4886,210445,0,313589
2021-07-20,96351,7838,297797,0,401986
2021-07-21,125685,7267,245178,0,378131
2021-07-22,92201,7996,265339,0,365537
2021-07-23,76203,7901,267757,0,351861
2021-07-26,81203,5928,259092,0,346223
2021-07-27,60357,5567,260588,0,326512
2021-07-28,55634,6241,310944,0,372819
2021-07-29,40200,5835,247893,0,293928
2021-07-30,69256,7551,288619,0,365427
2021-08-02,53151,5777,285641,0,344570
2021-08-03,51939,7463,294655,3,354060
2021-08-04,49452,8619,261797,0,319868
2021-08-05,58600,8859,241593,0,309052
2021-08-06,62800,6284,267923,0,337007
2021-08-09,117338,5143,247432,0,369913
2021-08-10,90107,19112,285919,0,395138
2021-08-11,82531,8516,378021,0,469069
2021-08-12,121260,10159,357808,0,489228
2021-08-13,118358,8003,432134,0,558495
2021-08-17,89751,13163,369820,3,472738
2021-08-18,54114,9006,248468,0,311588
2021-08-19,90703,8379,313332,0,412414
2021-08-20,82839,10131,394351,6,487326
2021-08-23,82756,11049,427331,0,521137
2021-08-24,82769,7291,435881,6,525948
2021-08-25,70256,10093,347679,0,428027
2021-08-26,85403,8766,393133,0,487302
2021-08-27,53619,7698,235316,0,296632
2021-08-30,61471,8117,300578,1,370167
2021-08-31,80656,8713,349090,0,438459
2021-09-01,79514,6272,285350,0,371137
2021-09-02,72790,6880,315415,0,395086
2021-09-03,62941,6612,372981,1,442534
2021-09-06,38457,4652,252101,0,295210
2021-09-07,68668,5393,271177,0,345239
2021-09-08,136537,10195,450076,1,596808
2021-09-09,175722,7016,347407,0,530144
2021-09-10,166281,9598,497715,1,673595
2021-09-13,116382,8609,285515,0,410506
2021-09-14,74274,6406,355746,0,436427
2021-09-15,105275,6836,338040,0,450151
2021-09-16,62476,6830,386344,0,455651
2021-09-17,109709,8250,472143,1,590102
2021-09-23,68337,7412,335281,1,411030
2021-09-24,82046,6848,357280,0,446174
2021-09-27,73928,7858,245073,0,326858
2021-09-28,124966,9193,271353,96,405607
2021-09-29,173896,10701,340435,0,525031
2021-09-30,187654,9633,355925,0,553212
2021-10-01,189912,9553,341639,0,541104
2021-10-05,158905,11196,526864,0,696965
2021-10-06,118539,9053,392230,24,519846
2021-10-07,77111,11895,312162,0,401168
2021-10-08,116851,13929,416066,0,546845
2021-10-12,126156,9129,427476,0,562760
2021-10-13,117146,7728,352458,0,477331
2021-10-14,139688,9761,385807,0,535256
2021-10-15,110536,7508,297537,0,415581
2021-10-18,86815,4819,261648,0,353282
2021-10-19,61360,6343,252883,0,320586
2021-10-20,73190,6873,358672,0,438735
2021-10-21,51665,8732,294783,0,355180
2021-10-22,51688,7591,244055,0,303334
2021-10-25,83740,8836,243548,0,336123
2021-10-26,79116,6409,330606,0,416132
2021-10-27,105475,8470,342206,87,456238
2021-10-28,86064,7987,313565,0,407616
2021-10-29,88471,5862,350117,0,444450
2021-11-01,60857,8407,278522,10,347796
2021-11-02,54909,8383,237501,0,300793
2021-11-03,43404,8845,379181,0,431430
2021-11-04,70570,9827,336443,0,416840
2021-11-05,81857,10094,345142,0,437092
2021-11-08,110951,7723,324782,0,443456
2021-11-09,71833,5665,282087,0,359586
2021-11-10,67495,7773,311036,0,386305
2021-11-11,131001,17499,380059,0,528559
2021-11-12,131829,8530,343659,0,484018
2021-11-15,128507,10012,329416,0,467935
2021-11-16,71336,5922,316065,0,393323
2021-11-17,94926,5682,334929,0,435538
2021-11-18,62796,9406,296973,0,369175
2021-11-19,47177,6120,351322,0,404620
2021-11-22,80434,6553,403568,0,490555
2021-11-23,58524,6591,343845,0,408960
2021-11-24,50315,5527,310083,0,365926
2021-11-25,45390,5488,260019,0,310897
2021-11-26,98823,6535,336048,0,441405
2021-11-29,109155,9549,412279,0,530983
2021-11-30,116015,14911,687571,0,818498
2021-12-01,73438,12483,291185,0,377106
2021-12-02,87655,8880,404879,0,501414
2021-12-03,97363,6438,280518,0,384319
2021-12-06,72527,4375,269662,145,346708
2021-12-07,110379,6502,267153,38,384072
2021-12-08,69399,5718,276034,105,351256
2021-12-09,177890,7393,504231,0,689514
2021-12-10,116541,4223,218097,57,338918
2021-12-13,78336,5075,238658,0,322069
2021-12-14,110085,6153,268694,17,384950
2021-12-15,77172,7107,231928,0,316207
2021-12-16,90335,6182,210086,0,306603
2021-12-17,81145,7544,476606,0,565295
2021-12-20,86209,6039,236484,0,328732
2021-12-21,65560,8148,259737,0,333445
2021-12-22,50519,5545,225806,0,281869
2021-12-23,52449,7784,237262,0,297495
2021-12-24,43285,3817,180284,0,227386
2021-12-27,51588,3202,138906,0,193696
2021-12-28,64342,7916,222511,0,294769
2021-12-29,141890,8793,246913,9,397605
2021-12-30,82228,4928,213399,0,300554
2022-01-03,102152,5658,215489,0,323299
2022-01-04,146752,9586,290174,0,446512
2022-01-05,323499,8125,436352,0,767975
2022-01-06,171415,11707,498875,16,682014
2022-01-07,148113,8241,526335,0,682689
2022-01-10,214701,12129,465024,0,691853
2022-01-11,153607,10780,351669,0,516056
2022-01-12,156739,19841,386236,0,562816
2022-01-13,281867,9655,328975,0,620498
2022-01-14,184436,15450,458356,0,658242
2022-01-17,152789,10856,445714,0,609359
2022-01-18,141687,10467,406607,0,558761
2022-01-19,135545,12988,447245,0,595777
2022-01-20,77716,10135,352997,0,440848
2022-01-21,137714,10412,355586,0,503712
2022-01-24,87032,6799,350942,0,444773
2022-01-25,129464,7566,432237,0,569267
2022-01-26,84571,12076,368964,0,465611
2022-01-27,133769,14146,558056,0,705970
2022-01-28,97020,15496,544750,0,657266
2022-02-03,108136,10651,396515,0,515303
2022-02-04,83844,11331,279981,0,375157
2022-02-07,117464,7329,348676,6,473474
2022-02-08,143893,10827,384159,12,538891
2022-02-09,90241,9714,349177,0,449133
2022-02-10,200665,16408,458090,0,675163
2022-02-11,204546,11383,463691,0,679620
2022-02-14,157547,9694,284200,0,451441
2022-02-15,134476,14580,273391,0,422447
2022-02-16,95580,13003,295319,0,403902
2022-02-17,119235,12144,262335,5,393720
2022-02-18,100610,12752,259462,0,372824
2022-02-21,63147,8262,209288,22,280718
2022-02-22,93820,9729,306966,0,410514
2022-02-23,65515,11441,301342,6,378303
2022-02-24,131162,11009,352156,0,494326
2022-02-25,68432,14225,320809,6,403472
2022-02-28,129762,10830,339168,12,479772
2022-03-02,70243,9355,341450,0,421048
2022-03-03,77875,11493,243201,0,332569
2022-03-04,159683,18838,279078,0,457599
2022-03-07,437670,12706,373643,0,824019
2022-03-08,196078,14353,380093,0,590523
2022-03-10,158025,18794,615450,0,792269
2022-03-11,183067,14249,548052,0,745368
2022-03-14,150154,12473,628082,0,790709
2022-03-15,120129,8868,447942,0,576939
2022-03-16,85421,10388,381732,0,477541
2022-03-17,116108,10101,325595,220,452024
2022-03-18,86539,10731,394168,0,491438
2022-03-21,120063,9705,249426,6,379199
2022-03-22,111297,8652,273608,0,393557
2022-03-23,97896,8346,293121,6,399368
2022-03-24,102176,10383,248561,0,361120
2022-03-25,100240,5921,210327,0,316488
2022-03-28,130763,6761,246393,0,383917
2022-03-29,93030,5648,247668,0,346346
2022-03-30,105231,5602,261308,0,372141
2022-03-31,91556,8280,249440,0,349276
2022-04-01,91899,7686,282391,0,381976
2022-04-04,68832,5597,189874,0,264303
2022-04-05,81953,5752,221864,0,309569
2022-04-06,145396,5565,314305,0,465265
2022-04-07,190023,6500,370417,0,566940
2022-04-08,121881,7331,302168,0,431380
2022-04-11,106176,4819,306819,0,417814
2022-04-12,97143,4896,305614,0,407652
2022-04-13,76132,7517,236717,0,320366
2022-04-14,186227,8510,304667,0,499404
2022-04-15,171637,7294,228368,0,407298
2022-04-18,122209,4541,199358,0,326108
2022-04-19,76257,5268,200556,0,282080
2022-04-20,116755,5498,260566,0,382819
2022-04-21,87245,4435,270249,0,361929
2022-04-22,169185,6780,353155,0,529121
2022-04-25,189821,8665,355156,0,553642
2022-04-26,104914,7274,372777,0,484965
2022-04-27,120274,10832,371930,0,503036
2022-04-28,138011,10293,460315,0,608619
2022-04-29,112513,8772,330609,0,451894
2022-05-02,117591,7486,277135,0,402212
2022-05-03,95518,5334,257233,0,358085
2022-05-04,98670,8013,274400,0,381084
2022-05-06,192958,8878,386084,0,587920
2022-05-09,157359,5927,315346,0,478632
2022-05-10,138056,8277,458432,0,604766
2022-05-11,166882,8052,338319,0,513252
2022-05-12,278657,11734,466955,0,757346
2022-05-13,117458,13335,476191,0,606985
2022-05-16,81660,6259,366671,0,454590
2022-05-17,97858,6879,398308,0,503045
2022-05-18,114576,5032,351489,0,471097
2022-05-19,149059,6625,356933,0,512617
2022-05-20,80796,8225,320551,0,409571
2022-05-23,72015,5779,273357,0,351151
2022-05-24,93552,4647,309247,0,407446
2022-05-25,105394,6916,386308,0,498618
2022-05-26,80837,8293,326667,0,415797
2022-05-27,57025,6466,260964,0,324456
2022-05-30,60244,8620,310184,0,379048
2022-05-31,83443,12297,521633,0,617373
2022-06-02,73615,4942,410601,0,489158
2022-06-03,48919,7246,219485,0,275650
2022-06-07,98708,9443,240617,0,348768
2022-06-08,111610,8521,301077,0,421208
2022-06-09,192040,9057,573535,0,774633
2022-06-10,195969,10019,366821,0,572809
2022-06-13,155351,7642,425043,0,588035
2022-06-14,104180,14066,453036,0,571282
2022-06-15,95171,13978,401654,185,510988
2022-06-16,93488,13086,284014,0,390588
2022-06-17,154210,12164,605950,0,772325
2022-06-20,104115,7643,357299,0,469057
2022-06-21,71266,12648,270181,0,354095
2022-06-22,83944,9235,410501,0,503680
2022-06-23,109909,14973,461811,0,586692
2022-06-24,44604,13807,321822,0,380234
2022-06-27,61946,9390,209149,0,280485
2022-06-28,75149,12939,223452,0,311540
2022-06-29,136410,12859,305639,0,454909
2022-06-30,155661,12967,292800,0,461428
2022-07-01,120777,15193,350471,9,486450
2022-07-04,95533,11557,287556,0,394646
2022-07-05,55942,15982,292249,23,364196
2022-07-06,103409,15719,327912,0,447040
2022-07-07,63643,15889,290974,0,370506
2022-07-08,78222,10536,260160,0,348918
2022-07-11,79796,8415,236634,0,324845
2022-07-12,79959,11361,272547,0,363867
2022-07-13,66709,13815,282907,8,363438
2022-07-14,94600,10942,231342,7,336891
2022-07-15,98813,8590,310525,11,417940
2022-07-18,85555,9539,244204,4,339303
2022-07-19,78189,7561,232849,0,318600
2022-07-20,61332,8750,259473,0,329555
2022-07-21,82131,6748,208316,0,297195
2022-07-22,101381,8954,234684,0,345019
2022-07-25,100166,9645,198968,0,308779
2022-07-26,72146,5417,216282,0,293846
2022-07-27,66542,7613,314583,0,388737
2022-07-28,86283,16267,295275,0,397826
2022-07-29,84963,24461,298944,0,408367
2022-08-01,59386,6679,198736,1,264802
2022-08-02,63819,8098,204800,2,276719
2022-08-03,76026,8791,201891,0,286709
2022-08-04,73732,9242,209055,0,292029
2022-08-05,76233,9648,272887,0,358768
2022-08-08,99923,9959,235596,0,345477
2022-08-09,92263,13816,257213,0,363292
2022-08-10,93126,7914,214657,0,315697
2022-08-11,121626,10138,339141,0,470906
2022-08-12,85913,7615,291414,0,384941
2022-08-16,70462,7159,285645,0,363266
2022-08-17,84038,4737,228612,0,317387
2022-08-18,104562,9525,183942,0,298030
2022-08-19,111709,7039,196636,0,315383
2022-08-22,101220,5993,197440,0,304653
2022-08-23,106058,8546,245585,0,360190
2022-08-24,87928,16836,246617,0,351380
2022-08-25,84801,8361,249097,0,342260
2022-08-26,77249,9314,189001,0,275564
2022-08-29,166171,10008,275134,0,451314
2022-08-30,121833,7778,274625,0,404236
2022-08-31,188351,12333,342706,0,543390
2022-09-01,323405,9630,345345,0,678379
2022-09-02,209670,9649,329105,0,548423
2022-09-05,113633,9920,245317,0,368871
2022-09-06,81345,8365,229666,0,319377
2022-09-07,178649,8749,325163,0,512562
2022-09-08,144924,11884,370567,0,527375
2022-09-13,91085,12166,301556,2,404809
2022-09-14,93454,8974,340380,0,442808
2022-09-15,75237,9769,360773,0,445779
2022-09-16,147457,7398,530893,0,685748
2022-09-19,97868,8314,314234,0,420416
2022-09-20,64186,8167,300638,0,372991
2022-09-21,84201,7158,302875,0,394235
2022-09-22,105091,10370,325671,0,441133
2022-09-23,157654,8153,319430,0,485237
2022-09-26,142797,10581,432576,0,585955
2022-09-27,111732,14647,461495,0,587873
2022-09-28,124765,11985,478680,0,615430
2022-09-29,79543,12609,341841,1,433993
2022-09-30,85484,12072,444150,2,541708
2022-10-04,83705,11276,365186,0,460167
2022-10-05,144840,13805,492650,0,651295
2022-10-06,95923,10971,296448,0,403342
