# KRX 정보데이터시스템 [32003] 투자자별 공매도 거래 · 코스피 · 공매도 거래대금 · 단위 백만원 · 로그인 화면에서 받음 (2026-09-09)
# 공매도 전면 금지 기간(2020-03-16~2021-05-02 · 2023-11-06~2025-03-30)에는 시장조성 등 예외분만 있어 기관 외 0
일자,기관_공매도_백만원,개인_공매도_백만원,외국인_공매도_백만원,기타_공매도_백만원,합계_백만원
2026-02-06,332198,14303,1022497,14,1369012
2026-02-09,308197,11081,848619,393,1168290
2026-02-10,261394,10735,872286,5,1144419
2026-02-11,167453,14365,899842,16,1081677
2026-02-12,287062,18735,965281,0,1271077
2026-02-13,354561,13285,857537,5,1225389
2026-02-19,385108,13619,1094359,9,1493095
2026-02-20,428819,14790,797571,0,1241181
2026-02-23,465528,12648,1091660,4,1569840
2026-02-24,288260,11175,975090,0,1274525
2026-02-25,361661,10678,1081805,8,1454152
2026-02-26,396459,14103,1189426,1,1599989
2026-02-27,343643,17562,1578190,0,1939396
2026-03-03,618945,22367,1816066,0,2457378
2026-03-04,989091,30184,2025066,237,3044579
2026-03-05,685479,20864,1657013,0,2363356
2026-03-06,547724,16051,1191248,1,1755024
2026-03-09,965303,16045,1526408,0,2507756
2026-03-10,475147,13091,1069626,0,1557863
2026-03-11,410946,10680,1152089,220,1573936
2026-03-12,506862,19486,1081572,0,1607920
2026-03-13,1033439,13387,1239300,0,2286125
2026-03-16,672613,9831,911617,0,1594061
2026-03-17,425152,9032,857470,0,1291655
2026-03-18,491508,13530,1094673,0,1599711
2026-03-19,732962,11376,1160533,0,1904871
2026-03-20,545560,13947,1069241,146,1628894
2026-03-23,1602722,10409,1109854,0,2722985
2026-03-24,611729,15894,893860,0,1521482
2026-03-25,682042,11863,1002288,0,1696194
2026-03-26,940735,14120,917919,0,1872774
2026-03-27,656064,14423,1067464,0,1737950
2026-03-30,535902,9713,772087,0,1317702
2026-03-31,817917,13889,1110935,351,1943092
2026-04-01,458965,19668,1757251,0,2235884
2026-04-02,1558390,19009,1353256,0,2930656
2026-04-03,787173,17366,826553,0,1631093
2026-04-06,698146,13998,768300,0,1480445
2026-04-07,888861,15310,1195212,0,2099382
2026-04-08,740836,17927,1074458,0,1833221
2026-04-09,643986,16119,1447416,0,2107521
2026-04-10,438384,10125,898252,1,1346762
2026-04-13,769109,8388,1197149,147,1974794
2026-04-14,477005,11276,887854,0,1376135
2026-04-15,668255,14298,984771,145,1667470
2026-04-16,275997,14041,908834,96,1198967
2026-04-17,227780,9858,1421404,2,1659044
2026-04-20,214949,10619,1092313,0,1317881
2026-04-21,424983,14340,1028123,0,1467446
2026-04-22,528288,14484,1230845,0,1773617
2026-04-23,712816,14642,1223341,7,1950805
2026-04-24,342917,11291,1369004,416,1723628
2026-04-27,416455,13964,1025667,310,1456397
2026-04-28,545801,14484,1089807,0,1650092
2026-04-29,432495,12304,1029569,0,1474368
2026-04-30,428965,14935,1438149,0,1882049
2026-05-04,636492,19648,1174842,0,1830982
2026-05-06,1462576,24703,1980143,223,3467644
2026-05-07,720400,18417,1617100,0,2355917
2026-05-08,500483,14060,1241249,0,1755793
2026-05-11,734171,18094,1649865,0,2402130
2026-05-12,837194,25520,1959244,0,2821958
2026-05-13,480744,23243,1955795,0,2459783
2026-05-14,824008,23558,1990632,142,2838341
2026-05-15,897766,28218,1929868,0,2855852
2026-05-18,598739,19108,1571604,0,2189451
2026-05-19,561152,17929,1738082,0,2317163
2026-05-20,598230,17663,1703818,0,2319710
2026-05-21,523296,23978,1691690,0,2238964
2026-05-22,402482,15713,1361706,0,1779900
2026-05-26,1440792,17155,1396852,0,2854800
2026-05-27,1759799,26175,1803561,23,3589558
2026-05-28,894496,28505,2305480,12,3228494
2026-05-29,1215800,25793,4085877,6,5327477
2026-06-01,1126066,34237,3029448,133,4189885
2026-06-02,1127675,29503,3090237,1,4247416
2026-06-04,651159,14652,2513057,0,3178869
2026-06-05,465818,20996,2806840,0,3293654
2026-06-08,665508,21812,2189508,2,2876830
2026-06-09,626057,21395,2953049,0,3600501
2026-06-10,512373,18985,2185042,0,2716400
2026-06-11,684324,17686,2589616,0,3291625
2026-06-12,1535078,24350,2341249,0,3900677
2026-06-15,608806,27489,2190111,0,2826407
2026-06-16,695853,22124,1497662,0,2215639
2026-06-17,506038,13206,1415968,0,1935211
2026-06-18,1020786,21497,1486762,0,2529044
2026-06-19,1063993,21281,2470598,0,3555872
2026-06-22,586584,12878,1511403,0,2110865
2026-06-23,673850,17879,2763308,0,3455037
2026-06-24,533489,22699,2650323,0,3206511
2026-06-25,652280,18575,1923808,0,2594663
2026-06-26,774314,21929,3553712,0,4349954
2026-06-29,642184,15889,2516521,5,3174599
2026-06-30,415487,14265,1908255,2,2338009
2026-07-01,499571,14512,2007406,7,2521497
2026-07-02,365273,18104,1972544,2,2355923
2026-07-03,396512,20671,1257925,5,1675112
2026-07-06,377321,13896,1310189,0,1701406
2026-07-07,348423,12440,1902445,1,2263309
2026-07-08,561621,19130,1297233,0,1877985
2026-07-09,451932,25663,1603934,2,2081531
2026-07-10,282861,16055,1405074,2,1703991
2026-07-13,326015,19625,1531705,1,1877345
2026-07-14,296154,20920,1414663,0,1731738
2026-07-15,463919,20050,1289400,6,1773374
2026-07-16,525220,12873,1132611,0,1670704
2026-07-20,413961,13413,1220404,0,1647778
2026-07-21,323564,15710,840908,0,1180183
2026-07-22,431873,14183,850164,0,1296219
2026-07-23,782169,21838,1191700,0,1995708
2026-07-24,655578,10629,1042749,0,1708956
2026-07-27,336371,12807,922688,0,1271866
2026-07-28,632722,11645,1028026,1,1672394
2026-07-29,445643,20021,1496419,0,1962083
2026-07-30,724768,19975,1248211,0,1992954
2026-07-31,834486,32697,1705775,0,2572958
2026-08-03,1289323,14842,1058582,0,2362746
2026-08-04,697513,20794,938206,81,1656595
2026-08-05,437317,17016,978444,36,1432813
2026-08-06,494316,10732,757394,0,1262442
2026-08-07,380325,13395,1664661,69,2058449
2026-08-10,210934,10536,1137561,23,1359054
2026-08-11,434329,10653,1248484,0,1693466
2026-08-12,519952,12466,1030607,0,1563025
2026-08-13,851550,23833,1203645,0,2079028
2026-08-14,494189,16871,1104022,0,1615082
2026-08-18,705717,15271,1272086,0,1993073
2026-08-19,797799,10504,1172590,0,1980893
2026-08-20,983607,14983,976094,1,1974684
2026-08-21,879421,9577,1272804,0,2161803
2026-08-24,1214918,11815,950828,0,2177561
2026-08-25,605974,11877,1297389,0,1915240
2026-08-26,473222,11113,1032375,0,1516709
2026-08-27,769000,7491,872489,0,1648980
2026-08-28,505322,8659,951017,0,1464998
2026-08-31,542182,8571,1151079,0,1701831
2026-09-01,758205,7625,1090087,0,1855918
2026-09-02,1209961,6867,926326,0,2143154
2026-09-03,762798,12817,958575,0,1734190
2026-09-04,303080,9481,729692,0,1042253
2026-09-07,328554,10693,565357,0,904604
2026-09-08,603676,14290,658767,0,1276733
2026-09-09,687877,12555,729044,0,1429477
