# 코스피 지수 일별 OHLC · 소스 FinanceDataReader · KS11 · 2026-09-05
일자,시가,고가,저가,종가,거래량
20121009,1982.09,1992.32,1979.0,1979.04,516873352.0
20121010,1961.9,1962.72,1948.22,1948.22,449389659.0
20121011,1934.49,1949.74,1919.82,1933.09,464109385.0
20121012,1937.85,1940.32,1927.39,1933.26,398787902.0
20121015,1927.82,1937.15,1921.32,1925.59,567910890.0
20121016,1942.51,1944.22,1931.09,1941.54,538401190.0
20121017,1955.78,1965.53,1949.71,1955.15,499782279.0
20121018,1960.39,1963.53,1954.1,1959.12,494959980.0
20121019,1954.33,1958.64,1938.96,1943.84,383230869.0
20121022,1910.98,1942.64,1910.23,1941.59,458102982.0
20121023,1943.79,1944.38,1926.81,1926.81,538988877.0
20121024,1907.16,1922.02,1901.62,1913.96,564642547.0
20121025,1906.91,1924.51,1904.95,1924.5,438066130.0
20121026,1917.64,1921.25,1890.15,1891.43,437521922.0
20121029,1901.83,1905.22,1884.77,1891.52,371725408.0
20121030,1894.05,1913.52,1893.75,1899.58,334133183.0
20121031,1912.83,1918.4,1909.08,1912.06,397245666.0
20121101,1903.57,1904.99,1887.56,1898.44,402382019.0
20121102,1920.55,1921.98,1915.11,1918.72,441214046.0
20121105,1905.46,1914.38,1903.32,1908.22,343425571.0
20121106,1911.83,1928.17,1908.49,1928.17,545831183.0
20121107,1933.79,1937.55,1916.81,1937.55,556714716.0
20121108,1912.64,1918.69,1905.62,1914.41,659652080.0
20121109,1893.09,1907.57,1879.06,1904.41,636225883.0
20121112,1899.3,1903.81,1892.68,1900.87,473260984.0
20121113,1904.19,1904.97,1881.85,1889.7,494879967.0
20121114,1891.45,1895.48,1880.61,1894.04,533942017.0
20121115,1870.29,1875.49,1859.79,1870.72,450852781.0
20121116,1865.81,1872.69,1856.81,1860.83,465049034.0
20121119,1869.76,1884.11,1869.23,1878.1,349357160.0
20121120,1896.58,1897.56,1886.34,1890.18,372345547.0
20121121,1895.72,1899.6,1878.25,1884.04,380800278.0
20121122,1894.66,1903.27,1893.18,1899.5,412816994.0
20121123,1901.73,1911.33,1894.58,1911.33,329950950.0
20121126,1918.01,1918.11,1905.95,1908.51,276751559.0
20121127,1917.14,1930.24,1913.97,1925.2,588281908.0
20121128,1916.31,1916.76,1906.2,1912.78,408907561.0
