# 코스피 지수 일별 OHLC · 소스 FinanceDataReader · KS11 · 2026-09-05
일자,시가,고가,저가,종가,거래량
20030630,673.66,674.9,666.91,669.93,320728820.0
20030701,666.45,674.75,663.35,674.75,344509980.0
20030702,682.57,687.04,680.68,685.8,482616282.0
20030703,696.54,699.34,684.94,686.83,544331279.0
20030704,687.03,693.95,684.64,693.25,442799690.0
20030707,699.32,704.31,696.76,704.29,439453857.0
20030708,715.54,715.8,706.12,708.34,568608546.0
20030709,708.55,710.28,704.34,705.5,543852092.0
20030710,701.43,710.26,700.49,700.51,577869221.0
20030711,694.14,704.54,691.59,704.15,560477406.0
20030714,709.09,720.59,705.4,720.1,559538401.0
20030715,723.08,724.53,712.36,713.45,719789322.0
20030716,720.89,722.85,709.55,716.48,589353008.0
20030718,700.52,707.43,697.67,699.35,546269736.0
20030721,699.12,702.84,692.12,693.5,662571593.0
20030722,691.43,699.99,691.43,699.7,707482842.0
20030723,702.71,703.82,693.04,695.74,571574783.0
20030724,693.15,705.53,690.59,702.94,732725036.0
20030725,698.53,705.6,696.64,705.09,489038937.0
20030728,715.44,719.21,714.42,717.8,466942529.0
20030729,718.42,722.47,715.01,722.33,566861755.0
20030730,721.66,724.23,714.07,714.15,502180870.0
20030731,716.5,718.49,710.01,713.52,388887964.0
20030801,718.84,728.38,718.25,727.26,456998276.0
20030804,719.57,724.17,717.46,718.54,439405109.0
20030805,723.15,726.3,720.64,721.84,481029834.0
20030806,710.87,713.32,705.86,707.88,464486976.0
20030807,709.57,709.82,703.05,709.81,412240123.0
20030808,710.54,712.31,704.14,704.14,418308838.0
20030811,700.41,704.59,693.7,704.58,398684511.0
20030812,707.01,708.08,699.94,701.3,366109171.0
20030813,705.58,713.81,704.93,713.08,407921261.0
20030814,714.2,727.01,713.46,727.01,482912277.0
20030818,728.92,734.81,727.56,730.1,498360623.0
20030819,745.65,745.77,738.0,740.13,614968643.0
20030820,740.44,745.03,736.64,737.2,497967192.0
20030821,741.7,754.34,741.7,754.34,534409429.0
20030822,754.88,759.15,751.7,754.72,506637680.0
20030825,754.17,760.85,752.34,756.73,419627055.0
20030826,754.23,755.63,749.2,753.0,426878136.0
20030827,757.72,763.99,756.04,758.98,497011725.0
20030828,763.46,765.27,749.34,752.81,461035334.0
20030829,756.76,760.09,746.92,759.47,431254992.0
20030901,763.22,765.64,759.36,764.11,370540308.0
20030902,768.43,768.91,763.34,766.5,493042072.0
20030903,770.87,771.78,763.35,766.32,424949027.0
20030904,768.1,769.98,763.87,764.15,407009318.0
20030905,766.43,768.9,759.81,761.55,376792318.0
20030908,759.49,761.91,756.01,760.25,343379216.0
20030909,763.36,775.88,763.36,767.46,408452693.0
20030915,764.68,767.27,753.61,753.61,411237830.0
20030916,751.95,764.12,751.53,763.63,479461533.0
20030917,771.61,772.35,764.46,766.59,469797069.0
20030918,768.39,769.28,756.73,758.18,411543373.0
20030919,766.23,767.05,745.16,748.25,443018405.0
20030922,741.54,741.68,714.75,714.89,426497718.0
20030923,713.67,719.71,702.31,718.84,475526866.0
20030924,721.0,725.49,715.86,724.7,419845027.0
20030925,707.58,714.56,699.83,713.52,412759490.0
20030926,704.01,711.5,697.13,697.4,431810061.0
20030929,697.26,698.77,688.07,696.06,379962889.0
20030930,701.75,709.16,697.52,697.52,461262901.0
20031001,690.47,704.29,688.62,704.29,434294861.0
20031002,716.27,718.36,708.03,715.24,451448320.0
20031006,723.47,726.77,719.33,723.13,393278322.0
20031007,725.21,727.37,722.38,727.09,402770136.0
20031008,731.12,731.45,721.29,722.76,316708780.0
20031009,723.13,736.16,722.94,736.16,603003040.0
20031010,735.25,759.6,735.25,757.89,445795577.0
20031013,754.5,764.33,747.02,757.02,453894109.0
20031014,763.62,772.29,762.96,766.52,529574707.0
20031015,771.38,773.13,759.86,764.23,462560561.0
20031016,759.12,776.97,758.07,776.97,519719353.0
20031017,776.99,783.08,767.75,767.75,519240297.0
20031020,766.33,777.97,765.13,776.44,473194603.0
20031021,780.56,785.02,772.91,779.89,448313032.0
20031022,780.54,784.14,773.3,779.28,486357108.0
20031023,764.36,768.31,750.16,754.14,428501371.0
20031024,752.31,759.55,743.38,748.17,362656267.0
20031027,752.82,761.61,750.5,761.61,412847645.0
20031028,760.8,782.31,759.56,775.36,491641107.0
20031029,787.61,793.35,779.66,779.66,567926246.0
20031030,784.78,787.82,778.42,785.94,471880048.0
20031031,787.95,789.46,775.38,782.36,484313366.0
20031103,783.08,793.53,778.04,791.96,434447061.0
20031104,800.42,802.66,790.99,796.06,606374873.0
20031105,796.36,806.79,794.58,805.51,604294777.0
20031106,809.92,811.97,790.04,790.04,610742819.0
20031107,796.58,804.05,789.97,804.05,469093023.0
20031110,800.98,802.32,788.65,796.56,537184352.0
20031111,788.34,790.11,782.03,787.77,504103180.0
20031112,788.91,798.33,786.0,796.31,509123501.0
20031113,805.79,813.11,803.93,813.11,510306836.0
20031114,809.94,818.34,807.67,809.89,597547049.0
20031117,803.48,803.95,790.14,794.47,504100304.0
20031118,794.24,801.2,787.6,800.97,642402858.0
20031119,785.28,785.28,769.43,771.7,717181193.0
20031120,775.19,778.1,763.67,769.45,605281782.0
20031121,764.12,777.96,762.36,770.78,624925439.0
20031124,765.82,769.6,752.14,753.65,577949173.0
20031125,768.1,770.28,761.98,768.11,526446243.0
20031126,769.76,783.8,769.3,782.65,532139225.0
20031127,783.13,784.86,776.4,781.68,502461433.0
20031128,783.17,797.07,783.17,796.18,597539077.0
20031201,796.36,811.49,790.8,807.39,584981695.0
20031202,813.49,813.95,806.3,807.78,531989534.0
20031203,807.17,816.02,801.08,808.34,440581943.0
20031204,805.1,809.68,800.31,805.13,493935192.0
20031205,802.71,802.86,789.41,789.41,426505593.0
20031208,780.23,791.77,777.08,784.8,339973255.0
20031209,790.52,793.13,784.6,787.35,398091984.0
20031210,774.53,794.64,774.04,794.64,454614254.0
20031211,797.12,805.81,791.13,791.13,424779509.0
20031212,806.42,810.68,801.33,806.08,423443474.0
20031215,821.62,824.26,814.73,822.16,404611719.0
20031216,807.32,817.56,804.17,810.79,462744479.0
20031217,816.98,817.39,799.82,800.09,479488543.0
20031218,803.6,808.94,797.46,807.5,493068976.0
20031219,814.89,817.5,809.17,811.2,480452656.0
20031222,809.57,815.55,804.53,804.54,344954395.0
20031223,809.9,812.75,801.62,801.88,406065596.0
20031224,808.41,808.58,792.37,792.55,503657402.0
20031226,791.39,794.78,786.11,788.85,414254207.0
20031229,779.24,792.44,779.24,792.44,282393340.0
20031230,802.5,811.89,800.15,810.71,385852448.0
20040102,816.26,821.87,813.63,821.26,307493634.0
20040105,817.28,825.43,816.55,824.1,408258594.0
20040106,831.26,831.26,819.53,823.43,484054833.0
20040107,826.08,831.07,825.23,827.07,404563880.0
20040108,831.1,839.28,824.15,824.15,428758512.0
20040109,835.42,849.5,835.05,845.27,543285519.0
20040112,843.96,853.5,840.11,850.79,443937948.0
20040113,855.42,855.45,844.82,848.43,400184482.0
20040114,847.27,855.29,844.55,849.62,453005415.0
20040115,849.02,852.19,841.84,845.66,388389883.0
20040116,853.67,854.46,845.4,847.95,424963766.0
20040119,854.96,859.34,851.34,856.8,404253163.0
20040120,854.03,864.26,853.05,861.37,364450495.0
20040126,867.65,871.94,861.82,869.04,494021335.0
20040127,873.61,873.61,860.88,863.03,437707075.0
20040128,860.37,869.21,859.08,859.59,432891393.0
20040129,851.7,854.82,847.98,853.47,365346457.0
20040130,854.21,859.13,846.05,848.5,447364704.0
20040202,850.28,855.43,847.74,854.89,425187078.0
20040203,853.13,853.13,837.63,839.87,461984026.0
20040204,838.52,842.6,834.7,835.5,378597318.0
20040205,835.77,842.44,834.73,840.92,635917948.0
20040206,842.16,853.58,839.43,850.23,541538076.0
20040209,860.9,866.87,859.58,864.77,475219263.0
20040210,866.06,869.62,862.85,866.8,450039225.0
20040211,870.54,877.72,870.24,876.34,475304230.0
20040212,882.04,882.39,872.27,877.95,444121696.0
20040213,876.06,883.35,870.08,882.18,385305950.0
20040216,879.23,885.65,876.56,881.28,437969451.0
20040217,884.15,888.73,880.87,884.8,435761992.0
20040218,889.23,890.51,877.1,877.1,370523257.0
20040219,880.68,884.89,874.75,881.65,734768534.0
20040220,875.76,879.63,872.42,877.49,475493710.0
20040223,874.93,881.43,867.99,877.52,476208051.0
20040224,872.45,876.71,864.34,864.59,549389893.0
20040225,865.22,870.03,862.97,866.87,524662607.0
20040226,870.31,873.15,861.77,864.86,522863470.0
20040227,865.51,883.42,861.86,883.42,458651734.0
20040302,892.57,899.99,892.38,899.21,489083524.0
20040303,897.49,900.44,895.52,895.81,554723288.0
20040304,898.16,908.82,896.76,907.43,589054279.0
20040305,907.21,909.08,904.01,905.38,515727056.0
20040308,909.15,910.67,899.07,900.1,506522541.0
20040309,891.1,893.73,888.46,891.58,474379144.0
20040310,887.11,890.33,874.58,876.02,457319370.0
20040311,869.67,878.1,866.33,869.93,468743002.0
20040312,866.72,867.35,822.05,848.8,655649823.0
20040315,855.84,857.96,848.23,852.26,383660116.0
20040316,843.83,850.15,838.11,850.13,440153938.0
20040317,858.15,872.78,857.29,872.38,524436644.0
20040318,879.22,879.56,869.09,872.82,488459156.0
20040319,874.57,883.33,868.97,883.33,425077820.0
20040322,878.62,881.0,862.63,863.69,371613075.0
20040323,854.92,868.99,849.76,866.17,383757854.0
20040324,860.39,867.15,856.54,861.72,311093441.0
20040325,862.3,868.78,849.56,853.38,357256432.0
20040326,866.29,873.01,861.63,863.95,303970866.0
20040329,868.1,878.37,867.21,874.67,335584525.0
20040330,879.41,879.41,870.86,873.46,287738046.0
20040331,881.75,883.88,868.41,880.5,327687894.0
20040401,878.78,883.23,875.09,882.75,294602890.0
20040402,886.09,889.6,882.82,883.69,541842227.0
20040406,899.43,906.43,898.0,906.19,491556262.0
20040407,906.78,915.13,903.24,909.93,528214107.0
20040408,913.52,916.86,908.07,916.86,431836980.0
20040409,910.48,910.48,901.24,905.44,352119086.0
20040412,905.44,926.07,905.44,918.86,366189056.0
20040413,925.19,927.67,916.2,917.63,468918947.0
20040414,909.95,919.38,907.36,916.31,407157700.0
20040416,903.84,908.72,897.73,898.88,391726097.0
20040419,900.48,902.1,891.27,902.1,476138803.0
20040420,909.91,919.13,902.47,918.9,456844135.0
20040421,910.68,931.21,910.68,929.95,553997170.0
20040422,931.09,933.84,921.97,924.01,519749176.0
20040423,938.25,939.52,929.8,936.06,480356531.0
20040426,935.01,935.28,919.27,919.74,388049357.0
20040427,918.82,921.42,911.56,915.47,435455263.0
20040428,917.32,919.86,901.82,901.83,373377246.0
20040429,890.61,896.45,872.63,875.41,442767261.0
20040430,867.99,875.51,854.39,862.84,378723689.0
20040503,863.03,867.25,856.84,866.11,331728332.0
20040504,871.57,876.3,865.68,867.48,376756997.0
20040506,864.52,865.1,836.15,837.68,359542950.0
20040507,837.73,843.01,819.61,838.74,372059178.0
20040510,831.1,831.37,771.31,790.68,403021922.0
20040511,789.54,802.29,776.72,791.02,362902609.0
20040512,802.88,820.72,801.28,817.09,387172595.0
20040513,815.28,816.26,790.13,790.13,395038462.0
20040514,798.8,802.32,759.65,768.46,372337636.0
20040517,766.56,774.39,723.51,728.98,371689736.0
20040518,724.68,748.26,716.95,741.99,383581692.0
20040519,752.5,784.14,751.59,777.95,379674293.0
20040520,766.04,782.92,757.49,767.79,357496137.0
20040521,780.99,786.36,768.63,786.36,324174482.0
20040524,795.99,802.04,790.73,799.64,302773672.0
20040525,791.38,791.67,776.71,784.06,331745756.0
20040527,802.4,810.69,797.11,802.46,293069419.0
20040528,811.54,816.64,805.21,816.51,357724331.0
20040531,811.46,811.59,793.77,803.84,288474627.0
20040601,807.55,817.0,804.31,815.77,315870116.0
20040602,808.84,811.59,797.68,804.39,263379647.0
20040603,810.98,812.54,770.06,770.06,465568005.0
20040604,772.94,781.96,764.93,780.74,421765728.0
20040607,788.41,809.51,788.41,809.45,390667650.0
20040608,817.11,820.87,804.43,809.31,356049240.0
20040609,816.93,820.68,794.1,794.53,603579429.0
20040610,785.83,794.16,776.61,782.3,444564204.0
20040611,780.16,780.41,748.34,751.53,458723119.0
20040614,744.25,761.29,737.65,738.79,377975752.0
20040615,747.54,752.54,729.06,752.1,481764896.0
20040616,756.33,769.66,746.48,752.34,369896642.0
20040617,756.92,760.1,742.47,760.09,361068593.0
20040618,751.69,754.05,732.89,741.73,379819292.0
20040621,745.22,758.58,743.69,749.3,376088503.0
20040622,744.86,749.26,732.79,746.48,327223452.0
20040623,753.28,755.88,737.23,738.93,368500062.0
20040624,752.64,763.42,747.51,763.13,373278566.0
20040625,763.02,780.0,760.57,779.03,305356714.0
20040628,777.85,780.31,764.29,770.95,279497129.0
20040629,766.82,780.57,763.34,778.72,295057854.0
20040630,783.24,787.6,777.73,785.79,400194497.0
20040701,784.85,792.77,776.35,778.03,314986266.0
20040702,764.38,764.54,754.26,755.42,431878989.0
20040705,754.16,758.72,744.39,756.72,400907357.0
20040706,753.14,763.93,751.26,758.47,400146626.0
20040707,742.21,761.93,735.72,761.88,395042002.0
20040708,753.68,759.71,743.64,743.64,346295300.0
20040709,745.09,751.92,741.26,747.46,309481386.0
20040712,752.71,757.9,740.98,746.27,334229533.0
20040713,753.03,753.21,740.16,750.95,397541910.0
20040714,745.43,751.6,734.85,736.57,331125226.0
20040715,735.85,739.07,720.92,732.74,369246856.0
20040716,728.37,741.41,717.77,739.39,348154281.0
20040719,730.58,750.4,729.57,750.4,267804257.0
20040720,742.24,745.41,737.0,737.0,334955530.0
20040721,750.59,756.44,747.89,753.32,422743255.0
20040722,738.98,744.5,733.41,742.63,435149179.0
20040723,742.51,743.65,733.74,737.51,337066323.0
20040726,730.15,739.56,729.8,736.21,307946430.0
20040727,735.22,739.6,726.71,738.51,368900172.0
20040728,747.02,748.82,740.19,744.42,420808217.0
20040729,742.58,742.58,730.47,730.61,326279773.0
20040730,737.92,741.32,734.15,735.34,288536158.0
20040802,730.61,730.64,719.59,719.59,282251332.0
20040803,726.88,728.13,722.46,726.44,301668514.0
20040804,719.61,729.41,713.99,729.41,283774774.0
20040805,730.64,743.37,726.87,743.35,394292901.0
20040806,733.76,745.05,733.24,733.95,312685282.0
20040809,728.66,742.61,724.5,742.13,274589108.0
20040810,738.92,748.63,738.36,748.62,338093589.0
20040811,752.6,758.61,751.26,753.06,378492652.0
20040812,755.43,767.03,753.67,766.7,321747057.0
20040813,762.81,777.84,761.61,776.02,372509891.0
20040816,774.29,777.96,767.26,773.85,307763956.0
20040817,782.59,783.48,768.76,771.03,302590018.0
20040818,772.84,776.15,768.94,773.19,332491351.0
20040819,780.26,789.78,780.26,788.53,383465026.0
20040820,785.82,789.23,783.06,787.64,295745208.0
20040823,792.5,796.84,783.5,787.65,255376077.0
20040824,791.38,793.5,781.46,792.34,267154826.0
20040825,791.0,804.83,790.17,803.97,262674058.0
20040826,808.11,813.77,808.11,810.21,285528583.0
20040827,812.65,814.05,806.75,810.3,307373925.0
20040830,811.55,815.05,802.75,805.19,333640894.0
20040831,800.62,805.26,797.62,803.57,346465119.0
20040901,803.51,817.37,801.58,817.36,345050975.0
20040902,818.69,823.83,815.74,823.83,394238680.0
20040903,826.0,826.26,814.09,820.69,398395752.0
20040906,823.64,824.98,817.18,824.21,357218366.0
20040907,822.29,824.96,817.68,818.8,436803502.0
20040908,820.18,828.38,815.33,815.85,391327589.0
20040909,815.65,823.19,809.03,821.88,452864505.0
20040910,826.06,837.37,816.64,836.34,354410068.0
20040913,842.15,852.06,841.41,851.91,396936677.0
20040914,857.74,859.93,848.08,851.42,439637619.0
20040915,851.52,856.39,848.79,850.63,429057620.0
20040916,846.08,863.12,844.06,855.38,434923940.0
20040917,854.35,859.57,846.08,848.11,317272274.0
20040920,849.46,862.98,849.45,856.87,332116848.0
20040921,859.2,861.31,854.1,857.15,358417887.0
20040922,861.8,863.19,835.1,835.1,362676850.0
20040923,829.32,834.0,824.85,829.68,378873793.0
20040924,828.78,836.38,823.05,832.1,335359842.0
20040930,829.93,836.54,827.17,835.09,290814977.0
20041001,835.5,846.01,834.75,846.01,296489605.0
20041004,859.12,880.84,858.92,880.84,358516183.0
20041005,882.5,887.61,876.56,884.84,368877907.0
20041006,885.94,896.24,879.58,887.45,391262150.0
20041007,887.39,891.25,878.8,885.33,344413568.0
20041008,877.89,892.12,877.34,881.38,458788256.0
20041011,876.56,882.05,873.16,881.11,370250370.0
20041012,878.25,878.56,856.67,858.09,373013279.0
20041013,863.26,866.07,852.65,856.18,319032699.0
20041014,849.09,852.56,839.87,846.63,267515543.0
20041015,837.96,849.92,833.45,841.94,288638919.0
20041018,845.0,851.97,840.6,848.27,296287147.0
20041019,860.87,863.75,851.92,855.77,322589765.0
20041020,851.42,851.43,827.68,828.61,385413843.0
20041021,830.24,831.05,814.64,820.63,325421714.0
20041022,824.12,832.1,822.2,828.17,272424893.0
20041025,816.11,816.54,801.01,808.14,274795879.0
20041026,812.18,817.0,809.79,813.7,260612684.0
20041027,820.73,822.3,803.72,809.91,303320309.0
20041028,825.85,833.54,821.54,833.54,280800404.0
20041029,826.89,835.26,823.07,834.84,248659530.0
20041101,832.52,842.16,831.32,835.66,221463969.0
20041102,839.59,849.71,838.39,846.67,272101490.0
20041103,848.83,861.16,844.27,861.05,255524694.0
20041104,860.19,860.19,851.2,851.2,267153137.0
20041105,862.44,865.38,857.74,860.68,277644669.0
20041108,865.65,865.94,845.79,846.11,269258392.0
20041109,845.49,850.13,840.24,844.15,342566044.0
20041110,847.53,860.54,847.53,860.54,291732712.0
20041111,856.66,867.25,855.51,861.26,290885285.0
20041112,875.48,882.59,870.99,876.67,298814393.0
20041115,879.88,891.71,876.7,882.33,266418602.0
20041116,882.97,885.55,875.78,876.61,300176616.0
20041117,881.26,889.71,876.75,885.42,279052284.0
20041118,886.38,888.07,874.96,875.84,345297605.0
20041119,878.59,882.12,863.52,867.03,360721214.0
20041122,857.33,858.46,844.11,849.99,247641157.0
20041123,857.51,862.43,851.18,860.4,285326978.0
20041124,859.5,873.73,855.35,872.56,317701805.0
20041125,873.87,879.92,871.12,872.49,257875365.0
20041126,877.82,883.85,856.89,858.12,310251904.0
20041129,861.17,867.37,855.81,865.4,315897118.0
20041130,865.78,878.06,857.85,878.06,333125393.0
20041201,874.47,878.91,871.13,876.8,316628173.0
20041202,891.14,893.51,882.58,884.1,335555604.0
20041203,890.59,893.42,877.46,882.55,331025300.0
20041206,875.53,876.38,867.7,870.75,280851417.0
20041207,867.83,872.39,861.07,861.07,336156193.0
20041208,855.53,871.74,855.07,871.74,346291920.0
20041209,870.61,871.87,855.88,861.31,268371508.0
20041210,862.16,862.77,841.77,844.85,259799305.0
20041213,841.34,847.92,838.1,844.2,239839693.0
20041214,846.02,852.26,842.7,849.4,277258790.0
20041215,854.99,868.87,853.64,868.84,311206735.0
20041216,869.92,878.67,868.9,873.7,325689819.0
20041217,874.23,880.95,868.61,875.13,446430281.0
20041220,872.3,884.49,870.6,884.31,359898205.0
20041221,882.9,887.38,876.35,882.82,350621171.0
20041222,888.2,890.81,880.38,883.38,325403349.0
20041223,890.32,890.32,873.11,876.88,272297583.0
20041224,877.4,879.92,872.92,879.92,283176841.0
20041227,881.82,882.78,873.84,876.98,229732504.0
20041228,874.53,881.28,872.33,878.43,307691540.0
20041229,869.23,884.27,868.04,884.27,257901978.0
20041230,886.2,896.1,885.43,895.92,248583642.0
20050103,896.0,897.59,890.93,893.71,252567622.0
20050104,890.56,895.4,884.94,886.9,331633385.0
20050105,874.92,885.2,873.18,885.19,343142097.0
20050106,878.23,886.31,871.28,871.28,394697006.0
20050107,876.36,878.89,866.72,870.84,294803690.0
20050110,872.82,875.0,866.17,874.18,275961241.0
20050111,874.79,884.29,869.91,884.29,364432529.0
20050112,884.47,886.79,878.03,880.03,321629276.0
20050113,881.39,886.73,876.72,885.54,290672417.0
20050114,879.83,905.52,877.44,905.1,356837469.0
20050117,915.22,925.01,912.68,923.08,416677817.0
20050118,923.52,926.85,920.08,920.57,432798370.0
20050119,923.36,926.71,914.3,916.27,415606282.0
20050120,910.4,914.93,907.51,909.37,467070064.0
20050121,910.04,920.35,906.23,919.61,463481444.0
20050124,918.21,928.52,911.75,923.11,527615173.0
20050125,915.94,918.08,911.26,915.1,486453505.0
20050126,918.75,930.2,917.09,927.0,492321665.0
20050127,928.67,930.59,920.93,924.87,500471832.0
20050128,924.09,924.91,915.74,921.59,393167207.0
20050131,920.99,934.1,920.99,932.7,466827057.0
20050201,930.16,931.86,923.08,923.69,434696399.0
20050202,925.98,926.54,918.44,921.44,453665405.0
20050203,922.43,930.73,921.04,928.79,398293494.0
20050204,928.21,936.45,926.1,933.55,385532956.0
20050207,942.15,949.45,941.14,949.19,421374410.0
20050211,944.28,947.94,936.17,947.23,381953423.0
20050214,957.22,967.8,954.36,964.79,537088497.0
20050215,965.74,968.88,961.07,968.88,547940502.0
20050216,973.61,979.0,965.58,971.56,557295777.0
20050217,972.9,974.77,968.53,972.56,511739805.0
20050218,969.13,984.1,967.04,984.1,543689983.0
20050221,992.46,992.46,982.96,988.71,629088324.0
20050222,988.63,990.62,975.57,977.8,631044953.0
20050223,968.16,971.71,963.9,968.43,483567323.0
20050224,972.95,989.27,971.54,987.1,581343402.0
20050225,994.01,1000.26,990.2,996.95,531397282.0
20050228,1003.65,1011.65,999.1,1011.36,534145755.0
20050302,1015.16,1015.51,1003.11,1007.48,721282031.0
20050303,1008.22,1015.28,999.86,1010.92,615895668.0
20050304,1013.79,1016.18,1007.68,1012.96,587259605.0
20050307,1021.63,1025.08,998.89,1007.5,599485640.0
20050308,1010.62,1012.4,995.92,1000.28,588662667.0
20050309,996.86,1008.79,990.44,1008.79,532633518.0
20050310,1007.21,1012.81,998.66,998.66,591338651.0
20050311,1006.5,1022.79,1006.5,1022.79,699407690.0
20050314,1018.33,1021.3,1015.17,1019.69,550421158.0
20050315,1024.08,1024.34,992.46,993.13,741326500.0
20050316,990.54,997.57,982.22,993.13,669646752.0
20050317,983.52,988.37,972.9,980.05,745031046.0
20050318,981.13,988.37,977.29,979.72,664842924.0
20050321,979.31,986.88,968.95,979.27,530874668.0
20050322,978.09,986.15,972.94,980.41,520612344.0
20050323,974.22,980.65,964.08,966.81,519675130.0
20050324,970.29,972.85,949.98,956.33,542355021.0
20050325,960.65,965.42,956.45,965.3,594106289.0
20050328,969.48,981.54,969.48,977.7,607947574.0
20050329,977.98,978.47,956.34,958.96,524503920.0
20050330,952.4,957.08,946.41,955.45,442964282.0
20050331,969.85,970.38,961.54,965.68,435277601.0
20050401,963.78,982.49,963.57,981.9,480856738.0
20050404,981.0,984.09,976.28,982.5,458761233.0
20050406,985.65,990.34,975.28,988.0,473792771.0
20050407,991.36,993.03,985.87,988.9,571335479.0
20050408,995.87,996.9,989.56,992.17,489898560.0
20050411,988.21,988.5,981.74,985.94,411837540.0
20050412,982.44,985.99,979.73,981.79,477498236.0
20050413,985.82,986.82,979.31,981.31,438078660.0
20050414,973.4,973.86,953.92,953.92,419598954.0
20050415,954.61,955.38,940.04,947.22,378262458.0
20050418,930.85,934.37,917.41,925.0,367619610.0
20050419,931.6,936.7,928.77,932.45,360814185.0
20050420,940.36,948.73,930.06,937.36,410506126.0
20050421,925.17,941.63,916.74,939.14,443311183.0
20050422,952.8,952.96,940.78,940.79,438261036.0
20050425,936.25,946.87,932.76,946.17,387340428.0
20050426,947.31,949.33,944.3,944.46,429942952.0
20050427,936.34,936.37,924.44,930.16,398222193.0
20050428,931.34,931.96,917.71,917.73,369839176.0
20050429,907.63,914.25,902.88,911.3,335607015.0
20050502,916.48,918.45,912.43,918.42,298907127.0
20050503,920.94,923.53,911.14,913.82,373033161.0
20050504,916.29,931.19,916.29,929.35,330702360.0
20050506,933.38,942.67,933.24,940.85,314695836.0
20050509,942.01,942.32,926.48,935.2,362534879.0
20050510,939.18,941.45,933.56,934.28,347689827.0
20050511,927.31,928.43,921.01,923.38,268607129.0
20050512,923.26,928.87,921.21,921.21,307792335.0
20050513,918.77,925.08,910.72,923.19,295679423.0
20050516,925.41,935.53,925.05,929.04,405543523.0
20050517,938.27,940.8,921.77,927.16,288217026.0
20050518,935.18,937.0,926.97,930.36,333346604.0
20050519,941.31,952.74,941.31,952.09,366589623.0
20050520,954.66,956.06,948.38,952.19,341238955.0
20050523,955.05,955.05,946.8,951.05,315715085.0
20050524,954.92,955.71,947.59,951.61,321241372.0
20050525,951.37,955.74,939.65,941.3,279809706.0
20050526,940.71,943.94,938.88,943.91,264524394.0
20050527,953.8,962.9,950.74,960.91,303151828.0
20050530,962.25,969.04,959.98,969.04,299302348.0
20050531,968.78,972.17,960.39,970.21,252372512.0
20050601,964.08,972.56,963.78,969.51,256650962.0
20050602,976.97,979.36,970.88,970.88,312312631.0
20050603,972.72,976.09,970.01,976.09,322968239.0
20050607,975.39,975.39,968.28,970.88,317561779.0
20050608,968.44,977.55,968.36,976.22,340328534.0
20050609,972.75,987.58,970.97,987.58,453825792.0
20050610,987.02,994.9,983.76,990.79,517839237.0
20050613,993.14,999.36,989.76,990.49,405793961.0
20050614,989.65,994.07,982.59,983.75,345840773.0
20050615,984.58,1001.94,981.95,1001.94,402704844.0
20050616,1000.71,1006.32,999.53,1003.14,475058572.0
20050617,1006.65,1007.2,997.44,1003.68,451298736.0
20050620,1003.8,1004.21,991.47,994.65,367185005.0
20050621,992.25,997.8,986.61,989.99,408248586.0
20050622,988.46,1003.34,986.64,1002.15,534744213.0
20050623,1002.24,1010.91,1001.13,1010.8,449216398.0
20050624,1001.62,1007.95,995.55,1002.43,406136684.0
20050627,996.73,997.71,985.93,991.11,401821863.0
20050628,989.54,995.45,987.78,994.74,430648119.0
20050629,1000.27,1006.19,994.29,999.08,408259040.0
20050630,997.59,1009.96,997.59,1008.16,507090008.0
20050701,1003.56,1018.04,1002.38,1018.02,494732403.0
20050704,1022.67,1024.05,1018.54,1021.71,552723466.0
20050705,1023.32,1025.25,1017.27,1018.81,568714284.0
20050706,1023.77,1025.24,1015.94,1019.01,687971296.0
20050707,1015.76,1029.2,1014.86,1026.82,677408035.0
20050708,1027.09,1029.37,1020.45,1021.95,614161118.0
20050711,1034.59,1043.18,1033.28,1040.43,770516686.0
20050712,1048.44,1051.28,1042.67,1043.88,781356480.0
20050713,1047.53,1050.78,1042.19,1050.16,744616631.0
20050714,1056.0,1064.92,1052.52,1061.93,599040373.0
20050715,1065.09,1066.97,1057.49,1059.6,567772752.0
20050718,1061.71,1068.51,1057.03,1062.43,500564566.0
20050719,1062.32,1075.51,1062.15,1075.48,547713551.0
20050720,1077.29,1086.95,1068.65,1074.4,967839370.0
20050721,1083.55,1086.0,1068.49,1074.65,701781892.0
20050722,1067.5,1076.7,1063.12,1074.22,684896542.0
20050725,1075.5,1089.96,1073.66,1089.7,637547637.0
20050726,1089.96,1094.82,1085.87,1090.6,695012149.0
20050727,1092.91,1098.67,1084.12,1093.03,630529025.0
20050728,1101.84,1106.44,1097.38,1104.72,651331843.0
20050729,1113.43,1113.43,1101.37,1111.29,546000122.0
20050801,1113.9,1116.75,1107.78,1115.98,501118040.0
20050802,1117.21,1118.85,1110.31,1118.83,565867464.0
20050803,1126.92,1129.92,1116.95,1117.11,656493562.0
20050804,1119.76,1122.46,1105.1,1111.39,679075883.0
20050805,1098.56,1101.15,1084.23,1089.36,556850347.0
20050808,1081.69,1088.52,1079.63,1086.64,390223181.0
20050809,1082.76,1099.79,1079.53,1099.77,462130813.0
20050810,1103.61,1114.4,1100.2,1104.86,448547180.0
20050811,1104.69,1123.77,1104.35,1123.77,438882479.0
20050812,1127.39,1131.97,1120.39,1130.22,409333222.0
20050816,1131.72,1137.46,1115.85,1116.93,407787434.0
